module	name	kind	parent_if_visible	line	file
Board.Model.Item.ItemDig	ItemDigState	table_or_enum_candidate		1	code/Lua/decompiled/Board/Model/Item/ItemDig.lua
Board.Model.Item.ItemDig	DigFailedReason	table_or_enum_candidate		2	code/Lua/decompiled/Board/Model/Item/ItemDig.lua
Board.Model.Item.ItemDig	ItemDigEventType	table_or_enum_candidate		3	code/Lua/decompiled/Board/Model/Item/ItemDig.lua
Board.Model.Item.ItemDig	ItemDig	prototype	BaseItemComponent	4	code/Lua/decompiled/Board/Model/Item/ItemDig.lua
Board.Model.Item.ItemExtraSpread	ItemExtraSpread	prototype	BaseItemComponent	1	code/Lua/decompiled/Board/Model/Item/ItemExtraSpread.lua
Board.Model.Item.ItemFall	ItemFall	prototype	BaseItemComponent	8	code/Lua/decompiled/Board/Model/Item/ItemFall.lua
Board.Model.Item.ItemFreefallBoss	ItemFreefallBossEventType	table_or_enum_candidate		1	code/Lua/decompiled/Board/Model/Item/ItemFreefallBoss.lua
Board.Model.Item.ItemFreefallBoss	ItemFreefallBoss	prototype	BaseItemComponent	2	code/Lua/decompiled/Board/Model/Item/ItemFreefallBoss.lua
Board.Model.Item.ItemGray	ItemGray	prototype	BaseItemComponent	1	code/Lua/decompiled/Board/Model/Item/ItemGray.lua
Board.Model.Item.ItemHuntCloudKey	ItemHuntCloudKey	prototype	BaseItemComponent	1	code/Lua/decompiled/Board/Model/Item/ItemHuntCloudKey.lua
Board.Model.Item.ItemIce	ItemIce	prototype	BaseItemComponent	1	code/Lua/decompiled/Board/Model/Item/ItemIce.lua
Board.Model.Item.ItemMapBlocker	ItemMapBlocker	prototype	BaseItemComponent	1	code/Lua/decompiled/Board/Model/Item/ItemMapBlocker.lua
Board.Model.Item.ItemModel	ItemEventType	table_or_enum_candidate		1	code/Lua/decompiled/Board/Model/Item/ItemModel.lua
Board.Model.Item.ItemModel	ItemModel	table_or_enum_candidate		6	code/Lua/decompiled/Board/Model/Item/ItemModel.lua
Board.Model.Item.ItemPaperBox	ItemPaperBox	prototype	BaseItemComponent	1	code/Lua/decompiled/Board/Model/Item/ItemPaperBox.lua
Board.Model.Item.ItemPick	ItemPick	prototype	BaseItemComponent	1	code/Lua/decompiled/Board/Model/Item/ItemPick.lua
Board.Model.Item.ItemPortal	ItemPortal	prototype	BaseItemComponent	1	code/Lua/decompiled/Board/Model/Item/ItemPortal.lua
Board.Model.Item.ItemPortal	ItemPortalEventType	table_or_enum_candidate		3	code/Lua/decompiled/Board/Model/Item/ItemPortal.lua
Board.Model.Item.ItemPortal	EItemPortalState	table_or_enum_candidate		4	code/Lua/decompiled/Board/Model/Item/ItemPortal.lua
Board.Model.Item.ItemRefreshOrder	ItemRefreshOrder	prototype	BaseItemComponent	1	code/Lua/decompiled/Board/Model/Item/ItemRefreshOrder.lua
Board.Model.Item.ItemRune	ItemRune	prototype	BaseItemComponent	1	code/Lua/decompiled/Board/Model/Item/ItemRune.lua
Board.Model.Item.ItemSand	ItemSand	prototype	BaseItemComponent	1	code/Lua/decompiled/Board/Model/Item/ItemSand.lua
Board.Model.Item.ItemSand	ItemSandEventType	table_or_enum_candidate		3	code/Lua/decompiled/Board/Model/Item/ItemSand.lua
Board.Model.Item.ItemSplit	ItemSplit	prototype	BaseItemComponent	1	code/Lua/decompiled/Board/Model/Item/ItemSplit.lua
Board.Model.Item.ItemSpread	SpreadFailedReason	table_or_enum_candidate		1	code/Lua/decompiled/Board/Model/Item/ItemSpread.lua
Board.Model.Item.ItemSpread	ItemSpreadEventType	table_or_enum_candidate		8	code/Lua/decompiled/Board/Model/Item/ItemSpread.lua
Board.Model.Item.ItemSpread	ItemSpreadState	table_or_enum_candidate		13	code/Lua/decompiled/Board/Model/Item/ItemSpread.lua
Board.Model.Item.ItemSpread	ItemSpreadWeightType	table_or_enum_candidate		20	code/Lua/decompiled/Board/Model/Item/ItemSpread.lua
Board.Model.Item.ItemSpread	ItemSpread	prototype	BaseItemComponent	26	code/Lua/decompiled/Board/Model/Item/ItemSpread.lua
Board.Model.Item.ItemSticker	ItemSticker	prototype	BaseItemComponent	1	code/Lua/decompiled/Board/Model/Item/ItemSticker.lua
Board.Model.Item.ItemSticker	ItemStickerEventType	table_or_enum_candidate		3	code/Lua/decompiled/Board/Model/Item/ItemSticker.lua
Board.Model.Item.ItemSwallow	ItemSwallowEventType	table_or_enum_candidate		1	code/Lua/decompiled/Board/Model/Item/ItemSwallow.lua
Board.Model.Item.ItemSwallow	ItemSwallow	prototype	BaseItemComponent	2	code/Lua/decompiled/Board/Model/Item/ItemSwallow.lua
Board.Model.Item.ItemSwallow	ItemSwallowed	prototype	BaseItemComponent	262	code/Lua/decompiled/Board/Model/Item/ItemSwallow.lua
Board.Model.Item.ItemSwallowChain	ItemSwallowChain	prototype	ItemSwallow	1	code/Lua/decompiled/Board/Model/Item/ItemSwallowChain.lua
Board.Model.Item.ItemToken	EItemTokenTriggerType	table_or_enum_candidate		1	code/Lua/decompiled/Board/Model/Item/ItemToken.lua
Board.Model.Item.ItemToken	ItemToken	prototype	BaseItemComponent	6	code/Lua/decompiled/Board/Model/Item/ItemToken.lua
Board.Model.Item.ItemTransform	ItemTransform	prototype	BaseItemComponent	1	code/Lua/decompiled/Board/Model/Item/ItemTransform.lua
Board.Model.Item.ItemTransform	ItemTransformEventType	table_or_enum_candidate		3	code/Lua/decompiled/Board/Model/Item/ItemTransform.lua
Board.Model.Item.ItemWheel	ItemWheel	prototype	BaseItemComponent	1	code/Lua/decompiled/Board/Model/Item/ItemWheel.lua
Board.Model.Order.BaseMainActivityOrder	BaseMainActivityOrder	prototype	BaseOrder	1	code/Lua/decompiled/Board/Model/Order/BaseMainActivityOrder.lua
Board.Model.Order.BaseOrder	OrderType	table_or_enum_candidate		1	code/Lua/decompiled/Board/Model/Order/BaseOrder.lua
Board.Model.Order.BaseOrder	OrderState	table_or_enum_candidate		11	code/Lua/decompiled/Board/Model/Order/BaseOrder.lua
Board.Model.Order.BaseOrder	OrderStateChange	table_or_enum_candidate		17	code/Lua/decompiled/Board/Model/Order/BaseOrder.lua
Board.Model.Order.BaseOrder	PrecleanType	table_or_enum_candidate		18	code/Lua/decompiled/Board/Model/Order/BaseOrder.lua
Board.Model.Order.BaseOrder	BaseOrder	table_or_enum_candidate		23	code/Lua/decompiled/Board/Model/Order/BaseOrder.lua
Board.Model.Order.BaseOrderModel	BaseOrderModel	table_or_enum_candidate		1	code/Lua/decompiled/Board/Model/Order/BaseOrderModel.lua
Board.Model.Order.ClearOrderCreator	ClearOrderHelper	table_or_enum_candidate		1	code/Lua/decompiled/Board/Model/Order/ClearOrderCreator.lua
Board.Model.Order.ClearOrderCreator	MainClearOrderCreator	table_or_enum_candidate		24	code/Lua/decompiled/Board/Model/Order/ClearOrderCreator.lua
Board.Model.Order.CurtainCallOrder	CurtainCallOrder	prototype	MainOrder	1	code/Lua/decompiled/Board/Model/Order/CurtainCallOrder.lua
Board.Model.Order.CurtainCallOrderCreator	CurtainCallOrderCreator	table_or_enum_candidate		1	code/Lua/decompiled/Board/Model/Order/CurtainCallOrderCreator.lua
Board.Model.Order.FixedOrderCreator	OrderCondition	table_or_enum_candidate		1	code/Lua/decompiled/Board/Model/Order/FixedOrderCreator.lua
Board.Model.Order.FixedOrderCreator	FixedOrderCreator	table_or_enum_candidate		6	code/Lua/decompiled/Board/Model/Order/FixedOrderCreator.lua
Board.Model.Order.FixedOrderCreator	MainFixedOrderCreator	prototype	FixedOrderCreator	22	code/Lua/decompiled/Board/Model/Order/FixedOrderCreator.lua
Board.Model.Order.InsureOrderCreator	InsureOrderCreator	table_or_enum_candidate		1	code/Lua/decompiled/Board/Model/Order/InsureOrderCreator.lua
Board.Model.Order.LaneOrderCreator	LaneOrderCreator	table_or_enum_candidate		1	code/Lua/decompiled/Board/Model/Order/LaneOrderCreator.lua
Board.Model.Order.LuckyStarOrderCreator	LuckyStarOrderCreator	table_or_enum_candidate		1	code/Lua/decompiled/Board/Model/Order/LuckyStarOrderCreator.lua
Board.Model.Order.MainOrder	MainOrder	prototype	BaseOrder	1	code/Lua/decompiled/Board/Model/Order/MainOrder.lua
Board.Model.Order.MainOrderCreator	EOrderItemWeightValue	table_or_enum_candidate		14	code/Lua/decompiled/Board/Model/Order/MainOrderCreator.lua
Board.Model.Order.MainOrderCreator	MainOrderCreator	table_or_enum_candidate		23	code/Lua/decompiled/Board/Model/Order/MainOrderCreator.lua
Board.Model.Order.MainOrderModel	MainOrderModel	prototype	BaseOrderModel	1	code/Lua/decompiled/Board/Model/Order/MainOrderModel.lua
Board.Model.Order.OrderConfig	FixedOrderConfig	table_or_enum_candidate		1	code/Lua/decompiled/Board/Model/Order/OrderConfig.lua
Board.Model.Order.OrderConfig	MainClearOrderConfig	table_or_enum_candidate		49	code/Lua/decompiled/Board/Model/Order/OrderConfig.lua
Board.Model.Order.OrderConfig	BaseRandomOrderConfig	table_or_enum_candidate		59	code/Lua/decompiled/Board/Model/Order/OrderConfig.lua
Board.Model.Order.OrderConfig	RandomOrderConfig	prototype	BaseRandomOrderConfig	76	code/Lua/decompiled/Board/Model/Order/OrderConfig.lua
Board.Model.Order.RandomOrderCreator	DailyOrderHelper	table_or_enum_candidate		1	code/Lua/decompiled/Board/Model/Order/RandomOrderCreator.lua
Board.Model.Order.RandomOrderCreator	RandomOrderHelper	table_or_enum_candidate		8	code/Lua/decompiled/Board/Model/Order/RandomOrderCreator.lua
Board.Model.Order.RandomOrderCreator	MainRandomOrderCreator	table_or_enum_candidate		294	code/Lua/decompiled/Board/Model/Order/RandomOrderCreator.lua
Board.Model.Order.ReturningOrderCreator	ReturningOrderCreator	table_or_enum_candidate		1	code/Lua/decompiled/Board/Model/Order/ReturningOrderCreator.lua
Board.View.Item.ItemView	ItemView	table_or_enum_candidate		11	code/Lua/decompiled/Board/View/Item/ItemView.lua
Board.View.Order.OrderCell	OrderRewardArea	table_or_enum_candidate		1	code/Lua/decompiled/Board/View/Order/OrderCell.lua
Board.View.Order.OrderCell	OrderCell	prototype	BaseOrderCell	7	code/Lua/decompiled/Board/View/Order/OrderCell.lua
Board.View.Order.OrderCell	OrderEmpty	table_or_enum_candidate		2126	code/Lua/decompiled/Board/View/Order/OrderCell.lua
Drop.Board.Item.DropActivityBaseItem	DropActivityBaseItem	table_or_enum_candidate		1	code/Lua/decompiled/Drop/Board/Item/DropActivityBaseItem.lua
Drop.Board.Item.DropActivityFlyItem	DropActivityFlyItem	table_or_enum_candidate		1	code/Lua/decompiled/Drop/Board/Item/DropActivityFlyItem.lua
Drop.Board.Item.DropActivityNormalItem	DropActivityNormalItem	prototype	DropActivityBaseItem	1	code/Lua/decompiled/Drop/Board/Item/DropActivityNormalItem.lua
HuntActivity.Common.Board.BoardPromptHunt	BoardPromptHuntPriority	table_or_enum_candidate		8	code/Lua/decompiled/HuntActivity/Common/Board/BoardPromptHunt.lua
HuntActivity.Common.Board.BoardPromptHunt	BoardPromptHuntMergeItems	prototype	BoardPromptMergeItems	22	code/Lua/decompiled/HuntActivity/Common/Board/BoardPromptHunt.lua
HuntActivity.Common.Board.BoardPromptHunt	BoardPormptHuntPopCache	prototype	BoardPrompt	122	code/Lua/decompiled/HuntActivity/Common/Board/BoardPromptHunt.lua
HuntActivity.Common.Board.BoardPromptHunt	BoardPormptHuntPopSpread	prototype	BoardPrompt	148	code/Lua/decompiled/HuntActivity/Common/Board/BoardPromptHunt.lua
HuntActivity.Common.Board.BoardPromptHunt	BoardPromptHuntCollect	prototype	BoardPrompt	189	code/Lua/decompiled/HuntActivity/Common/Board/BoardPromptHunt.lua
HuntActivity.Common.Board.BoardPromptHunt	BoardPromptHuntBubble	prototype	BoardPromptHuntCollect	229	code/Lua/decompiled/HuntActivity/Common/Board/BoardPromptHunt.lua
HuntActivity.Common.Board.BoardPromptHunt	BoardPromptHuntMaxLevelItem	prototype	BoardPromptHuntCollect	262	code/Lua/decompiled/HuntActivity/Common/Board/BoardPromptHunt.lua
HuntActivity.Common.Board.BoardPromptHunt	BoardPromptHuntPortal	prototype	BoardPrompt	345	code/Lua/decompiled/HuntActivity/Common/Board/BoardPromptHunt.lua
HuntActivity.Common.Board.BoardPromptHunt	BoardPromptHuntSwallowItems	prototype	BoardPromptSwallowItems	379	code/Lua/decompiled/HuntActivity/Common/Board/BoardPromptHunt.lua
HuntActivity.Common.Board.BoardPromptHunt	BoardPromptHuntDigItem	prototype	BoardPrompt	519	code/Lua/decompiled/HuntActivity/Common/Board/BoardPromptHunt.lua
HuntActivity.Common.Board.BoardPromptHunt	BoardPromptHuntDigCollect	prototype	BoardPrompt	573	code/Lua/decompiled/HuntActivity/Common/Board/BoardPromptHunt.lua
HuntActivity.Common.Board.BoardPromptHunt	BoardPromptHuntCollectCloudKey	prototype	BoardPromptHuntCollect	604	code/Lua/decompiled/HuntActivity/Common/Board/BoardPromptHunt.lua
HuntActivity.Common.Board.BoardPromptHunt	BoardPromptHuntClickCow	prototype	BoardPromptHuntCollect	654	code/Lua/decompiled/HuntActivity/Common/Board/BoardPromptHunt.lua
HuntActivity.Common.Board.HuntActivityBoardModel	HuntActivityBoardModel	prototype	BaseUIBoardModel	1	code/Lua/decompiled/HuntActivity/Common/Board/HuntActivityBoardModel.lua
HuntActivity.Common.Board.HuntActivityBoardView	HuntActivityBoardView	prototype	BaseUIBoardView	1	code/Lua/decompiled/HuntActivity/Common/Board/HuntActivityBoardView.lua
HuntActivity.Common.Board.HuntActivityItemLayerModel	HuntActivityItemLayerModel	prototype	BaseUIBoardItemLayerModel	1	code/Lua/decompiled/HuntActivity/Common/Board/HuntActivityItemLayerModel.lua
HuntActivity.Common.Board.HuntActivityItemTransformLayerModel	HuntActivityItemTransformLayerModel	table_or_enum_candidate		1	code/Lua/decompiled/HuntActivity/Common/Board/HuntActivityItemTransformLayerModel.lua
HuntActivity.Common.Board.HuntActivitySwallowLock	HuntActivitySwallowLock	table_or_enum_candidate		1	code/Lua/decompiled/HuntActivity/Common/Board/HuntActivitySwallowLock.lua
HuntActivity.Common.Board.ItemHuntAnim	ItemHuntAnim	prototype	BaseItemComponent	1	code/Lua/decompiled/HuntActivity/Common/Board/ItemHuntAnim.lua
HuntActivity.Common.Board.ItemHuntAnim	ItemHuntSpread	prototype	BaseItemComponent	13	code/Lua/decompiled/HuntActivity/Common/Board/ItemHuntAnim.lua
HuntActivity.Common.Board.ItemHuntAnim	ItemHuntAnimView	table_or_enum_candidate		94	code/Lua/decompiled/HuntActivity/Common/Board/ItemHuntAnim.lua
HuntActivity.Common.Board.ItemHuntAnim	HuntFarmWheat	table_or_enum_candidate		157	code/Lua/decompiled/HuntActivity/Common/Board/ItemHuntAnim.lua
HuntActivity.Common.Board.ItemHuntAnim	HuntFarmCow	table_or_enum_candidate		189	code/Lua/decompiled/HuntActivity/Common/Board/ItemHuntAnim.lua
HuntActivity.Common.Board.ItemHuntAnim	HuntKitchenWok	table_or_enum_candidate		468	code/Lua/decompiled/HuntActivity/Common/Board/ItemHuntAnim.lua
HuntActivity.Common.Board.ItemHuntMonster	ItemHuntMonster	table_or_enum_candidate		1	code/Lua/decompiled/HuntActivity/Common/Board/ItemHuntMonster.lua
HuntActivity.Common.Board.ItemHuntSignature	ItemHuntSignature	table_or_enum_candidate		1	code/Lua/decompiled/HuntActivity/Common/Board/ItemHuntSignature.lua
HuntActivity.Common.Model.HuntActivityModel	HuntActivityEventType	table_or_enum_candidate		1	code/Lua/decompiled/HuntActivity/Common/Model/HuntActivityModel.lua
HuntActivity.Common.Model.HuntActivityModel	HuntActivityModel	prototype		2	code/Lua/decompiled/HuntActivity/Common/Model/HuntActivityModel.lua
HuntActivity.Common.Model.HuntBookModel	BaseHuntItemBookModel	table_or_enum_candidate		1	code/Lua/decompiled/HuntActivity/Common/Model/HuntBookModel.lua
HuntActivity.Common.Model.HuntDoubleEnergy.HuntDoubleEnergyModel	HuntDoubleEnergyMultipleDefinition	table_or_enum_candidate		1	code/Lua/decompiled/HuntActivity/Common/Model/HuntDoubleEnergy/HuntDoubleEnergyModel.lua
HuntActivity.Common.Model.HuntDoubleEnergy.HuntDoubleEnergyModel	HuntDoubleEnergyMultipleArray	table_or_enum_candidate		7	code/Lua/decompiled/HuntActivity/Common/Model/HuntDoubleEnergy/HuntDoubleEnergyModel.lua
HuntActivity.Common.Model.HuntDoubleEnergy.HuntDoubleEnergyModel	HuntDoubleEnergyUnclockType	table_or_enum_candidate		12	code/Lua/decompiled/HuntActivity/Common/Model/HuntDoubleEnergy/HuntDoubleEnergyModel.lua
HuntActivity.Common.Model.HuntDoubleEnergy.HuntDoubleEnergyModel	HuntDoubleEnergyMultipleConfig	table_or_enum_candidate		17	code/Lua/decompiled/HuntActivity/Common/Model/HuntDoubleEnergy/HuntDoubleEnergyModel.lua
HuntActivity.Common.Model.HuntDoubleEnergy.HuntDoubleEnergyModel	HuntDoubleEnergyModel	table_or_enum_candidate		54	code/Lua/decompiled/HuntActivity/Common/Model/HuntDoubleEnergy/HuntDoubleEnergyModel.lua
HuntMapActivity.Map.Obstacle.Logic.HuntMapBaseObstacle	HuntMapBaseObstacle	table_or_enum_candidate		1	code/Lua/decompiled/HuntMapActivity/Map/Obstacle/Logic/HuntMapBaseObstacle.lua
HuntMapActivity.Map.Obstacle.Logic.HuntMapCycleObstacle	HuntMapCycleObstacle	prototype	HuntMapBaseObstacle	1	code/Lua/decompiled/HuntMapActivity/Map/Obstacle/Logic/HuntMapCycleObstacle.lua
HuntMapActivity.Map.Obstacle.Logic.HuntMapNormalObstacle	HuntMapNormalObstacle	prototype	HuntMapBaseObstacle	1	code/Lua/decompiled/HuntMapActivity/Map/Obstacle/Logic/HuntMapNormalObstacle.lua
HuntMapActivity.Map.Obstacle.Logic.HuntMapResidualObstacle	HuntMapResidualObstacle	prototype	HuntMapBaseObstacle	1	code/Lua/decompiled/HuntMapActivity/Map/Obstacle/Logic/HuntMapResidualObstacle.lua
HuntMapActivity.Map.Obstacle.Logic.HuntMapTransformObstacle	HuntMapTransformObstacle	prototype	HuntMapBaseObstacle	1	code/Lua/decompiled/HuntMapActivity/Map/Obstacle/Logic/HuntMapTransformObstacle.lua
