caller_rva,caller_type,caller_signature,caller_native_file,ghidra_call_target,callee_rva,callee_name_candidates,callee_alias_count,callee_selected_type,callee_selected_signature,callee_native_status,call_occurrences_in_pseudocode
0x1ADFF80,MapAdventureModel,private int CanMoveUp() { },code/Ghidra_native_pseudocode/1adff80.c,0x1AF0640,0x1AE0640,Activity.MapAdventure_2.MapAdventureModel$$IsUnLockBoard,1,MapAdventureModel,private bool IsUnLockBoard() { },decompiled_rebased_without_autoanalysis,1
0x1ADFF80,MapAdventureModel,private int CanMoveUp() { },code/Ghidra_native_pseudocode/1adff80.c,0x2BE153C,0x2BD153C,MergeManager$$IsUnLockMergeItem,1,MergeManager,public bool IsUnLockMergeItem(int id) { },decompiled_rebased_without_autoanalysis,1
0x1AE0270,MapAdventureModel,private List<int> GetResolvedUnlockItemIds() { },code/Ghidra_native_pseudocode/1ae0270.c,0x29A6FA8,0x2996FA8,GameConfigManager$$GetItemConfig,1,GameConfigManager,public TableMergeItem GetItemConfig(int id) { },decompiled_rebased_without_autoanalysis,3
0x1AE0640,MapAdventureModel,private bool IsUnLockBoard() { },code/Ghidra_native_pseudocode/1ae0640.c,0x2BD10D0,0x2BC10D0,MergeManager$$IsOpen,1,MergeManager,public bool IsOpen(StorageMergeItem storageMergeItem) { },decompiled_rebased_without_autoanalysis,1
0x1AE0AB8,MapAdventureModel,public void TryTransferItems() { },code/Ghidra_native_pseudocode/1ae0ab8.c,0x26C004C,0x26B004C,DragonU3DSDK.Storage.StorageMapAdventureOneMerge$$set_MoveStep,1,StorageMapAdventureOneMerge,public void set_MoveStep(int value) { },decompiled_rebased_without_autoanalysis,1
0x1AE0AB8,MapAdventureModel,public void TryTransferItems() { },code/Ghidra_native_pseudocode/1ae0ab8.c,0x2BD2CF0,0x2BC2CF0,MergeManager$$SetNewBoardItem,1,MergeManager,"public void SetNewBoardItem(int index, int id, int state, RefreshItemSource source, MergeBoardEnum boardId, int oldIndex = -1, bool isDispatchEvent = True, int oldId = -1, int existTime = 0) { }",decompiled_rebased_without_autoanalysis,1
0x1AE109C,MapAdventureModel,private void RemoveIllustrated(bool isMainLine) { },code/Ghidra_native_pseudocode/1ae109c.c,0x1AF14DC,0x1AE14DC,Activity.MapAdventure_2.MapAdventureModel$$GetLineId,1,MapAdventureModel,public int GetLineId(bool isMainLine) { },decompiled_rebased_without_autoanalysis,1
0x1AE109C,MapAdventureModel,private void RemoveIllustrated(bool isMainLine) { },code/Ghidra_native_pseudocode/1ae109c.c,0x29B1058,0x29A1058,GameConfigManager$$GetMergeInLineItems,1,GameConfigManager,public List<TableMergeItem> GetMergeInLineItems(int inLine) { },decompiled_rebased_without_autoanalysis,1
0x1AE109C,MapAdventureModel,private void RemoveIllustrated(bool isMainLine) { },code/Ghidra_native_pseudocode/1ae109c.c,0x2BE1608,0x2BD1608,MergeManager$$RemoveUnLockMergeItem,1,MergeManager,public void RemoveUnLockMergeItem(int id) { },decompiled_rebased_without_autoanalysis,1
0x1AE1288,MapAdventureModel,public void AddIllustrated() { },code/Ghidra_native_pseudocode/1ae1288.c,0x1AF14DC,0x1AE14DC,Activity.MapAdventure_2.MapAdventureModel$$GetLineId,1,MapAdventureModel,public int GetLineId(bool isMainLine) { },decompiled_rebased_without_autoanalysis,1
0x1AE1288,MapAdventureModel,public void AddIllustrated() { },code/Ghidra_native_pseudocode/1ae1288.c,0x29B1058,0x29A1058,GameConfigManager$$GetMergeInLineItems,1,GameConfigManager,public List<TableMergeItem> GetMergeInLineItems(int inLine) { },decompiled_rebased_without_autoanalysis,1
0x1AE1288,MapAdventureModel,public void AddIllustrated() { },code/Ghidra_native_pseudocode/1ae1288.c,0x2BE17E0,0x2BD17E0,MergeManager$$AddUnlockMergeItem,1,MergeManager,public void AddUnlockMergeItem(int id) { },decompiled_rebased_without_autoanalysis,1
0x1AE12F0,MapAdventureModel,private void AddIllustrated(bool isMainLine) { },code/Ghidra_native_pseudocode/1ae12f0.c,0x1AF14DC,0x1AE14DC,Activity.MapAdventure_2.MapAdventureModel$$GetLineId,1,MapAdventureModel,public int GetLineId(bool isMainLine) { },decompiled_rebased_without_autoanalysis,1
0x1AE12F0,MapAdventureModel,private void AddIllustrated(bool isMainLine) { },code/Ghidra_native_pseudocode/1ae12f0.c,0x29B1058,0x29A1058,GameConfigManager$$GetMergeInLineItems,1,GameConfigManager,public List<TableMergeItem> GetMergeInLineItems(int inLine) { },decompiled_rebased_without_autoanalysis,1
0x1AE12F0,MapAdventureModel,private void AddIllustrated(bool isMainLine) { },code/Ghidra_native_pseudocode/1ae12f0.c,0x2BE17E0,0x2BD17E0,MergeManager$$AddUnlockMergeItem,1,MergeManager,public void AddUnlockMergeItem(int id) { },decompiled_rebased_without_autoanalysis,1
0x1AE1570,MapAdventureModel,public void DebugSetBuyTime() { },code/Ghidra_native_pseudocode/1ae1570.c,0x26BFD40,0x26AFD40,DragonU3DSDK.Storage.StorageMapAdventureOneMerge$$set_GiftBuyTime,1,StorageMapAdventureOneMerge,public void set_GiftBuyTime(long value) { },decompiled_rebased_without_autoanalysis,1
0x1AE16AC,MapAdventureModel,public void DebugSetEndTime() { },code/Ghidra_native_pseudocode/1ae16ac.c,0x26BEE0C,0x26AEE0C,DragonU3DSDK.Storage.StorageMapAdventureOne$$set_FinishTime,1,StorageMapAdventureOne,public void set_FinishTime(long value) { },decompiled_rebased_without_autoanalysis,1
0x1AE175C,MapAdventureModel,public void DebugSetStartTime() { },code/Ghidra_native_pseudocode/1ae175c.c,0x26BED3C,0x26AED3C,DragonU3DSDK.Storage.StorageMapAdventureOne$$set_StartTime,1,StorageMapAdventureOne,public void set_StartTime(long value) { },decompiled_rebased_without_autoanalysis,1
0x1AE18AC,MapAdventureModel,public void DebugSetOneAndOneRefreshTime() { },code/Ghidra_native_pseudocode/1ae18ac.c,0x26C01C4,0x26B01C4,DragonU3DSDK.Storage.StorageMapAdventureOneMerge$$set_RefreshNextTime,1,StorageMapAdventureOneMerge,public void set_RefreshNextTime(long value) { },decompiled_rebased_without_autoanalysis,1
0x1AE1A68,MapAdventureModel,public void DebugResetTaskState() { },code/Ghidra_native_pseudocode/1ae1a68.c,0x26BF128,0x26AF128,DragonU3DSDK.Storage.StorageMapAdventureOne$$set_IsGetTaskEndReward,1,StorageMapAdventureOne,public void set_IsGetTaskEndReward(bool value) { },decompiled_rebased_without_autoanalysis,1
0x1AE1A68,MapAdventureModel,public void DebugResetTaskState() { },code/Ghidra_native_pseudocode/1ae1a68.c,0x26BFA18,0x26AFA18,DragonU3DSDK.Storage.StorageMapAdventureOneMerge$$set_MaxUnlockLevel,1,StorageMapAdventureOneMerge,public void set_MaxUnlockLevel(int value) { },decompiled_rebased_without_autoanalysis,1
0x1AE1A68,MapAdventureModel,public void DebugResetTaskState() { },code/Ghidra_native_pseudocode/1ae1a68.c,0x298FD74,0x297FD74,BaseEvent$$.ctor,1,BaseEvent,"public void .ctor(string type, object[] datas) { }",decompiled_rebased_without_autoanalysis,1
0x1AE1E38,MapAdventureModel,public void DebugCompleteAllTaskUnClaimed() { },code/Ghidra_native_pseudocode/1ae1e38.c,0x1AF24F0,0x1AE24F0,Activity.MapAdventure_2.MapAdventureModel$$IsFinalRewardTaskType,1,MapAdventureModel,private static bool IsFinalRewardTaskType(int achieveType) { },decompiled_rebased_without_autoanalysis,1
0x1AE1E38,MapAdventureModel,public void DebugCompleteAllTaskUnClaimed() { },code/Ghidra_native_pseudocode/1ae1e38.c,0x26BF128,0x26AF128,DragonU3DSDK.Storage.StorageMapAdventureOne$$set_IsGetTaskEndReward,1,StorageMapAdventureOne,public void set_IsGetTaskEndReward(bool value) { },decompiled_rebased_without_autoanalysis,1
0x1AE1E38,MapAdventureModel,public void DebugCompleteAllTaskUnClaimed() { },code/Ghidra_native_pseudocode/1ae1e38.c,0x26BFA18,0x26AFA18,DragonU3DSDK.Storage.StorageMapAdventureOneMerge$$set_MaxUnlockLevel,1,StorageMapAdventureOneMerge,public void set_MaxUnlockLevel(int value) { },decompiled_rebased_without_autoanalysis,1
0x1AE1E38,MapAdventureModel,public void DebugCompleteAllTaskUnClaimed() { },code/Ghidra_native_pseudocode/1ae1e38.c,0x298FD74,0x297FD74,BaseEvent$$.ctor,1,BaseEvent,"public void .ctor(string type, object[] datas) { }",decompiled_rebased_without_autoanalysis,1
0x1AE25A4,MapAdventureModel,"private void AddMergeRewardsToUnSetItems(List<int> rewardIds, List<int> rewardNums) { }",code/Ghidra_native_pseudocode/1ae25a4.c,0x1AF2778,0x1AE2778,Activity.MapAdventure_2.MapAdventureModel$$IsMapAdventureItemId,1,MapAdventureModel,private bool IsMapAdventureItemId(int itemId) { },decompiled_rebased_without_autoanalysis,1
0x1AE2778,MapAdventureModel,private bool IsMapAdventureItemId(int itemId) { },code/Ghidra_native_pseudocode/1ae2778.c,0x29A6FA8,0x2996FA8,GameConfigManager$$GetItemConfig,1,GameConfigManager,public TableMergeItem GetItemConfig(int id) { },decompiled_rebased_without_autoanalysis,1
0x1AE2984,MapAdventureModel,public string GetIllustratedProgress() { },code/Ghidra_native_pseudocode/1ae2984.c,0x1AF2AB0,0x1AE2AB0,Activity.MapAdventure_2.MapAdventureModel$$GetLineUnlockProgress,1,MapAdventureModel,"private ValueTuple<int, int> GetLineUnlockProgress(bool isMainLine) { }",decompiled_rebased_without_autoanalysis,2
0x1AE2AB0,MapAdventureModel,"private ValueTuple<int, int> GetLineUnlockProgress(bool isMainLine) { }",code/Ghidra_native_pseudocode/1ae2ab0.c,0x29B1058,0x29A1058,GameConfigManager$$GetMergeInLineItems,1,GameConfigManager,public List<TableMergeItem> GetMergeInLineItems(int inLine) { },decompiled_rebased_without_autoanalysis,1
0x1AE2AB0,MapAdventureModel,"private ValueTuple<int, int> GetLineUnlockProgress(bool isMainLine) { }",code/Ghidra_native_pseudocode/1ae2ab0.c,0x2BE1348,0x2BD1348,MergeManager$$IsItemGetGalleryAwards,1,MergeManager,public bool IsItemGetGalleryAwards(int id) { },decompiled_rebased_without_autoanalysis,1
0x1AE2AB0,MapAdventureModel,"private ValueTuple<int, int> GetLineUnlockProgress(bool isMainLine) { }",code/Ghidra_native_pseudocode/1ae2ab0.c,0x2BE153C,0x2BD153C,MergeManager$$IsUnLockMergeItem,1,MergeManager,public bool IsUnLockMergeItem(int id) { },decompiled_rebased_without_autoanalysis,1
0x1AE3368,MapAdventureModel,"public void TryProductEnergy(StorageOrderItem orderItem, BaseOrderArea orderArea) { }",code/Ghidra_native_pseudocode/1ae3368.c,0x26BEFB0,0x26AEFB0,DragonU3DSDK.Storage.StorageMapAdventureOne$$set_EnergyNum,1,StorageMapAdventureOne,public void set_EnergyNum(int value) { },decompiled_rebased_without_autoanalysis,1
0x1AE3890,MapAdventureModel,private void RefreshNexTime(ulong endTime) { },code/Ghidra_native_pseudocode/1ae3890.c,0x26BFE10,0x26AFE10,DragonU3DSDK.Storage.StorageMapAdventureOneMerge$$set_GiftBuyNum,1,StorageMapAdventureOneMerge,public void set_GiftBuyNum(int value) { },decompiled_rebased_without_autoanalysis,1
0x1AE3890,MapAdventureModel,private void RefreshNexTime(ulong endTime) { },code/Ghidra_native_pseudocode/1ae3890.c,0x26BFECC,0x26AFECC,DragonU3DSDK.Storage.StorageMapAdventureOneMerge$$set_OneByOneIndex,1,StorageMapAdventureOneMerge,public void set_OneByOneIndex(int value) { },decompiled_rebased_without_autoanalysis,1
0x1AE3890,MapAdventureModel,private void RefreshNexTime(ulong endTime) { },code/Ghidra_native_pseudocode/1ae3890.c,0x26C01C4,0x26B01C4,DragonU3DSDK.Storage.StorageMapAdventureOneMerge$$set_RefreshNextTime,1,StorageMapAdventureOneMerge,public void set_RefreshNextTime(long value) { },decompiled_rebased_without_autoanalysis,1
0x1AE3CD8,MapAdventureModel,public bool IsPackageOpened(MapAdventureTwoPackageRewardConfig config) { },code/Ghidra_native_pseudocode/1ae3cd8.c,0x2E61F28,0x2E51F28,Gameplay.UserData$$GetRes,1,UserData,public int GetRes(UserData.ResourceId resourceId) { },decompiled_rebased_without_autoanalysis,1
0x1AE43DC,MapAdventureModel,public void DebugSetGiftTime() { },code/Ghidra_native_pseudocode/1ae43dc.c,0x26BED3C,0x26AED3C,DragonU3DSDK.Storage.StorageMapAdventureOne$$set_StartTime,1,StorageMapAdventureOne,public void set_StartTime(long value) { },decompiled_rebased_without_autoanalysis,1
0x1AE4928,MapAdventureModel,public void GiftBagSendOneGetReward(int index) { },code/Ghidra_native_pseudocode/1ae4928.c,0x1AF5EA0,0x1AE5EA0,Activity.MapAdventure_2.MapAdventureModel$$AddNewGiftsRewards,1,MapAdventureModel,public void AddNewGiftsRewards(MapAdventureTwoPackageFourReward giftReward) { },decompiled_rebased_without_autoanalysis,1
0x1AE4928,MapAdventureModel,public void GiftBagSendOneGetReward(int index) { },code/Ghidra_native_pseudocode/1ae4928.c,0x26BFD40,0x26AFD40,DragonU3DSDK.Storage.StorageMapAdventureOneMerge$$set_GiftBuyTime,1,StorageMapAdventureOneMerge,public void set_GiftBuyTime(long value) { },decompiled_rebased_without_autoanalysis,1
0x1AE4928,MapAdventureModel,public void GiftBagSendOneGetReward(int index) { },code/Ghidra_native_pseudocode/1ae4928.c,0x26BFE10,0x26AFE10,DragonU3DSDK.Storage.StorageMapAdventureOneMerge$$set_GiftBuyNum,1,StorageMapAdventureOneMerge,public void set_GiftBuyNum(int value) { },decompiled_rebased_without_autoanalysis,1
0x1AE4928,MapAdventureModel,public void GiftBagSendOneGetReward(int index) { },code/Ghidra_native_pseudocode/1ae4928.c,0x26BFECC,0x26AFECC,DragonU3DSDK.Storage.StorageMapAdventureOneMerge$$set_OneByOneIndex,1,StorageMapAdventureOneMerge,public void set_OneByOneIndex(int value) { },decompiled_rebased_without_autoanalysis,1
0x1AE4928,MapAdventureModel,public void GiftBagSendOneGetReward(int index) { },code/Ghidra_native_pseudocode/1ae4928.c,0x2E64460,0x2E54460,Gameplay.UserData$$AddRes,1,UserData,"public void AddRes(int id, int count, GameBIManager.ItemChangeReasonArgs reason, bool isEvent = True, ShowRewardType rewardType = 0, bool isIgnore = False) { }",decompiled_rebased_without_autoanalysis,1
0x1AE4928,MapAdventureModel,public void GiftBagSendOneGetReward(int index) { },code/Ghidra_native_pseudocode/1ae4928.c,0x2E651CC,0x2E551CC,Gameplay.UserData$$IsResource,1,UserData,public bool IsResource(int resourceId) { },decompiled_rebased_without_autoanalysis,1
0x1AE50C8,MapAdventureModel,public void PurchasePackageSuccess(TableShop shopConfig) { },code/Ghidra_native_pseudocode/1ae50c8.c,0x1AF5EA0,0x1AE5EA0,Activity.MapAdventure_2.MapAdventureModel$$AddNewGiftsRewards,1,MapAdventureModel,public void AddNewGiftsRewards(MapAdventureTwoPackageFourReward giftReward) { },decompiled_rebased_without_autoanalysis,1
0x1AE50C8,MapAdventureModel,public void PurchasePackageSuccess(TableShop shopConfig) { },code/Ghidra_native_pseudocode/1ae50c8.c,0x26BFD40,0x26AFD40,DragonU3DSDK.Storage.StorageMapAdventureOneMerge$$set_GiftBuyTime,1,StorageMapAdventureOneMerge,public void set_GiftBuyTime(long value) { },decompiled_rebased_without_autoanalysis,1
0x1AE50C8,MapAdventureModel,public void PurchasePackageSuccess(TableShop shopConfig) { },code/Ghidra_native_pseudocode/1ae50c8.c,0x26BFE10,0x26AFE10,DragonU3DSDK.Storage.StorageMapAdventureOneMerge$$set_GiftBuyNum,1,StorageMapAdventureOneMerge,public void set_GiftBuyNum(int value) { },decompiled_rebased_without_autoanalysis,1
0x1AE50C8,MapAdventureModel,public void PurchasePackageSuccess(TableShop shopConfig) { },code/Ghidra_native_pseudocode/1ae50c8.c,0x26BFECC,0x26AFECC,DragonU3DSDK.Storage.StorageMapAdventureOneMerge$$set_OneByOneIndex,1,StorageMapAdventureOneMerge,public void set_OneByOneIndex(int value) { },decompiled_rebased_without_autoanalysis,1
0x1AE50C8,MapAdventureModel,public void PurchasePackageSuccess(TableShop shopConfig) { },code/Ghidra_native_pseudocode/1ae50c8.c,0x2E64460,0x2E54460,Gameplay.UserData$$AddRes,1,UserData,"public void AddRes(int id, int count, GameBIManager.ItemChangeReasonArgs reason, bool isEvent = True, ShowRewardType rewardType = 0, bool isIgnore = False) { }",decompiled_rebased_without_autoanalysis,1
0x1AE50C8,MapAdventureModel,public void PurchasePackageSuccess(TableShop shopConfig) { },code/Ghidra_native_pseudocode/1ae50c8.c,0x2E651CC,0x2E551CC,Gameplay.UserData$$IsResource,1,UserData,public bool IsResource(int resourceId) { },decompiled_rebased_without_autoanalysis,1
0x1AE5EA0,MapAdventureModel,public void AddNewGiftsRewards(MapAdventureTwoPackageFourReward giftReward) { },code/Ghidra_native_pseudocode/1ae5ea0.c,0x1AF7220,0x1AE7220,Activity.MapAdventure_2.MapAdventureModel$$AddNewPackageGiftNum,1,MapAdventureModel,private void AddNewPackageGiftNum(int id) { },decompiled_rebased_without_autoanalysis,1
0x1AE5EA0,MapAdventureModel,public void AddNewGiftsRewards(MapAdventureTwoPackageFourReward giftReward) { },code/Ghidra_native_pseudocode/1ae5ea0.c,0x2E64460,0x2E54460,Gameplay.UserData$$AddRes,1,UserData,"public void AddRes(int id, int count, GameBIManager.ItemChangeReasonArgs reason, bool isEvent = True, ShowRewardType rewardType = 0, bool isIgnore = False) { }",decompiled_rebased_without_autoanalysis,1
0x1AE5EA0,MapAdventureModel,public void AddNewGiftsRewards(MapAdventureTwoPackageFourReward giftReward) { },code/Ghidra_native_pseudocode/1ae5ea0.c,0x2E651CC,0x2E551CC,Gameplay.UserData$$IsResource,1,UserData,public bool IsResource(int resourceId) { },decompiled_rebased_without_autoanalysis,1
0x1AE6824,MapAdventureModel,public ulong GetNewPackageLeftTime() { },code/Ghidra_native_pseudocode/1ae6824.c,0x1AF6A30,0x1AE6A30,Activity.MapAdventure_2.MapAdventureModel$$RefreshNewGift,1,MapAdventureModel,private void RefreshNewGift(ulong endTime) { },decompiled_rebased_without_autoanalysis,1
0x1AE9DCC,MapAdventureTwoMergeBoard_Big,"public override TableMergeItem MergeToProductActivity(int index, TableMergeItem newConfig, TableMergeItem oldConfig) { }",code/Ghidra_native_pseudocode/1ae9dcc.c,0x2BD2CF0,0x2BC2CF0,MergeManager$$SetNewBoardItem,1,MergeManager,"public void SetNewBoardItem(int index, int id, int state, RefreshItemSource source, MergeBoardEnum boardId, int oldIndex = -1, bool isDispatchEvent = True, int oldId = -1, int existTime = 0) { }",decompiled_rebased_without_autoanalysis,1
0x1AE9DCC,MapAdventureTwoMergeBoard_Big,"public override TableMergeItem MergeToProductActivity(int index, TableMergeItem newConfig, TableMergeItem oldConfig) { }",code/Ghidra_native_pseudocode/1ae9dcc.c,0x2BDD790,0x2BCD790,MergeManager$$FindEmptyGrid,1,MergeManager,"public int FindEmptyGrid(int index, MergeBoardEnum boardId, bool ignoreSelf = False) { }",decompiled_rebased_without_autoanalysis,1
0x1AE9DCC,MapAdventureTwoMergeBoard_Big,"public override TableMergeItem MergeToProductActivity(int index, TableMergeItem newConfig, TableMergeItem oldConfig) { }",code/Ghidra_native_pseudocode/1ae9dcc.c,0x2E651CC,0x2E551CC,Gameplay.UserData$$IsResource,1,UserData,public bool IsResource(int resourceId) { },decompiled_rebased_without_autoanalysis,1
0x1AEA288,MapAdventureTwoMergeBoard_Big,"public override void OnNewItem(int index, int oldIndex, int id, int oldId, RefreshItemSource source) { }",code/Ghidra_native_pseudocode/1aea288.c,0x2BF15AC,0x2BE15AC,MergeBoard$$OnNewItem,1,MergeBoard,"public virtual void OnNewItem(int index, int oldIndex, int id, int oldId, RefreshItemSource source) { }",decompiled_rebased_without_autoanalysis,1
0x1AEA350,MapAdventureTwoMergeBoard_Big,"public override void OnUseItem(int index, int id) { }",code/Ghidra_native_pseudocode/1aea350.c,0x29A6FA8,0x2996FA8,GameConfigManager$$GetItemConfig,1,GameConfigManager,public TableMergeItem GetItemConfig(int id) { },decompiled_rebased_without_autoanalysis,1
0x1AEA350,MapAdventureTwoMergeBoard_Big,"public override void OnUseItem(int index, int id) { }",code/Ghidra_native_pseudocode/1aea350.c,0x2BF1544,0x2BE1544,MergeBoard$$OnUseItem,1,MergeBoard,"public virtual void OnUseItem(int index, int id) { }",decompiled_rebased_without_autoanalysis,1
0x1AEA574,MapAdventureTwoMergeBoard_Big,"public TableMergeItem <>iFixBaseProxy_MergeToProductActivity(int P0, TableMergeItem P1, TableMergeItem P2) { }",code/Ghidra_native_pseudocode/1aea574.c,0x2BFBE7C,0x2BEBE7C,MergeBoard$$MergeToProductActivity,1,MergeBoard,"public virtual TableMergeItem MergeToProductActivity(int index, TableMergeItem newConfig, TableMergeItem oldConfig) { }",decompiled_rebased_without_autoanalysis,1
0x1AEA590,MapAdventureTwoMergeBoard_Big,"public void <>iFixBaseProxy_OnNewItem(int P0, int P1, int P2, int P3, RefreshItemSource P4) { }",code/Ghidra_native_pseudocode/1aea590.c,0x2BF15AC,0x2BE15AC,MergeBoard$$OnNewItem,1,MergeBoard,"public virtual void OnNewItem(int index, int oldIndex, int id, int oldId, RefreshItemSource source) { }",decompiled_rebased_without_autoanalysis,1
0x1B088F4,PizzaTowerModel,public static PizzaTowerModel get_Instance() { },code/Ghidra_native_pseudocode/1b088f4.c,0x1B1AF48,0x1B0AF48,PizzaTowerModel$$.ctor,1,PizzaTowerModel,public void .ctor() { },decompiled_rebased_without_autoanalysis,1
0x1B08C14,PizzaTowerModel,public StoragePizzaTower get_CurStoragePizzaTowerWeek() { },code/Ghidra_native_pseudocode/1b08c14.c,0x1B207B4,0x1B107B4,PizzaTowerModel$$get_StoragePizzaTower,1,PizzaTowerModel,public static StoragePizzaTower get_StoragePizzaTower() { },decompiled_rebased_without_autoanalysis,1
0x1B0AE08,PizzaTowerModel,public bool ShowEntrance() { },code/Ghidra_native_pseudocode/1b0ae08.c,0x1B1AEBC,0x1B0AEBC,PizzaTowerModel$$IsPrivateOpened,1,PizzaTowerModel,public bool IsPrivateOpened() { },decompiled_rebased_without_autoanalysis,1
0x1B0AEBC,PizzaTowerModel,public bool IsPrivateOpened() { },code/Ghidra_native_pseudocode/1b0aebc.c,0x1B1E048,0x1B0E048,PizzaTowerModel$$IsOpened,1,PizzaTowerModel,public bool IsOpened(bool hasLog = False) { },decompiled_rebased_without_autoanalysis,1
0x1B0B190,PizzaTowerModel,public void set_CurScore(int value) { },code/Ghidra_native_pseudocode/1b0b190.c,0x1B1B67C,0x1B0B67C,PizzaTowerModel$$GetLevelByScore,1,PizzaTowerModel,public int GetLevelByScore(int score) { },decompiled_rebased_without_autoanalysis,1
0x1B0B190,PizzaTowerModel,public void set_CurScore(int value) { },code/Ghidra_native_pseudocode/1b0b190.c,0x1B1B764,0x1B0B764,PizzaTowerModel$$get_CurLevel,1,PizzaTowerModel,public int get_CurLevel() { },decompiled_rebased_without_autoanalysis,4
0x1B0B190,PizzaTowerModel,public void set_CurScore(int value) { },code/Ghidra_native_pseudocode/1b0b190.c,0x1B1B7B8,0x1B0B7B8,PizzaTowerModel$$GetLevelRewards,1,PizzaTowerModel,public List<ResData> GetLevelRewards(int level) { },decompiled_rebased_without_autoanalysis,1
0x1B0BC00,PizzaTowerModel,public void set_TotalScore(int value) { },code/Ghidra_native_pseudocode/1b0bc00.c,0x1B1C094,0x1B0C094,PizzaTowerModel$$get_TotalLevel,1,PizzaTowerModel,public int get_TotalLevel() { },decompiled_rebased_without_autoanalysis,4
0x1B0C30C,PizzaTowerModel,public List<int> GetUnCollectLevels() { },code/Ghidra_native_pseudocode/1b0c30c.c,0x1B1C4DC,0x1B0C4DC,PizzaTowerModel$$IsPizzaTowerStorageEnd,1,PizzaTowerModel,private static bool IsPizzaTowerStorageEnd(StoragePizzaTower storagePizzaTower) { },decompiled_rebased_without_autoanalysis,1
0x1B0CF60,PizzaTowerModel,"public override void InitFromServerData(string activityId, string activityType, ulong startTime, ulong endTime, ulong rewardEndTime, bool manualEnd, string configJson, string activitySubType) { }",code/Ghidra_native_pseudocode/1b0cf60.c,0x1B1D4EC,0x1B0D4EC,PizzaTowerModel$$GetFirstWeekCanGetReward,1,PizzaTowerModel,public static StoragePizzaTower GetFirstWeekCanGetReward() { },decompiled_rebased_without_autoanalysis,1
0x1B0CF60,PizzaTowerModel,"public override void InitFromServerData(string activityId, string activityType, ulong startTime, ulong endTime, ulong rewardEndTime, bool manualEnd, string configJson, string activitySubType) { }",code/Ghidra_native_pseudocode/1b0cf60.c,0x1B1D650,0x1B0D650,PizzaTowerModel$$CreateStorage,1,PizzaTowerModel,public bool CreateStorage() { },decompiled_rebased_without_autoanalysis,1
0x1B0CF60,PizzaTowerModel,"public override void InitFromServerData(string activityId, string activityType, ulong startTime, ulong endTime, ulong rewardEndTime, bool manualEnd, string configJson, string activitySubType) { }",code/Ghidra_native_pseudocode/1b0cf60.c,0x1B1DCC4,0x1B0DCC4,PizzaTowerModel$$InitConfig,1,PizzaTowerModel,public void InitConfig() { },decompiled_rebased_without_autoanalysis,1
0x1B0CF60,PizzaTowerModel,"public override void InitFromServerData(string activityId, string activityType, ulong startTime, ulong endTime, ulong rewardEndTime, bool manualEnd, string configJson, string activitySubType) { }",code/Ghidra_native_pseudocode/1b0cf60.c,0x1B207B4,0x1B107B4,PizzaTowerModel$$get_StoragePizzaTower,1,PizzaTowerModel,public static StoragePizzaTower get_StoragePizzaTower() { },decompiled_rebased_without_autoanalysis,1
0x1B0D4EC,PizzaTowerModel,public static StoragePizzaTower GetFirstWeekCanGetReward() { },code/Ghidra_native_pseudocode/1b0d4ec.c,0x1B207B4,0x1B107B4,PizzaTowerModel$$get_StoragePizzaTower,1,PizzaTowerModel,public static StoragePizzaTower get_StoragePizzaTower() { },decompiled_rebased_without_autoanalysis,1
0x1B0D650,PizzaTowerModel,public bool CreateStorage() { },code/Ghidra_native_pseudocode/1b0d650.c,0x1B207B4,0x1B107B4,PizzaTowerModel$$get_StoragePizzaTower,1,PizzaTowerModel,public static StoragePizzaTower get_StoragePizzaTower() { },decompiled_rebased_without_autoanalysis,1
0x1B0DCC4,PizzaTowerModel,public void InitConfig() { },code/Ghidra_native_pseudocode/1b0dcc4.c,0x1B21084,0x1B11084,PizzaTowerModel$$get_PizzaTowerList,1,PizzaTowerModel,public List<PizzaTowerConfig> get_PizzaTowerList() { },decompiled_rebased_without_autoanalysis,2
0x1B0DCC4,PizzaTowerModel,public void InitConfig() { },code/Ghidra_native_pseudocode/1b0dcc4.c,0x1B212D8,0x1B112D8,PizzaTowerModel$$GetMaxLevel,1,PizzaTowerModel,public int GetMaxLevel() { },decompiled_rebased_without_autoanalysis,1
0x1B0DCC4,PizzaTowerModel,public void InitConfig() { },code/Ghidra_native_pseudocode/1b0dcc4.c,0x1B2142C,0x1B1142C,PizzaTowerModel$$GetMaxScore,1,PizzaTowerModel,public int GetMaxScore() { },decompiled_rebased_without_autoanalysis,1
0x1B0DE94,PizzaTowerModel,public void CleanUselessStorage() { },code/Ghidra_native_pseudocode/1b0de94.c,0x1B207B4,0x1B107B4,PizzaTowerModel$$get_StoragePizzaTower,1,PizzaTowerModel,public static StoragePizzaTower get_StoragePizzaTower() { },decompiled_rebased_without_autoanalysis,1
0x1B0E37C,PizzaTowerModel,public void RemoveAllPizzaTowerBanana() { },code/Ghidra_native_pseudocode/1b0e37c.c,0x2BD9FB8,0x2BC9FB8,MergeManager$$RemoveAllItemByType,1,MergeManager,"public void RemoveAllItemByType(MergeItemType itemType, MergeBoardEnum boardId, string sources) { }",decompiled_rebased_without_autoanalysis,1
