assembly,type_file,source_file,line,namespace,kind,name,declaration,role
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Rewards/RewardOnFire.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Rewards/RewardOnFire.cs,12,GameLogic.Player.Rewards,class,RewardOnFire,"public class RewardOnFire : PlayerReward, IMutablePlayerReward, IPlayerReward",玩法条件与奖励
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Rewards/RewardProgressionEventPoints.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Rewards/RewardProgressionEventPoints.cs,11,GameLogic.Player.Rewards,class,RewardProgressionEventPoints,public class RewardProgressionEventPoints : PlayerReward,玩法条件与奖励
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Rewards/RewardSkipTime.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Rewards/RewardSkipTime.cs,14,GameLogic.Player.Rewards,class,RewardSkipTime,public class RewardSkipTime : PlayerReward,玩法条件与奖励
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Rewards/RewardTypes.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Rewards/RewardTypes.cs,5,GameLogic.Player.Rewards,class,RewardTypes,public static class RewardTypes,玩法条件与奖励
Metacore.MergeMansion.SharedLogic,GameLogic/Player/SecondaryEnergyState.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/SecondaryEnergyState.cs,10,GameLogic.Player,class,SecondaryEnergyState,public class SecondaryEnergyState,玩家状态与存档
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Wallet.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Wallet.cs,18,GameLogic.Player,class,Wallet,public sealed class Wallet,玩家状态与存档
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Wallet.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Wallet.cs,20,GameLogic.Player,struct,CurrencyCounts,public struct CurrencyCounts,玩家状态与存档
Metacore.MergeMansion.SharedLogic,GameLogic/Player/WeightedDistributionStates.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/WeightedDistributionStates.cs,11,GameLogic.Player,class,WeightedDistributionStates,public class WeightedDistributionStates,玩家状态与存档
Metacore.MergeMansion.SharedLogic,GameLogic/Random/ControlledRandom/ControlledRandomFiniteSequence.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Random/ControlledRandom/ControlledRandomFiniteSequence.cs,7,GameLogic.Random.ControlledRandom,class,ControlledRandomFiniteSequence,public class ControlledRandomFiniteSequence,生成随机性直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Random/ControlledRandom/ControlledRandomMinMaxSequence.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Random/ControlledRandom/ControlledRandomMinMaxSequence.cs,9,GameLogic.Random.ControlledRandom,class,ControlledRandomMinMaxSequence,public class ControlledRandomMinMaxSequence,生成随机性直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Random/ControlledRandom/ControlledRandomMinMaxSequence.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Random/ControlledRandom/ControlledRandomMinMaxSequence.cs,11,GameLogic.Random.ControlledRandom,class,ElementInfo<T>,public class ElementInfo<T>,生成随机性直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Random/ControlledRandom/ControlledRandomMinMaxSequenceContext.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Random/ControlledRandom/ControlledRandomMinMaxSequenceContext.cs,6,GameLogic.Random.ControlledRandom,class,ControlledRandomMinMaxSequenceContext<T>,public class ControlledRandomMinMaxSequenceContext<T>,生成随机性直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Random/ControlledRandom/RandomType.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Random/ControlledRandom/RandomType.cs,7,GameLogic.Random.ControlledRandom,enum,RandomType,public enum RandomType,生成随机性直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Random/ControlledRandom/Weight.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Random/ControlledRandom/Weight.cs,9,GameLogic.Random.ControlledRandom,struct,Weight,public struct Weight,生成随机性直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Random/ControlledRandom/Weight.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Random/ControlledRandom/Weight.cs,11,GameLogic.Random.ControlledRandom,class,CompareByNextTime,public class CompareByNextTime : Comparer<Weight>,生成随机性直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Random/ControlledRandom/WeightedDistribution.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Random/ControlledRandom/WeightedDistribution.cs,8,GameLogic.Random.ControlledRandom,class,WeightedDistribution,public class WeightedDistribution,生成随机性直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Random/GenerationContext.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Random/GenerationContext.cs,10,GameLogic.Random,class,GenerationContext,public class GenerationContext : IGenerationContext,生成随机性直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Random/IGenerationContext.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Random/IGenerationContext.cs,10,GameLogic.Random,interface,IGenerationContext,public interface IGenerationContext,生成随机性直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Random/RandomExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Random/RandomExtensions.cs,7,GameLogic.Random,class,RandomExtensions,public static class RandomExtensions,生成随机性直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Utility/CurrencyUtilities.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Utility/CurrencyUtilities.cs,7,GameLogic.Utility,class,CurrencyUtilities,public static class CurrencyUtilities,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Utility/CurrencyUtilities.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Utility/CurrencyUtilities.cs,9,GameLogic.Utility,struct,CurrencyEnergyTypeMapping,public struct CurrencyEnergyTypeMapping,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Utility/EnergyUtilities.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Utility/EnergyUtilities.cs,6,GameLogic.Utility,class,EnergyUtilities,public static class EnergyUtilities,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Utility/Math/MergeMath.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Utility/Math/MergeMath.cs,5,GameLogic.Utility.Math,class,MergeMath,public static class MergeMath,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Utility/PlayerPocketUtilities.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Utility/PlayerPocketUtilities.cs,5,GameLogic.Utility,class,PlayerPocketUtilities,public static class PlayerPocketUtilities,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Utility/ProducerUtilities.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Utility/ProducerUtilities.cs,8,GameLogic.Utility,class,ProducerUtilities,public static class ProducerUtilities,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Utility/RewardUtilities.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Utility/RewardUtilities.cs,19,GameLogic.Utility,class,RewardUtilities,public static class RewardUtilities,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Utility/RewardUtilities.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Utility/RewardUtilities.cs,21,GameLogic.Utility,struct,RewardItemDistinct,public struct RewardItemDistinct,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Utility/RewardUtilities.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Utility/RewardUtilities.cs,40,GameLogic.Utility,struct,CardPackRewardDistinct,public struct CardPackRewardDistinct,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Utility/RewardUtilities.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Utility/RewardUtilities.cs,53,GameLogic.Utility,struct,CurrencyRewardDistinct,public struct CurrencyRewardDistinct,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Utility/RewardUtilities.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Utility/RewardUtilities.cs,67,GameLogic.Utility,class,_003CGetRuntimeRewards_003Ed__4,"public sealed class _003CGetRuntimeRewards_003Ed__4 : IEnumerable<MetaPlayerRewardBase>, IEnumerable, IEnumerator<MetaPlayerRewardBase>, IEnumerator, IDisposable",玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Utility/RewardUtilities.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Utility/RewardUtilities.cs,158,GameLogic.Utility,class,_003CGetRuntimeRewards_003Ed__5,"public sealed class _003CGetRuntimeRewards_003Ed__5 : IEnumerable<IPlayerReward>, IEnumerable, IEnumerator<IPlayerReward>, IEnumerator, IDisposable",玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Utility/RewardUtilities.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Utility/RewardUtilities.cs,249,GameLogic.Utility,class,_003CGetRuntimeRewards_003Ed__6,"public sealed class _003CGetRuntimeRewards_003Ed__6 : IEnumerable<IPlayerReward>, IEnumerable, IEnumerator<IPlayerReward>, IEnumerator, IDisposable",玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,ItemAmountPair.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/ItemAmountPair.cs,4,,class,ItemAmountPair,public sealed class ItemAmountPair,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,ItemConverter.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/ItemConverter.cs,4,,class,ItemConverter,public static class ItemConverter,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,ItemRarity.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/ItemRarity.cs,5,,enum,ItemRarity,public enum ItemRarity,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,ItemTags.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/ItemTags.cs,1,,class,ItemTags,public static class ItemTags,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,ItemTypeConstant.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/ItemTypeConstant.cs,6,,enum,ItemTypeConstant,public enum ItemTypeConstant,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,ItemValues.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/ItemValues.cs,3,,class,ItemValues,public static class ItemValues,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,MasterFunctions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/MasterFunctions.cs,23,,class,MasterFunctions,public static class MasterFunctions,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,MasterFunctions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/MasterFunctions.cs,25,,struct,SimultaneousMultistepTaskProgress,public struct SimultaneousMultistepTaskProgress : IComparable<SimultaneousMultistepTaskProgress>,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,MergeBoardFinder.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/MergeBoardFinder.cs,6,,class,MergeBoardFinder,public static class MergeBoardFinder,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,MergeItemMigrations.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/MergeItemMigrations.cs,4,,class,MergeItemMigrations,public static class MergeItemMigrations,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,MergePairFinder.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/MergePairFinder.cs,9,,class,MergePairFinder,public static class MergePairFinder,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,MergePairFinder.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/MergePairFinder.cs,11,,struct,ItemEntry,public struct ItemEntry,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,MergeResult.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/MergeResult.cs,4,,enum,MergeResult,public enum MergeResult,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,PartialLevel.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/PartialLevel.cs,1,,enum,PartialLevel,public enum PartialLevel,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,PlayerBubbleTestGroup.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/PlayerBubbleTestGroup.cs,1,,enum,PlayerBubbleTestGroup,public enum PlayerBubbleTestGroup,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,SearchOptions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/SearchOptions.cs,1,,class,SearchOptions,public class SearchOptions,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,SearchType.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/SearchType.cs,1,,enum,SearchType,public enum SearchType,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,SpawnStyle.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/SpawnStyle.cs,4,,enum,SpawnStyle,public enum SpawnStyle,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,SpecialMergeCollections.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/SpecialMergeCollections.cs,3,,class,SpecialMergeCollections,public static class SpecialMergeCollections,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,SpiralCoordinates.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/SpiralCoordinates.cs,1,,class,SpiralCoordinates,public static class SpiralCoordinates,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,TakeItemFromChestResult.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/TakeItemFromChestResult.cs,1,,enum,TakeItemFromChestResult,public enum TakeItemFromChestResult,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,TimedMergeBoardDefinitions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/TimedMergeBoardDefinitions.cs,4,,class,TimedMergeBoardDefinitions,public static class TimedMergeBoardDefinitions,玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,TimedMergeBoardLiveConfig.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/TimedMergeBoardLiveConfig.cs,6,,class,TimedMergeBoardLiveConfig,"public sealed class TimedMergeBoardLiveConfig : IGameConfigData<MergeBoardId>, IGameConfigData, IHasGameConfigKey<MergeBoardId>",玩法基础类型与流程
Metacore.MergeMansion.SharedLogic,TimedMergeBoards/TimedMergeBoard.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/TimedMergeBoards/TimedMergeBoard.cs,19,TimedMergeBoards,class,TimedMergeBoard,"public class TimedMergeBoard : IGameConfigData<MergeBoardId>, IGameConfigData, IHasGameConfigKey<MergeBoardId>, IValidatable, IHasRequirements, IMergeBoardGenerator",玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,TimedMergeBoards/TimedMergeBoardSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/TimedMergeBoards/TimedMergeBoardSource.cs,11,TimedMergeBoards,class,TimedMergeBoardSource,"public class TimedMergeBoardSource : IConfigItemSource<TimedMergeBoard, MergeBoardId>, IGameConfigSourceItem<MergeBoardId, TimedMergeBoard>, IHasGameConfigKey<MergeBoardId>",玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,TryMasterFunctionsSellItemFromAllInventories.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/TryMasterFunctionsSellItemFromAllInventories.cs,8,,class,TryMasterFunctionsSellItemFromAllInventories,public class TryMasterFunctionsSellItemFromAllInventories : PlayerAction,玩法基础类型与流程
Mansion.Scripts,BlockDragging.cs,source/AssetRipper/Mansion.Scripts/BlockDragging.cs,4,,class,BlockDragging,"public class BlockDragging : MonoBehaviour, IDragHandler, IEventSystemHandler, IBeginDragHandler",物品视觉与交互
Mansion.Scripts,Draggable.cs,source/AssetRipper/Mansion.Scripts/Draggable.cs,6,,class,Draggable,"public class Draggable : MonoBehaviour, IBeginDragHandler, IEventSystemHandler, IDragHandler, IEndDragHandler",物品视觉与交互
Mansion.Scripts,InventoryPopup.cs,source/AssetRipper/Mansion.Scripts/InventoryPopup.cs,17,,class,InventoryPopup,"public class InventoryPopup : PopupBase<InventoryPopupMenuState>, ITabs",棋盘与物品界面直接引用
Mansion.Scripts,InventoryPopup.cs,source/AssetRipper/Mansion.Scripts/InventoryPopup.cs,20,,struct,BoardInventoryData,public struct BoardInventoryData,棋盘与物品界面直接引用
Mansion.Scripts,InventoryPopup.cs,source/AssetRipper/Mansion.Scripts/InventoryPopup.cs,30,,struct,References,public struct References,棋盘与物品界面直接引用
Mansion.Scripts,InventoryPopup.cs,source/AssetRipper/Mansion.Scripts/InventoryPopup.cs,62,,class,_003CScrollToBottom_003Ed__42,"public sealed class _003CScrollToBottom_003Ed__42 : IEnumerator<object>, IEnumerator, IDisposable",棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,106,,class,MenuController,"public class MenuController : MonoBehaviour, IMenuController, ISharedMenuController, ITickSystem",棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,109,,class,PopupData,public class PopupData,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,118,,class,ShowAfterOthersHaveBeenHidden,public class ShowAfterOthersHaveBeenHidden,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,144,,class,Controllers,public class Controllers,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,240,,struct,_003C_003Ec__DisplayClass336_0,public struct _003C_003Ec__DisplayClass336_0,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,250,,class,_003C_003Ec__DisplayClass341_0,public sealed class _003C_003Ec__DisplayClass341_0,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,262,,class,_003C_003Ec__DisplayClass451_0,public sealed class _003C_003Ec__DisplayClass451_0,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,268,,class,_003C_003Ec__DisplayClass468_0,public sealed class _003C_003Ec__DisplayClass468_0,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,274,,class,_003C_003Ec__DisplayClass570_0,public sealed class _003C_003Ec__DisplayClass570_0,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,291,,struct,_003CBatchRewardContainerClaimSequence_003Ed__570,public struct _003CBatchRewardContainerClaimSequence_003Ed__570 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,339,,struct,_003CDelayedCall_003Ed__584,public struct _003CDelayedCall_003Ed__584 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,379,,struct,_003CShowCameraTutorialPopup_003Ed__490,public struct _003CShowCameraTutorialPopup_003Ed__490 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,424,,struct,_003CShowCardGamePopupMenu_003Ed__504,public struct _003CShowCardGamePopupMenu_003Ed__504 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,474,,struct,_003CShowCollectibleBoardEventEndPopup_003Ed__452,public struct _003CShowCollectibleBoardEventEndPopup_003Ed__452 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,525,,struct,_003CShowCollectibleBoardEventExtendPopup_003Ed__456,public struct _003CShowCollectibleBoardEventExtendPopup_003Ed__456 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,576,,struct,_003CShowCollectibleBoardEventInfoPopup_003Ed__454,public struct _003CShowCollectibleBoardEventInfoPopup_003Ed__454 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,621,,struct,_003CShowCollectibleBoardEventIntroPopup_003Ed__458,public struct _003CShowCollectibleBoardEventIntroPopup_003Ed__458 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,671,,struct,_003CShowCollectibleBoardEventProgressionPopup_003Ed__453,public struct _003CShowCollectibleBoardEventProgressionPopup_003Ed__453 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,718,,struct,_003CShowCollectibleBoardEventStartPopup_003Ed__451,public struct _003CShowCollectibleBoardEventStartPopup_003Ed__451 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,766,,struct,_003CShowCollectibleBoardEventTeasePopup_003Ed__455,public struct _003CShowCollectibleBoardEventTeasePopup_003Ed__455 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,811,,struct,_003CShowDecorationOwnedPopup_003Ed__462,public struct _003CShowDecorationOwnedPopup_003Ed__462 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,858,,class,_003CShowDownloadContentMenu_003Ed__487,"public sealed class _003CShowDownloadContentMenu_003Ed__487 : IEnumerator<object>, IEnumerator, IDisposable",棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,920,,struct,_003CShowExtendGameEventPopup_003Ed__338,public struct _003CShowExtendGameEventPopup_003Ed__338 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,971,,struct,_003CShowFishCatchPopup_003Ed__466,public struct _003CShowFishCatchPopup_003Ed__466 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,1024,,struct,_003CShowGarageCleanupEndPopup_003Ed__391,public struct _003CShowGarageCleanupEndPopup_003Ed__391 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,1071,,struct,_003CShowGarageCleanupEventPopup_003Ed__388,public struct _003CShowGarageCleanupEventPopup_003Ed__388 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,1118,,struct,_003CShowGarageCleanupInfoPopup_003Ed__389,public struct _003CShowGarageCleanupInfoPopup_003Ed__389 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,1160,,struct,_003CShowGarageCleanupStartPopup_003Ed__390,public struct _003CShowGarageCleanupStartPopup_003Ed__390 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,1207,,struct,_003CShowLayeredDecorationInfoPopup_003Ed__459,public struct _003CShowLayeredDecorationInfoPopup_003Ed__459 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,1255,,struct,_003CShowLayeredDecorationLockedPopup_003Ed__460,public struct _003CShowLayeredDecorationLockedPopup_003Ed__460 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,1297,,struct,_003CShowLeaderboardEventEndPopup_003Ed__472,public struct _003CShowLeaderboardEventEndPopup_003Ed__472 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,1345,,struct,_003CShowLeaderboardEventInfoPopup_003Ed__469,public struct _003CShowLeaderboardEventInfoPopup_003Ed__469 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,1390,,struct,_003CShowLeaderboardEventRankingPopup_003Ed__470,public struct _003CShowLeaderboardEventRankingPopup_003Ed__470 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,1431,,struct,_003CShowLeaderboardEventRankingPopup_003Ed__471,public struct _003CShowLeaderboardEventRankingPopup_003Ed__471 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,1480,,struct,_003CShowLeaderboardEventStartPopup_003Ed__468,public struct _003CShowLeaderboardEventStartPopup_003Ed__468 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,1528,,struct,_003CShowMenuAfterOthersHaveBeenHidden_003Ed__422,public struct _003CShowMenuAfterOthersHaveBeenHidden_003Ed__422 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,1577,,struct,_003CShowNextTriggeredOfferPopupAsync_003Ed__336,public struct _003CShowNextTriggeredOfferPopupAsync_003Ed__336 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,1641,,struct,_003CShowOfferGroupPopupAsync_003Ed__341,public struct _003CShowOfferGroupPopupAsync_003Ed__341 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,1687,,struct,_003CShowProgressionEventChallengeRewardPopup_003Ed__443,public struct _003CShowProgressionEventChallengeRewardPopup_003Ed__443 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,1736,,struct,_003CShowProgressionEventEndPopup_003Ed__438,public struct _003CShowProgressionEventEndPopup_003Ed__438 : IAsyncStateMachine,棋盘与物品界面直接引用
Mansion.Scripts,MenuController.cs,source/AssetRipper/Mansion.Scripts/MenuController.cs,1784,,struct,_003CShowProgressionEventGenericInfoPopup_003Ed__436,public struct _003CShowProgressionEventGenericInfoPopup_003Ed__436 : IAsyncStateMachine,棋盘与物品界面直接引用
