assembly,type_file,file,line,signature,classification
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,358,"public void ShowAreaLockedHotspotPopupMenu(IHotspotDefinition hotspot, TaskSource taskSource) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,360,public void ShowAreaUnlockedPopupMenu(IAreaInfo area) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,362,public void ShowAutoMergeBoosterPopup(MetaDuration durationSeconds) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,364,public void ShowAutoMergeEventInfoPopup(ICoreSupportEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,366,public void ShowAutoMergeEventStartPopup(CoreSupportEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,368,public void ShowAutoMergeFeatureFTUEPopup(bool force = false) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,370,"public void ShowBoardShop(ShopMenuContentBlock shopContext, string openingSource, RedDotStatus redDotStatus, string showMethod, IActiveOfferGroup overrideOfferGroup = null, bool fadePanelBackground = true) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,372,public void ShowBoultonLeagueDeterminingLeaderboardPlacementRewardsPopup() { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,374,"public void ShowBoultonLeagueEventEndPopup(BoultonLeagueEventModel eventModel, BoultonLeagueEventEndPopupShowParams showParams = null) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,376,public void ShowBoultonLeagueEventInfoPopup(BoultonLeagueEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,378,public void ShowBoultonLeagueEventProgressionPopup(BoultonLeagueEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,380,public void ShowBoultonLeagueEventStartPopup(BoultonLeagueEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,382,"public void ShowBuilderEventAllBuildsCompletedPopup(string titleText, string descriptionText, string buttonText) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,384,"public void ShowBuilderEventCompletionRewardPopup(IBuilderEventMinigame minigameModel, ICoreSupportEventModel eventModel, Action onCompletedCallback) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,386,public void ShowBuilderEventInfoPopup(ICoreSupportEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,388,"public void ShowBuilderEventMinigamePopup(BuilderEventMinigameModel minigameModel, ICoreSupportEventModel eventModel) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,390,public void ShowBuilderEventOutOfTokensPopup(ICoreSupportEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,392,public void ShowBuilderEventScreenTransitionEffect(ICoreSupportEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,394,"public UniTask ShowCameraTutorialPopup(CollectibleBoardEventId relatedEventId, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,396,public void ShowCardCollectionSupportingEventPopup(CardCollectionSupportingEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,398,"public void ShowCardGamePopupMenu(IHotspotDefinition hotspot, TaskSource taskSource) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,400,"public void ShowCelebrationPopup(Action onRestart, string type) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,402,public void ShowChooseLanguagePopupMenu() { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,404,"public void ShowClassicRacesEventInfoPopup(ClassicRacesMinigameModel minigameModel, Action onClosedCallback) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,406,"public void ShowClassicRacesEventProgressionPopup(ClassicRacesMinigameModel minigameModel, ICoreSupportEventModel eventModel) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,408,public void ShowClassicRacesExtraRacesPopup(ClassicRacesMinigameModel minigameModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,410,"public void ShowClassicRacesRaceResultPopup(ClassicRacesMinigameModel minigameModel, CoreSupportEventModel eventModel, Action onCompletedCallback) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,412,public void ShowCloudTransitionEffect() { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,414,public void ShowCollectEventProgressRewardPopupMenu(bool hideCurrentFirst = false) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,416,"public UniTask ShowCollectibleBoardEventEndPopup(CollectibleBoardEventModel eventModel, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,418,"public UniTask ShowCollectibleBoardEventExtendPopup(CollectibleBoardEventModel eventModel, Nullable<MetaTime> reviewEndAt, bool automaticShow, Action onFinalize, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,420,"public UniTask ShowCollectibleBoardEventInfoPopup(CollectibleBoardEventModel eventModel, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,422,"public UniTask ShowCollectibleBoardEventIntroPopup(CollectibleBoardEventInfo eventInfo, InPreview inPreview, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,424,"public UniTask ShowCollectibleBoardEventProgressionPopup(CollectibleBoardEventModel eventModel, CancellationToken ct, bool hideCurrentFirst = false) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,426,"public UniTask ShowCollectibleBoardEventStartPopup(CollectibleBoardEventModel eventModel, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,428,public void ShowCollectibleBoardEventTaskPopup(CollectibleBoardEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,430,"public UniTask ShowCollectibleBoardEventTeasePopup(CollectibleBoardEventInfo eventInfo, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,432,"public void ShowConfirmationDialogPopup(string titleTextLocId, string questionTextLocId, string confirmButtonTextLocId, string cancelButtonTextLocId, Action confirmAction, Action cancelAction, ConfirmationDialogExtra extra) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,434,"public void ShowConnectionErrorMessage(string titleText, string descriptionText, string buttonText, Action positiveButtonAction) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,436,"public void ShowConnectionErrorMessage(string titleText, string descriptionText, string buttonText, Action positiveButtonAction, Func<String> livingError) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,438,"public void ShowCooldownRemoverRewardPopup(MetaDuration duration, Action onClose) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,440,public void ShowCoreSupportEventEndPopup(CoreSupportEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,442,"public void ShowCoreSupportEventIntroPopup(ICoreSupportEventInfo eventInfo, InPreview inPreview) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,444,public void ShowCoreSupportEventStartPopup(CoreSupportEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,446,public void ShowCoreSupportEventTeasePopup(CoreSupportEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,448,public void ShowCurrencyBankInfoPopup(CurrencyBankModel currencyBankModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,450,public void ShowCurrencyBankPopup() { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,452,"public void ShowCustomItemInfoPopupMenu(IItemDefinition itemDefinition, bool hideCurrentFirst = false) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,454,"public void ShowDailyChallengesEventInfoPopup(bool isAuto, ICoreSupportEventModel eventModel) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,456,"public void ShowDailyChallengesMinigamePopup(IPlayer player, IDailyChallengesMinigameModel minigameModel, ICoreSupportEventModel eventModel) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,458,"public void ShowDailyScoopEventStartPopup(DailyScoopEventModel eventModel, bool isAuto = false) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,460,public void ShowDailyScoopInfoPopup(bool isAuto = false) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,462,public void ShowDailyTasksRefreshPurchaseConfirmationPopup() { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,464,public void ShowDailyTasksV2InfoPopup() { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,466,"public void ShowDailyTasksV2RefreshPurchaseConfirmationPopup(int taskIndex, Action tryToPurchase) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,468,public void ShowDailyTasksV2TimeExtensionOfferPopup() { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,470,"public UniTask ShowDecorationOwnedPopup(CollectibleBoardEventModel eventModel, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,472,public void ShowDecorationSelectionMenu(DecorationSelectionMenuState wantedState = null) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,474,public void ShowDecorationShopPopup(DecorationShopModel decorationShopModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,476,public void ShowDeleteAccountConfirmation(Action confirmationAction) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,478,public void ShowDigEventCollectionCompletePopup(CoreSupportEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,480,"public void ShowDigEventItemDiscoveryPopup(CoreSupportEventModel eventModel, string treasureId, Vector2 spriteSize, bool isShinyItem, Action onPopupClosed) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,482,public void ShowDigEventMinigameInfoPopup(ICoreSupportEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,484,"public void ShowDigEventMuseumPopup(DigEventId digEventId, CoreSupportEventModel eventModel) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,486,"public void ShowDigEventPrototype(ICoreSupportEventModel eventModel, bool enabled) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,488,"public void ShowDownloadErrorPopup(Action retryAction, Action cancelAction, string titleLocalizationId = ""DownloadError_Popup_Title"", string descriptionLocalizationId = ""DownloadError_Popup_Description"", string positiveButtonLocalizationId = ""DownloadError_Popup_Retry"", string negativeButtonTextLocalizationId = ""DownloadError_Popup_Cancel"") { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,490,public void ShowEndOfContentPopupMenu() { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,492,public void ShowEnergyModeEventEndPopup(EnergyModeEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,494,public void ShowEnergyModeEventStartPopup(EnergyModeEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,496,public void ShowEnergyModeFTUEPopup(EnergyModeEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,498,"public void ShowEnergyPopupMenu(EnergyType type, bool tryShowOfferFirst, bool isMinigameLayerVisible = false) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,500,"public void ShowEventCalendarPopupMenu(bool hideCurrentFirst = false, EventCalendarPopupMenuFlags flags = 0) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,502,public void ShowEventEnergyMainBoardInfoPopup(EnergyType energyType) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,504,"public UniTask ShowExtendGameEventPopup(IBoardEventModel boardEvent, Nullable<MetaTime> reviewEndAt, bool automaticShow, Action onFinalize, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,506,"public void ShowFallbackRewardInfoPopup(CollectibleBoardEventModel eventModel, PlayerModel playerModel, PlayerClientContext playerContext, int level, LevelEventLevelType levelType, IPlayerReward reward, IPlayerReward fallbackReward, IIconLibrary iconLibrary, Action<List`1<IPlayerReward>> onClaimed, IBoardController boardController, ITitleBarRewardWidgets titleBarRewardWidgets, Action claimCallback) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,508,"public UniTask ShowGarageCleanupEndPopup(GarageCleanupEventPrefabs eventPrefabs, GarageCleanupEventModel eventModel, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,510,"public UniTask ShowGarageCleanupEventPopup(GarageCleanupEventModel eventModel, string source, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,512,"public UniTask ShowGarageCleanupInfoPopup(GarageCleanupEventModel eventModel, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,514,"public UniTask ShowGarageCleanupStartPopup(GarageCleanupEventPrefabs eventPrefabs, GarageCleanupEventModel eventModel, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,516,"public void ShowGenericRewardPopup(IPlayerReward reward, string headerLocalizationId, Object[] headerLocalizationArgs, Action onClose, IWalletState customWalletState = null, RandomPCG rewardContainerRandomCheckpoint = null) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,518,"public void ShowGoToAppStoreOrGooglePlayMessage(string titleText, string descriptionText, string buttonText, Action positiveButtonAction) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,520,"public void ShowHotspotPopupForType(IHotspotDefinition hotspot, TaskSource taskSource) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,522,"public void ShowIllustrationPopupMenu(IHotspotDefinition hotspot, TaskSource taskSource) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,524,"public void ShowInboxItem(IMailMessage inboxItem, IInboxVisualElementLibrary visualElementLibrary) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,526,public void ShowInboxMainView() { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,528,"public void ShowInfiniteEnergyPopup(MetaDuration duration, bool showAfterMenusClosed = false, bool animateRewardClaim = true, Action onClosed = null) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,530,"public void ShowItemInfoPopupMenu(IMergeChainDefinition mergeChain, IItemDefinition itemDefinition, bool hideCurrentFirst = false) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,532,"public void ShowItemInfoPopupMenu(IMergeItem mergeItem, bool hideCurrentFirst = false) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,534,"public void ShowItemInfoPopupMenu(IMergeChainDefinition mergeChain, IItemDefinition itemDefinition, bool hideCurrentFirst, ItemInfoPopupFlags flags) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,536,public void ShowItemObtainedPopup(IEnumerable<IPlayerReward> rewards) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,538,"public UniTask ShowLayeredDecorationInfoPopup(CollectibleBoardEventModel eventModel, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,540,"public UniTask ShowLayeredDecorationLockedPopup(CollectibleBoardEventModel eventModel, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,542,"public void ShowLayeredDecorationMaxLevelPopup(DecorationInfo decoration, string headerLocId, string descriptionLocId) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,544,public void ShowLeaderboardEventDeterminingRewardsPopup() { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,546,"public UniTask ShowLeaderboardEventEndPopup(LeaderboardEventModel eventModel, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,548,"public UniTask ShowLeaderboardEventInfoPopup(LeaderboardEventModel eventModel, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,550,"public UniTask ShowLeaderboardEventRankingPopup(LeaderboardEventModel eventModel, CancellationToken ct, Action buttonActionOverride = null) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,552,"public UniTask ShowLeaderboardEventRankingPopup(LeaderboardEventModel eventModel, ValueTuple<List`1<LeaderboardEventPlayerRankingEntry>, Int32> rankingsAndRankingPosition, CancellationToken ct, Action buttonActionOverride = null) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,554,"public UniTask ShowLeaderboardEventStartPopup(LeaderboardEventModel eventModel, CancellationToken ct) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,556,"public void ShowLevelUpMergeChainPopup(IMergeChainDefinition mergeChain, int level) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,558,public void ShowLimitedOfferInfoPopup() { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,560,"public void ShowLocationTravelConfirmationPopup(LocationId locationId, bool forceTravel, string eventLocId = """", Action onTravel = null, IAreaInfo areaInfo = null, bool isAreaTeaser = false) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,562,"public void ShowLocationTravelPopup(LocationTravelInfo locationTravelInfo, TaskSource taskSource, Action onTravel = null, bool allowNegativeActions = true) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,564,public void ShowMakeYourOwnOfferInfoPopup() { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,566,"public void ShowMergeGoalsPopupMenu(HotspotId hotspotId, TaskSource taskSource) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,568,public void ShowMergeGridInventoryPopupMenu() { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,570,"public void ShowMergeGridShopPopupMenu(string shopOpeningSource, RedDotStatus redDotStatus, string showMethod, ShopMenuContentBlock focusCurrencies = 0, bool openedFromTitleBar = false, bool forceOpenCoinsAndGemsShop = false, bool forceOpenGarageShop = false, bool forceOpenAnyBoardShop = false) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,572,"public void ShowMergeItemInfoPopupMenu(IMergeItem mergeItem, bool hideCurrentFirst = false) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,574,public void ShowMiniEventInfoPopup(MiniEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,576,public void ShowMiniEventStartPopup(MiniEventModel eventModel) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,578,public void ShowMiniGameCompletedPopup(Action positiveButtonAction) { },generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,580,"public void ShowMixABoosterEventPopup(MixABoosterEventModel eventModel, bool autoPopup) { }",generated_empty_body
Mansion.Scripts,UI/IMenuController.cs,structure/Cpp2IL-DiffableCs/Mansion.Scripts/UI/IMenuController.cs,582,"public void ShowMixABoosterInfoPopup(MixABoosterEventModel eventModel, bool autoPopup) { }",generated_empty_body
