typedef_index,image,namespace,type_name,declaration,selection_reason,generated_csharp_file,metadata_block_file,arm64_file,method_count,native_rva_count,ghidra_method_count,generic_native_instantiation_count,generated_csharp_sha256,bounded_method_count
944,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,BaseToolAnalysisSystem<T>,public abstract class BaseToolAnalysisSystem<T> : BaseItemSystem<T>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/BaseToolAnalysisSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000944.txt,native_arm64/TravelTown.Main/000944_BaseToolAnalysisSystem_T_.s,24,0,0,48,6b6165de4dc88306f462d41e548ce29a2b65868444f009e20aa3e5af5cfa4155,0
945,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,BoardItemCooldownEndedSignal,public class BoardItemCooldownEndedSignal : BoardItemCooldownBaseSignal,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/BoardItemCooldownEndedSignal.cs,metadata_blocks/TravelTown.Main/TypeDef_000945.txt,native_arm64/TravelTown.Main/000945_BoardItemCooldownEndedSignal.s,1,1,0,0,4a063643569d9c1514db7eaa5d0a8a3cde93ad96a820782959be491b53bc9739,0
946,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,BoardItemCooldownStartedSignal,public class BoardItemCooldownStartedSignal : BoardItemCooldownBaseSignal,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/BoardItemCooldownStartedSignal.cs,metadata_blocks/TravelTown.Main/TypeDef_000946.txt,native_arm64/TravelTown.Main/000946_BoardItemCooldownStartedSignal.s,1,1,0,0,ea7996c030fba31ef18fa92bc023d34dce4baeb5696ed7a20e30994cfe08811f,0
947,TravelTown.Main.dll,,BoardTileLevelUnlockSystem.<>c,private sealed class BoardTileLevelUnlockSystem.<>c,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/BoardTileLevelUnlockSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000947.txt,native_arm64/TravelTown.Main/000947_BoardTileLevelUnlockSystem_c.s,3,3,0,0,aa9ae71a2f981724b4278a38a6ba7b9a31103c4046f4e47081b0cc49bb3b346e,0
948,TravelTown.Main.dll,,BoardTileLevelUnlockSystem.<>c__DisplayClass18_0,private sealed class BoardTileLevelUnlockSystem.<>c__DisplayClass18_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/BoardTileLevelUnlockSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000948.txt,native_arm64/TravelTown.Main/000948_BoardTileLevelUnlockSystem_c__DisplayClass18_0.s,1,1,0,0,aa9ae71a2f981724b4278a38a6ba7b9a31103c4046f4e47081b0cc49bb3b346e,0
949,TravelTown.Main.dll,,BoardTileLevelUnlockSystem.<>c__DisplayClass18_1,private sealed class BoardTileLevelUnlockSystem.<>c__DisplayClass18_1,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/BoardTileLevelUnlockSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000949.txt,native_arm64/TravelTown.Main/000949_BoardTileLevelUnlockSystem_c__DisplayClass18_1.s,3,3,0,0,aa9ae71a2f981724b4278a38a6ba7b9a31103c4046f4e47081b0cc49bb3b346e,0
950,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,BoardTileLevelUnlockSystem,public class BoardTileLevelUnlockSystem : SystemBase,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/BoardTileLevelUnlockSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000950.txt,native_arm64/TravelTown.Main/000950_BoardTileLevelUnlockSystem.s,10,10,9,0,aa9ae71a2f981724b4278a38a6ba7b9a31103c4046f4e47081b0cc49bb3b346e,0
951,TravelTown.Main.dll,,CollectSystem.<>c,private sealed class CollectSystem.<>c,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/CollectSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000951.txt,native_arm64/TravelTown.Main/000951_CollectSystem_c.s,3,3,0,0,c50ffa8dc78d1fbda13eb1e66e50c322cfa36cab8d4690286336817073104ba4,0
952,TravelTown.Main.dll,,CollectSystem.<>c__DisplayClass16_0,private sealed class CollectSystem.<>c__DisplayClass16_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/CollectSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000952.txt,native_arm64/TravelTown.Main/000952_CollectSystem_c__DisplayClass16_0.s,2,2,0,0,c50ffa8dc78d1fbda13eb1e66e50c322cfa36cab8d4690286336817073104ba4,0
953,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,CollectSystem,public class CollectSystem : BaseItemSystem<CollectableComponent>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/CollectSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000953.txt,native_arm64/TravelTown.Main/000953_CollectSystem.s,10,10,7,0,c50ffa8dc78d1fbda13eb1e66e50c322cfa36cab8d4690286336817073104ba4,0
954,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,ConsumableDropSystem,public class ConsumableDropSystem : SystemBase,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/ConsumableDropSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000954.txt,native_arm64/TravelTown.Main/000954_ConsumableDropSystem.s,4,4,2,0,9444812047dccbb2b14ebc4e12f85ff78f88fdaa714da71441b532df8620869d,0
955,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,CooldownLifecycleChangeSignal,public class CooldownLifecycleChangeSignal : ISpecificSound,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/CooldownLifecycleChangeSignal.cs,metadata_blocks/TravelTown.Main/TypeDef_000955.txt,native_arm64/TravelTown.Main/000955_CooldownLifecycleChangeSignal.s,2,2,1,0,acf9fd47b6635e696a2b4df9318f4c361eda8598d86206221b18015f44e9c91b,0
956,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,ExpendableDisappearedSignal,public class ExpendableDisappearedSignal,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/ExpendableDisappearedSignal.cs,metadata_blocks/TravelTown.Main/TypeDef_000956.txt,native_arm64/TravelTown.Main/000956_ExpendableDisappearedSignal.s,1,1,0,0,e021f212ac1b2afec3754c682b198283291415a77f44bf5bf3aae9d08e11aa9c,0
957,TravelTown.Main.dll,,ExpendableSystem.<>c,private sealed class ExpendableSystem.<>c,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/ExpendableSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000957.txt,native_arm64/TravelTown.Main/000957_ExpendableSystem_c.s,10,10,0,0,1ab10fb73d71137db6f36060991607d4920a99960a7fea148db67b64cb361dc2,0
958,TravelTown.Main.dll,,ExpendableSystem.<>c__DisplayClass19_0,private sealed class ExpendableSystem.<>c__DisplayClass19_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/ExpendableSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000958.txt,native_arm64/TravelTown.Main/000958_ExpendableSystem_c__DisplayClass19_0.s,2,2,0,0,1ab10fb73d71137db6f36060991607d4920a99960a7fea148db67b64cb361dc2,0
959,TravelTown.Main.dll,,ExpendableSystem.<>c__DisplayClass20_0,private sealed class ExpendableSystem.<>c__DisplayClass20_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/ExpendableSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000959.txt,native_arm64/TravelTown.Main/000959_ExpendableSystem_c__DisplayClass20_0.s,2,2,0,0,1ab10fb73d71137db6f36060991607d4920a99960a7fea148db67b64cb361dc2,0
960,TravelTown.Main.dll,,ExpendableSystem.<>c__DisplayClass22_0,private sealed class ExpendableSystem.<>c__DisplayClass22_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/ExpendableSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000960.txt,native_arm64/TravelTown.Main/000960_ExpendableSystem_c__DisplayClass22_0.s,2,2,0,0,1ab10fb73d71137db6f36060991607d4920a99960a7fea148db67b64cb361dc2,0
961,TravelTown.Main.dll,,ExpendableSystem.<>c__DisplayClass24_0,private sealed class ExpendableSystem.<>c__DisplayClass24_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/ExpendableSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000961.txt,native_arm64/TravelTown.Main/000961_ExpendableSystem_c__DisplayClass24_0.s,2,2,0,0,1ab10fb73d71137db6f36060991607d4920a99960a7fea148db67b64cb361dc2,0
962,TravelTown.Main.dll,,ExpendableSystem.<>c__DisplayClass25_0,private sealed class ExpendableSystem.<>c__DisplayClass25_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/ExpendableSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000962.txt,native_arm64/TravelTown.Main/000962_ExpendableSystem_c__DisplayClass25_0.s,3,3,0,0,1ab10fb73d71137db6f36060991607d4920a99960a7fea148db67b64cb361dc2,0
963,TravelTown.Main.dll,,ExpendableSystem.<>c__DisplayClass29_0,private sealed class ExpendableSystem.<>c__DisplayClass29_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/ExpendableSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000963.txt,native_arm64/TravelTown.Main/000963_ExpendableSystem_c__DisplayClass29_0.s,2,2,0,0,1ab10fb73d71137db6f36060991607d4920a99960a7fea148db67b64cb361dc2,0
964,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,ExpendableSystem,public class ExpendableSystem : BaseItemSystem<ExpendableComponent>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/ExpendableSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000964.txt,native_arm64/TravelTown.Main/000964_ExpendableSystem.s,18,18,15,0,1ab10fb73d71137db6f36060991607d4920a99960a7fea148db67b64cb361dc2,0
965,TravelTown.Main.dll,,SkipCooldownSystem.<>c__DisplayClass13_0,private sealed class SkipCooldownSystem.<>c__DisplayClass13_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/SkipCooldownSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000965.txt,native_arm64/TravelTown.Main/000965_SkipCooldownSystem_c__DisplayClass13_0.s,4,4,0,0,a7375ebc0db9f244a947c87415bf00a27b9c0f1ed89a6f5a44094425c91f8e4a,0
966,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,SkipCooldownSystem,public class SkipCooldownSystem : SystemBase,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/SkipCooldownSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000966.txt,native_arm64/TravelTown.Main/000966_SkipCooldownSystem.s,12,12,10,0,a7375ebc0db9f244a947c87415bf00a27b9c0f1ed89a6f5a44094425c91f8e4a,0
967,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,SplitItemSignal,public class SplitItemSignal,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/SplitItemSignal.cs,metadata_blocks/TravelTown.Main/TypeDef_000967.txt,native_arm64/TravelTown.Main/000967_SplitItemSignal.s,1,1,0,0,f57e92976244d3064030ee9c9816f6203a8a9a5edc1dd96dd824a2cbfdb17e89,0
968,TravelTown.Main.dll,,TimeCycleSystem.<>c,private sealed class TimeCycleSystem.<>c,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/TimeCycleSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000968.txt,native_arm64/TravelTown.Main/000968_TimeCycleSystem_c.s,3,3,0,0,884b427023cabbfb5c2f9a9fb17f9bb17505285786b81bfff5266b583d98d0de,0
969,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,TimeCycleSystem,public class TimeCycleSystem : BaseItemSystem<ITimeCycleComponent>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/TimeCycleSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000969.txt,native_arm64/TravelTown.Main/000969_TimeCycleSystem.s,12,12,10,0,884b427023cabbfb5c2f9a9fb17f9bb17505285786b81bfff5266b583d98d0de,0
970,TravelTown.Main.dll,,TimeLimitedActivationSystem.<OnWillProcessComponents>d__11,"private sealed class TimeLimitedActivationSystem.<OnWillProcessComponents>d__11 : IEnumerable<TimeLimitedActivationComponent>, IEnumerable, IEnumerator<TimeLimitedActivationComponent>, IEnumerator, IDisposable",同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/TimeLimitedActivationSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000970.txt,native_arm64/TravelTown.Main/000970_TimeLimitedActivationSystem_OnWillProcessComponents_d__11.s,9,9,0,0,cc1b2808d674a22809f78bd7e74400d6e613540d19b79678b67a1dd4efcc0e81,0
971,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,TimeLimitedActivationSystem,public sealed class TimeLimitedActivationSystem : BaseItemSystem<TimeLimitedActivationComponent>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/TimeLimitedActivationSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000971.txt,native_arm64/TravelTown.Main/000971_TimeLimitedActivationSystem.s,8,8,5,0,cc1b2808d674a22809f78bd7e74400d6e613540d19b79678b67a1dd4efcc0e81,0
972,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,TimeLimitedPostActivationSystem,public sealed class TimeLimitedPostActivationSystem : BaseItemSystem<TimeLimitedActivationComponent>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/TimeLimitedPostActivationSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000972.txt,native_arm64/TravelTown.Main/000972_TimeLimitedPostActivationSystem.s,4,4,1,0,65c12d9e009cf46e919e427a2bb65208e0ecc28eb0e0181382abbdee2e9c65f4,0
973,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,TimeLockSystem,public class TimeLockSystem : TickableSystem<TimeLockComponent>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/TimeLockSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000973.txt,native_arm64/TravelTown.Main/000973_TimeLockSystem.s,16,16,13,0,d50b491deccc79709ca39b0c5698b6e5932d0f9e6e1a2eb6192a220d23efc2d6,0
974,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,ToolSpawningSystem,public class ToolSpawningSystem : BaseToolAnalysisSystem<ToolSpawningComponent>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/ToolSpawningSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000974.txt,native_arm64/TravelTown.Main/000974_ToolSpawningSystem.s,5,5,4,0,6ab537b66da01515d2c332df087f4ccd37084e56e3672122953678c4bb852af6,0
975,TravelTown.Main.dll,,ToolsRequiredByBuildingsHelper.BuildingUpgradeToBoostData,private class ToolsRequiredByBuildingsHelper.BuildingUpgradeToBoostData : IComparable<ToolsRequiredByBuildingsHelper.BuildingUpgradeToBoostData>,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/ToolsRequiredByBuildingsHelper.cs,metadata_blocks/TravelTown.Main/TypeDef_000975.txt,native_arm64/TravelTown.Main/000975_ToolsRequiredByBuildingsHelper_BuildingUpgradeToBoostData.s,2,2,0,0,a46661ca5e09db144ffc6103a6b49df02d4d35a8bea105a11a027a10a070262c,0
976,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,ToolsRequiredByBuildingsHelper,public class ToolsRequiredByBuildingsHelper,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/ToolsRequiredByBuildingsHelper.cs,metadata_blocks/TravelTown.Main/TypeDef_000976.txt,native_arm64/TravelTown.Main/000976_ToolsRequiredByBuildingsHelper.s,4,4,3,0,a46661ca5e09db144ffc6103a6b49df02d4d35a8bea105a11a027a10a070262c,0
977,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,IUndoOperation,public interface IUndoOperation,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/IUndoOperation.cs,metadata_blocks/TravelTown.Main/TypeDef_000977.txt,,6,0,0,0,9f04ede41360df8bd09cb89b4e06194a8eb54c651a3938356e9dc7c6452bdcba,0
978,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,UndoSell,public class UndoSell : UndoOperationBase<UndoSellData>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/UndoSell.cs,metadata_blocks/TravelTown.Main/TypeDef_000978.txt,native_arm64/TravelTown.Main/000978_UndoSell.s,5,5,4,0,94f8b87ebcab88b71209ca32a6b148200446e72db411addf08be48fd2da59d59,0
979,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,UndoSellData,public class UndoSellData : UndoDataBase,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/UndoSellData.cs,metadata_blocks/TravelTown.Main/TypeDef_000979.txt,native_arm64/TravelTown.Main/000979_UndoSellData.s,1,1,0,0,f33e25a13eb94d9a279649fc5f4e15d121fecdaf6a6bf129cefe0a2bdc9d06b5,0
980,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,SetUndoOperationSignal,public class SetUndoOperationSignal,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/SetUndoOperationSignal.cs,metadata_blocks/TravelTown.Main/TypeDef_000980.txt,native_arm64/TravelTown.Main/000980_SetUndoOperationSignal.s,1,1,0,0,3af25d9b2da47994fd3503eba956925b039e034b4fad8419279530a192e3ff0b,0
981,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,UndoDataBase,public class UndoDataBase,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/UndoDataBase.cs,metadata_blocks/TravelTown.Main/TypeDef_000981.txt,native_arm64/TravelTown.Main/000981_UndoDataBase.s,2,2,1,0,d8ef56e32144aae8d4e14228720a071d1f8ecb4a906b16a378018bf6fa76c474,0
982,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,UndoOperationBase<T>,public abstract class UndoOperationBase<T> : IUndoOperation,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/UndoOperationBase.cs,metadata_blocks/TravelTown.Main/TypeDef_000982.txt,native_arm64/TravelTown.Main/000982_UndoOperationBase_T_.s,7,0,0,4,c2eecb4b86a75aefb319f50113ad00ae8399f919b7bef6779c8f306a559f4724,0
983,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,UndoSystem,public class UndoSystem : SystemBase,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/UndoSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000983.txt,native_arm64/TravelTown.Main/000983_UndoSystem.s,7,7,6,0,375c8b190f08b8a9e57e1cec259498bb33f4dd731b74c7ad518f47f42ca86aea,0
986,TravelTown.Main.dll,,ProduceSystem.<>c__DisplayClass17_0,private sealed class ProduceSystem.<>c__DisplayClass17_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/Producers/ProduceSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000986.txt,native_arm64/TravelTown.Main/000986_ProduceSystem_c__DisplayClass17_0.s,3,3,0,0,93544001360453365a1f2eb5460717c8c6cced535f2166341428434ad3ac8075,0
987,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items.Producers,ProduceSystem,public class ProduceSystem : SpawningItemsSystem<ProducerComponent>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/Producers/ProduceSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000987.txt,native_arm64/TravelTown.Main/000987_ProduceSystem.s,11,11,6,0,93544001360453365a1f2eb5460717c8c6cced535f2166341428434ad3ac8075,7
988,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items.Producers,SpawnerSystem,public class SpawnerSystem : SpawningItemsSystem<SpawnerComponent>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/Producers/SpawnerSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000988.txt,native_arm64/TravelTown.Main/000988_SpawnerSystem.s,9,9,6,0,52ff1d0116dbfa43284bc47d41742752bf4135408dcefac9375355d7c1137480,0
989,TravelTown.Main.dll,,SpawningItemsSystem.<>c<T>,private sealed class SpawningItemsSystem.<>c<T>,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/Producers/SpawningItemsSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000989.txt,native_arm64/TravelTown.Main/000989_SpawningItemsSystem_c_T_.s,5,0,0,5,53e93941eed2d250638dc81726645b52dec5120519f13e262ba363006322a2ae,0
990,TravelTown.Main.dll,,"SpawningItemsSystem.<>c__16<T,","private sealed class SpawningItemsSystem.<>c__16<T, TComponent>",同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/Producers/SpawningItemsSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000990.txt,,3,0,0,0,53e93941eed2d250638dc81726645b52dec5120519f13e262ba363006322a2ae,0
991,TravelTown.Main.dll,,SpawningItemsSystem.<>c__DisplayClass29_0<T>,private sealed class SpawningItemsSystem.<>c__DisplayClass29_0<T>,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/Producers/SpawningItemsSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000991.txt,native_arm64/TravelTown.Main/000991_SpawningItemsSystem_c__DisplayClass29_0_T_.s,3,0,0,3,53e93941eed2d250638dc81726645b52dec5120519f13e262ba363006322a2ae,0
992,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items.Producers,SpawningItemsSystem<T>,public abstract class SpawningItemsSystem<T> : BaseItemSystem<T>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/Producers/SpawningItemsSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000992.txt,native_arm64/TravelTown.Main/000992_SpawningItemsSystem_T_.s,23,0,0,23,53e93941eed2d250638dc81726645b52dec5120519f13e262ba363006322a2ae,0
993,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items.Producers.LowLevelItemProduce,ILowLevelProduceStrategy,public interface ILowLevelProduceStrategy,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/Producers/LowLevelItemProduce/ILowLevelProduceStrategy.cs,metadata_blocks/TravelTown.Main/TypeDef_000993.txt,,1,0,0,0,c380f9d17aa9a221bdf86c85bda991bd603d0beb34a9a08c721b646687037d25,0
994,TravelTown.Main.dll,,LowLevelItemProduceByBoardState.SpawnedItemSettings,private class LowLevelItemProduceByBoardState.SpawnedItemSettings,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/Producers/LowLevelItemProduce/LowLevelItemProduceByBoardState.cs,metadata_blocks/TravelTown.Main/TypeDef_000994.txt,native_arm64/TravelTown.Main/000994_LowLevelItemProduceByBoardState_SpawnedItemSettings.s,4,4,0,0,b7ca9b987eccf1bfe5467cfd632b4625948fe92a69e04ed607981cca18e26af6,0
