typedef_index,image,namespace,type_name,declaration,selection_reason,generated_csharp_file,metadata_block_file,arm64_file,method_count,native_rva_count,ghidra_method_count,generic_native_instantiation_count,generated_csharp_sha256,bounded_method_count
8409,TravelTown.Main.dll,Merger.Game.Model,IBoardQueueExclusionModel,public interface IBoardQueueExclusionModel,棋盘交互模型,generated_csharp/TravelTown.Main/Merger/Game/Model/IBoardQueueExclusionModel.cs,metadata_blocks/TravelTown.Main/TypeDef_008409.txt,,4,0,0,0,25a8d0de31e4a5c61d5f8a77f5fe9276cfd9e88a1d74b7fa6385c418bf94a7d9,0
8410,TravelTown.Main.dll,Merger.Game.Model,IBoardSelectionModel,public interface IBoardSelectionModel,棋盘交互模型,generated_csharp/TravelTown.Main/Merger/Game/Model/IBoardSelectionModel.cs,metadata_blocks/TravelTown.Main/TypeDef_008410.txt,,2,0,0,0,2cb4de192eeadd643a8b65ee27a93c1d345810fb10a3bf2a39b1da83d5f5ff55,0
8412,TravelTown.Main.dll,Merger.Game.Model,ICoreBoardTogglesModel,public interface ICoreBoardTogglesModel,棋盘交互模型,generated_csharp/TravelTown.Main/Merger/Game/Model/ICoreBoardTogglesModel.cs,metadata_blocks/TravelTown.Main/TypeDef_008412.txt,,2,0,0,0,00c0eef8ffeb05e9f36906010104be58cff05507610167dd08b64e5a8ceb64b0,0
8413,TravelTown.Main.dll,Merger.Game.Model,IDisplayableBoardQueueModel,public interface IDisplayableBoardQueueModel,棋盘交互模型,generated_csharp/TravelTown.Main/Merger/Game/Model/IDisplayableBoardQueueModel.cs,metadata_blocks/TravelTown.Main/TypeDef_008413.txt,,2,0,0,0,14706d11df7a1f023f169f236ff4bc043e669ee37bc4b95d0656c85058824d81,0
8414,TravelTown.Main.dll,Merger.Game.Model,IGameSessionModel,public interface IGameSessionModel,棋盘会话接口,generated_csharp/TravelTown.Main/Merger/Game/Model/IGameSessionModel.cs,metadata_blocks/TravelTown.Main/TypeDef_008414.txt,,14,0,0,0,236569e2166f5800023653c5c10142aa959a5aa05178dcff538b3f2c3647ea59,0
8415,TravelTown.Main.dll,Merger.Game.Model,IImmediateToolsModel,public interface IImmediateToolsModel,棋盘交互模型,generated_csharp/TravelTown.Main/Merger/Game/Model/IImmediateToolsModel.cs,metadata_blocks/TravelTown.Main/TypeDef_008415.txt,,4,0,0,0,4572776d20eac7cef5415c819991f0ef2f6f625496a3ac15d2ee9042c5dcc1dd,0
8418,TravelTown.Main.dll,Merger.Game.Model,ImmediateToolsModel,"public class ImmediateToolsModel : ModelBase, IImmediateToolsModel",棋盘交互模型,generated_csharp/TravelTown.Main/Merger/Game/Model/ImmediateToolsModel.cs,metadata_blocks/TravelTown.Main/TypeDef_008418.txt,native_arm64/TravelTown.Main/008418_ImmediateToolsModel.s,6,6,0,0,06a34fd190e2802956e9adfe14c1b016f7826455960d0ac356c03d58441a06f3,0
8420,TravelTown.Main.dll,Merger.Game.Model,IResourcesModel,public interface IResourcesModel,资源模型接口,generated_csharp/TravelTown.Main/Merger/Game/Model/IResourcesModel.cs,metadata_blocks/TravelTown.Main/TypeDef_008420.txt,,18,0,0,0,ab77f62fcc3eb6192f644d56cb4ab49b7b0cf0f9850e1b6f84f059f810efbb02,0
8483,TravelTown.Main.dll,Merger.Game.Data,CurrentBoardType,public enum CurrentBoardType,棋盘类型枚举,generated_csharp/TravelTown.Main/Merger/Game/Data/CurrentBoardType.cs,metadata_blocks/TravelTown.Main/TypeDef_008483.txt,,0,0,0,0,4ee2e098a37598d5e8d9062fe5f733e144d05c1e0f9a606ed5312e12f9bc240f,0
8484,TravelTown.Main.dll,Merger.Game.Data,GameState,public enum GameState,游戏状态枚举,generated_csharp/TravelTown.Main/Merger/Game/Data/GameState.cs,metadata_blocks/TravelTown.Main/TypeDef_008484.txt,,0,0,0,0,ee0b84147a5bed436fd53fb08d4800d979bd3b75fcb100ad5ffaf6f0ec6d3bd2,0
8495,TravelTown.Main.dll,Merger.Game.Data,QueuedItem,public class QueuedItem,棋盘队列数据,generated_csharp/TravelTown.Main/Merger/Game/Data/QueuedItem.cs,metadata_blocks/TravelTown.Main/TypeDef_008495.txt,native_arm64/TravelTown.Main/008495_QueuedItem.s,11,11,0,0,c60556d12d697a9b043e0e56d00905f35fe31adf2fb2ed887064984b8c9e9080,0
8548,TravelTown.Main.dll,,SellSelectedItemCommand.<>c__DisplayClass18_0,private sealed class SellSelectedItemCommand.<>c__DisplayClass18_0,同一完整脚本,generated_csharp/TravelTown.Main/Merger/Game/Command/SellSelectedItemCommand.cs,metadata_blocks/TravelTown.Main/TypeDef_008548.txt,native_arm64/TravelTown.Main/008548_SellSelectedItemCommand_c__DisplayClass18_0.s,3,3,0,0,2faf12c07cf7c8649ae0d775aec7c069ab809e1d539d089f0ab39b87e32c2ec7,0
8549,TravelTown.Main.dll,Merger.Game.Command,SellSelectedItemCommand,public class SellSelectedItemCommand : CommandBase<SellSelectedItemSignal>,棋盘交互命令,generated_csharp/TravelTown.Main/Merger/Game/Command/SellSelectedItemCommand.cs,metadata_blocks/TravelTown.Main/TypeDef_008549.txt,native_arm64/TravelTown.Main/008549_SellSelectedItemCommand.s,11,11,0,0,2faf12c07cf7c8649ae0d775aec7c069ab809e1d539d089f0ab39b87e32c2ec7,0
8554,TravelTown.Main.dll,Merger.Game.Command,UpdateBoardResourcesStateCommand,public class UpdateBoardResourcesStateCommand : UpdateBoardResourcesStateCommandBase<UpdateBoardResourcesStateSignal>,棋盘交互命令,generated_csharp/TravelTown.Main/Merger/Game/Command/UpdateBoardResourcesStateCommand.cs,metadata_blocks/TravelTown.Main/TypeDef_008554.txt,native_arm64/TravelTown.Main/008554_UpdateBoardResourcesStateCommand.s,1,1,0,0,6368b4ebe4f5cd9d23739bd7a9c2068c1a4f7210f48260f155be2ff5c115a6dc,0
8555,TravelTown.Main.dll,Merger.Game.Command,UpdateBoardResourcesStateCommandBase<T>,public abstract class UpdateBoardResourcesStateCommandBase<T> : CommandBase<T>,棋盘交互命令,generated_csharp/TravelTown.Main/Merger/Game/Command/UpdateBoardResourcesStateCommandBase.cs,metadata_blocks/TravelTown.Main/TypeDef_008555.txt,native_arm64/TravelTown.Main/008555_UpdateBoardResourcesStateCommandBase_T_.s,2,0,0,4,5634d935fcf68d8125f1f4c64041c6e62cc900310696e4127cc72ec246ab24bd,0
8556,TravelTown.Main.dll,Merger.Game.Command,UpdateBoardResourcesStateOnConfigUpdatedCommand,public class UpdateBoardResourcesStateOnConfigUpdatedCommand : UpdateBoardResourcesStateCommandBase<FetchBackendUpdatesSignal>,棋盘交互命令,generated_csharp/TravelTown.Main/Merger/Game/Command/UpdateBoardResourcesStateOnConfigUpdatedCommand.cs,metadata_blocks/TravelTown.Main/TypeDef_008556.txt,native_arm64/TravelTown.Main/008556_UpdateBoardResourcesStateOnConfigUpdatedCommand.s,2,2,0,0,b51cd73f048a0fe4121e1c9c3c00a1d82add73df6a3e947ab81fec6444e33ce7,0
8571,TravelTown.Main.dll,Merger.Game.Views,BoardItemViewBase,"public abstract class BoardItemViewBase : ViewComponent, IDragHandler, IEventSystemHandler, IEndDragHandler, IPointerClickHandler, IPointerDownHandler, IPointerUpHandler, IPoolable, IBoardItemView",棋盘交互视图,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardItemViewBase.cs,metadata_blocks/TravelTown.Main/TypeDef_008571.txt,native_arm64/TravelTown.Main/008571_BoardItemViewBase.s,40,36,12,0,f439dfa21859201fd7df3799269a2dce97de7b07ceb6300d926be95b7b4c5a2f,0
8572,TravelTown.Main.dll,Merger.Game.Views,IBoardItemView,public interface IBoardItemView,棋盘交互视图,generated_csharp/TravelTown.Main/Merger/Game/Views/IBoardItemView.cs,metadata_blocks/TravelTown.Main/TypeDef_008572.txt,,24,0,0,0,7d9ca8c798376ff39d9fd7fb123528b251d770bf038213957e6d09381996560a,0
8575,TravelTown.Main.dll,Merger.Game.Views,BoardUIView,"public class BoardUIView : GameViewBase<BoardUIViewModel>, IBoardUIView, IViewComponent, IEnterStateHandler, IExitStateHandler",棋盘交互视图,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardUIView.cs,metadata_blocks/TravelTown.Main/TypeDef_008575.txt,native_arm64/TravelTown.Main/008575_BoardUIView.s,24,24,19,0,3bc63d6004436125e632956f3f2df101117cb4f5e750e605c2ebc5e1ae53a0b0,0
8576,TravelTown.Main.dll,,BoardView.BoardLoadingState,private enum BoardView.BoardLoadingState,同一完整脚本,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardView.cs,metadata_blocks/TravelTown.Main/TypeDef_008576.txt,,0,0,0,0,d7dbb65d8754b18ed82fe28e2abc7ef0709d0d0440cd68bbdd5b4ff4fcac5488,0
8577,TravelTown.Main.dll,,BoardView.<>c,private sealed class BoardView.<>c,同一完整脚本,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardView.cs,metadata_blocks/TravelTown.Main/TypeDef_008577.txt,native_arm64/TravelTown.Main/008577_BoardView_c.s,5,5,0,0,d7dbb65d8754b18ed82fe28e2abc7ef0709d0d0440cd68bbdd5b4ff4fcac5488,0
8578,TravelTown.Main.dll,,BoardView.<>c__DisplayClass131_0,private sealed class BoardView.<>c__DisplayClass131_0,同一完整脚本,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardView.cs,metadata_blocks/TravelTown.Main/TypeDef_008578.txt,native_arm64/TravelTown.Main/008578_BoardView_c__DisplayClass131_0.s,2,2,0,0,d7dbb65d8754b18ed82fe28e2abc7ef0709d0d0440cd68bbdd5b4ff4fcac5488,0
8579,TravelTown.Main.dll,,BoardView.<>c__DisplayClass143_0,private sealed class BoardView.<>c__DisplayClass143_0,同一完整脚本,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardView.cs,metadata_blocks/TravelTown.Main/TypeDef_008579.txt,native_arm64/TravelTown.Main/008579_BoardView_c__DisplayClass143_0.s,2,2,0,0,d7dbb65d8754b18ed82fe28e2abc7ef0709d0d0440cd68bbdd5b4ff4fcac5488,0
8580,TravelTown.Main.dll,,BoardView.<>c__DisplayClass144_0,private sealed class BoardView.<>c__DisplayClass144_0,同一完整脚本,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardView.cs,metadata_blocks/TravelTown.Main/TypeDef_008580.txt,native_arm64/TravelTown.Main/008580_BoardView_c__DisplayClass144_0.s,2,2,0,0,d7dbb65d8754b18ed82fe28e2abc7ef0709d0d0440cd68bbdd5b4ff4fcac5488,0
8581,TravelTown.Main.dll,,BoardView.<>c__DisplayClass145_0,private sealed class BoardView.<>c__DisplayClass145_0,同一完整脚本,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardView.cs,metadata_blocks/TravelTown.Main/TypeDef_008581.txt,native_arm64/TravelTown.Main/008581_BoardView_c__DisplayClass145_0.s,2,2,0,0,d7dbb65d8754b18ed82fe28e2abc7ef0709d0d0440cd68bbdd5b4ff4fcac5488,0
8582,TravelTown.Main.dll,,BoardView.<>c__DisplayClass148_0,private sealed class BoardView.<>c__DisplayClass148_0,同一完整脚本,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardView.cs,metadata_blocks/TravelTown.Main/TypeDef_008582.txt,native_arm64/TravelTown.Main/008582_BoardView_c__DisplayClass148_0.s,2,2,0,0,d7dbb65d8754b18ed82fe28e2abc7ef0709d0d0440cd68bbdd5b4ff4fcac5488,0
8583,TravelTown.Main.dll,,BoardView.<>c__DisplayClass167_0,private sealed class BoardView.<>c__DisplayClass167_0,同一完整脚本,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardView.cs,metadata_blocks/TravelTown.Main/TypeDef_008583.txt,native_arm64/TravelTown.Main/008583_BoardView_c__DisplayClass167_0.s,2,2,0,0,d7dbb65d8754b18ed82fe28e2abc7ef0709d0d0440cd68bbdd5b4ff4fcac5488,0
8584,TravelTown.Main.dll,,BoardView.<>c__DisplayClass167_1,private sealed class BoardView.<>c__DisplayClass167_1,同一完整脚本,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardView.cs,metadata_blocks/TravelTown.Main/TypeDef_008584.txt,native_arm64/TravelTown.Main/008584_BoardView_c__DisplayClass167_1.s,2,2,0,0,d7dbb65d8754b18ed82fe28e2abc7ef0709d0d0440cd68bbdd5b4ff4fcac5488,0
8585,TravelTown.Main.dll,,BoardView.<>c__DisplayClass99_0,private sealed class BoardView.<>c__DisplayClass99_0,同一完整脚本,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardView.cs,metadata_blocks/TravelTown.Main/TypeDef_008585.txt,native_arm64/TravelTown.Main/008585_BoardView_c__DisplayClass99_0.s,2,2,0,0,d7dbb65d8754b18ed82fe28e2abc7ef0709d0d0440cd68bbdd5b4ff4fcac5488,0
8586,TravelTown.Main.dll,,BoardView.<StartAfter1Frame>d__105,"private sealed class BoardView.<StartAfter1Frame>d__105 : IEnumerator<object>, IEnumerator, IDisposable",同一完整脚本,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardView.cs,metadata_blocks/TravelTown.Main/TypeDef_008586.txt,native_arm64/TravelTown.Main/008586_BoardView_StartAfter1Frame_d__105.s,6,6,0,0,d7dbb65d8754b18ed82fe28e2abc7ef0709d0d0440cd68bbdd5b4ff4fcac5488,0
8587,TravelTown.Main.dll,Merger.Game.Views,BoardView,"public class BoardView : GameViewBase<BoardViewModel>, IBoardView, IViewComponent, IEnterStateHandler, IExitStateHandler, IViewWithPayload<BoardTransitionPayload>",棋盘交互视图,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardView.cs,metadata_blocks/TravelTown.Main/TypeDef_008587.txt,native_arm64/TravelTown.Main/008587_BoardView.s,112,112,77,0,d7dbb65d8754b18ed82fe28e2abc7ef0709d0d0440cd68bbdd5b4ff4fcac5488,0
8590,TravelTown.Main.dll,Merger.Game.Views,GameViewBase<TViewModel>,public class GameViewBase<TViewModel> : ViewBase<TViewModel>,声明的基类/接口,generated_csharp/TravelTown.Main/Merger/Game/Views/GameViewBase.cs,metadata_blocks/TravelTown.Main/TypeDef_008590.txt,native_arm64/TravelTown.Main/008590_GameViewBase_TViewModel_.s,6,0,0,6,76733cd80afaf099e8c00d6f409e924a04fd8609b819525c27cf1648cc6f7c60,0
8591,TravelTown.Main.dll,Merger.Game.Views,IBoardUIView,public interface IBoardUIView : IViewComponent,棋盘交互视图,generated_csharp/TravelTown.Main/Merger/Game/Views/IBoardUIView.cs,metadata_blocks/TravelTown.Main/TypeDef_008591.txt,,7,0,0,0,a42544040fca66a8747124b5e982fdabaec3ac9896f7e5c128ea4631c802f2b8,0
8592,TravelTown.Main.dll,Merger.Game.Views,IBoardView,public interface IBoardView : IViewComponent,棋盘交互视图,generated_csharp/TravelTown.Main/Merger/Game/Views/IBoardView.cs,metadata_blocks/TravelTown.Main/TypeDef_008592.txt,,45,0,0,0,ab1ab062299dfff51cc9d45b589d156d8606040c15b55159e05c53ca913c4f2f,0
8862,TravelTown.Main.dll,Merger.Game.Views.Popups.Data,MergeCheckPopupPayload,public sealed class MergeCheckPopupPayload,合成确认载荷,generated_csharp/TravelTown.Main/Merger/Game/Views/Popups/Data/MergeCheckPopupPayload.cs,metadata_blocks/TravelTown.Main/TypeDef_008862.txt,native_arm64/TravelTown.Main/008862_MergeCheckPopupPayload.s,10,10,0,0,41a999e26a6b4b29c006c63e1d1a2ae7cccec1bc9afc3c1a9f17818db56e9272,0
8863,TravelTown.Main.dll,Merger.Game.Views.Popups.Data,MergeCheckItemType,public enum MergeCheckItemType,合成确认类型,generated_csharp/TravelTown.Main/Merger/Game/Views/Popups/Data/MergeCheckItemType.cs,metadata_blocks/TravelTown.Main/TypeDef_008863.txt,,0,0,0,0,20f1ad619e9dc125ccda9cf624fba8bcd10fa177c741a27b3ea42c19fc937940,0
8921,TravelTown.Main.dll,Merger.Game.Views.Inventory,BaseInventoryTabContentView<TViewModel>,"public abstract class BaseInventoryTabContentView<TViewModel> : GameViewBase<TViewModel>, IBaseInventoryTabContentView<TViewModel>",棋盘/库存视图,generated_csharp/TravelTown.Main/Merger/Game/Views/Inventory/BaseInventoryTabContentView.cs,metadata_blocks/TravelTown.Main/TypeDef_008921.txt,native_arm64/TravelTown.Main/008921_BaseInventoryTabContentView_TViewModel_.s,3,0,0,3,04003334d176fe37f5e613cb288b45af88ff5e6848752b5067335f3bce9a17f7,0
8923,TravelTown.Main.dll,Merger.Game.Views.Inventory,IBaseInventoryTabContentView<T>,public interface IBaseInventoryTabContentView<T>,棋盘/库存视图,generated_csharp/TravelTown.Main/Merger/Game/Views/Inventory/IBaseInventoryTabContentView.cs,metadata_blocks/TravelTown.Main/TypeDef_008923.txt,,1,0,0,0,c4c679bb1213505ed1231f05b50cde3b3daffab82372d6c284a18301e03233fb,0
8924,TravelTown.Main.dll,Merger.Game.Views.Inventory,IInventoryViewRefresher,public interface IInventoryViewRefresher,棋盘/库存视图,generated_csharp/TravelTown.Main/Merger/Game/Views/Inventory/IInventoryViewRefresher.cs,metadata_blocks/TravelTown.Main/TypeDef_008924.txt,,1,0,0,0,b9d0548a14e2488b5a68b6027f5ab04ef50db6b2b95ce01e31f7a765e7d64650,0
8930,TravelTown.Main.dll,Merger.Game.Views.Inventory,InventoryItemSlotView,public class InventoryItemSlotView : MergeItemView,棋盘/库存视图,generated_csharp/TravelTown.Main/Merger/Game/Views/Inventory/InventoryItemSlotView.cs,metadata_blocks/TravelTown.Main/TypeDef_008930.txt,native_arm64/TravelTown.Main/008930_InventoryItemSlotView.s,14,14,3,0,1933ad273cf0c7c485ce1730333d99cbef32b5635ecb1d6cc493882c854c6f7a,0
8931,TravelTown.Main.dll,Merger.Game.Views.Inventory,InventoryItemsView,public class InventoryItemsView : BaseInventoryTabContentView<InventoryItemsViewModel>,棋盘/库存视图,generated_csharp/TravelTown.Main/Merger/Game/Views/Inventory/InventoryItemsView.cs,metadata_blocks/TravelTown.Main/TypeDef_008931.txt,native_arm64/TravelTown.Main/008931_InventoryItemsView.s,19,19,13,0,2ae9defbfdea0b23c35f3577035317d533fd9be03c20c0520211a5aa76804ccc,0
8932,TravelTown.Main.dll,Merger.Game.Views.Inventory,InventoryProducerSlotView,public class InventoryProducerSlotView : MergeItemView,棋盘/库存视图,generated_csharp/TravelTown.Main/Merger/Game/Views/Inventory/InventoryProducerSlotView.cs,metadata_blocks/TravelTown.Main/TypeDef_008932.txt,native_arm64/TravelTown.Main/008932_InventoryProducerSlotView.s,17,17,4,0,60f30e58c2e64d2fa5c7bd6ed33df51e30ecdafa8fcb811680a63d5a145cc671,0
8933,TravelTown.Main.dll,Merger.Game.Views.Inventory,InventoryProducerView,public class InventoryProducerView : BaseInventoryTabContentView<InventoryProducerViewModel>,棋盘/库存视图,generated_csharp/TravelTown.Main/Merger/Game/Views/Inventory/InventoryProducerView.cs,metadata_blocks/TravelTown.Main/TypeDef_008933.txt,native_arm64/TravelTown.Main/008933_InventoryProducerView.s,13,13,10,0,aa2c17d12d671eb6cc3e41ec11ce4ed174d14aabef64866ccc6e3fa145f24241,0
9040,TravelTown.Main.dll,Merger.Game.Views.Components,MergeItemView,public class MergeItemView : ViewComponent,声明的基类/接口,generated_csharp/TravelTown.Main/Merger/Game/Views/Components/MergeItemView.cs,metadata_blocks/TravelTown.Main/TypeDef_009040.txt,native_arm64/TravelTown.Main/009040_MergeItemView.s,4,4,0,0,b894c803259bf7b8fbf2659ec6d8854f217f670683f52bf316ac77b08e465d1c,0
9106,TravelTown.Main.dll,Merger.Game.Views.Components.Orders.Rewards,IPrioritizedOrderReward,public interface IPrioritizedOrderReward,声明的基类/接口,generated_csharp/TravelTown.Main/Merger/Game/Views/Components/Orders/Rewards/IPrioritizedOrderReward.cs,metadata_blocks/TravelTown.Main/TypeDef_009106.txt,,1,0,0,0,74a8978bd721fe5e2ae2e63e56434033c0c158f7f5e22c620e50308b83e862f8,0
9133,TravelTown.Main.dll,Merger.Game.Views.BoardItem,BoardItemBehavioursConfig,public class BoardItemBehavioursConfig : SerializedScriptableObject,物品交互视图,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardItem/BoardItemBehavioursConfig.cs,metadata_blocks/TravelTown.Main/TypeDef_009133.txt,native_arm64/TravelTown.Main/009133_BoardItemBehavioursConfig.s,2,2,0,0,2b2b57b5e356aae6441c03c4132307f8a93cbb93b157bbdc471373e27c550cb4,0
9135,TravelTown.Main.dll,,BoardItemView2.<>c,private sealed class BoardItemView2.<>c,同一完整脚本,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardItem/BoardItemView2.cs,metadata_blocks/TravelTown.Main/TypeDef_009135.txt,native_arm64/TravelTown.Main/009135_BoardItemView2_c.s,4,4,0,0,2eea66d9a29b573d390c7ea050ecac168b28bbdb2903faa16d9ac06f88e8f86e,0
9136,TravelTown.Main.dll,Merger.Game.Views.BoardItem,BoardItemView2,"public class BoardItemView2 : BoardItemViewBase, ISerializationCallbackReceiver, ISupportsPrefabSerialization",物品交互视图,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardItem/BoardItemView2.cs,metadata_blocks/TravelTown.Main/TypeDef_009136.txt,native_arm64/TravelTown.Main/009136_BoardItemView2.s,28,22,18,6,2eea66d9a29b573d390c7ea050ecac168b28bbdb2903faa16d9ac06f88e8f86e,0
9137,TravelTown.Main.dll,Merger.Game.Views.BoardItem,BoardItemViewBehaviourFactory,public class BoardItemViewBehaviourFactory : IBoardItemViewBehaviourFactory,物品交互视图,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardItem/BoardItemViewBehaviourFactory.cs,metadata_blocks/TravelTown.Main/TypeDef_009137.txt,native_arm64/TravelTown.Main/009137_BoardItemViewBehaviourFactory.s,5,4,3,2,598ddf2e9e88011cf2b0b39c9ff70972a8cc66bd59284f744883f19cd0a00699,0
9138,TravelTown.Main.dll,Merger.Game.Views.BoardItem,BoardItemViewContainer,public class BoardItemViewContainer : SerializedMonoBehaviour,物品交互视图,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardItem/BoardItemViewContainer.cs,metadata_blocks/TravelTown.Main/TypeDef_009138.txt,native_arm64/TravelTown.Main/009138_BoardItemViewContainer.s,2,2,0,0,1c6cd0ee4072c40a4c252ab16d66395c8aa8166da091698b82f78ed4536de2f3,0
9140,TravelTown.Main.dll,Merger.Game.Views.BoardItem,IBoardItemViewBehaviourFactory,public interface IBoardItemViewBehaviourFactory,物品交互视图,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardItem/IBoardItemViewBehaviourFactory.cs,metadata_blocks/TravelTown.Main/TypeDef_009140.txt,,1,0,0,0,4fb976173fc22a32d2bbdf26a144d656e187478cf60a4b49a66e56c082ab3ed2,0
9148,TravelTown.Main.dll,Merger.Game.Views.BoardItem.ViewBehaviours,BoardItemViewBehaviourBase<TViewModel>,"public abstract class BoardItemViewBehaviourBase<TViewModel> : ViewBase<TViewModel>, IBoardItemViewBehaviour, IPoolable",物品交互行为,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardItem/ViewBehaviours/BoardItemViewBehaviourBase.cs,metadata_blocks/TravelTown.Main/TypeDef_009148.txt,native_arm64/TravelTown.Main/009148_BoardItemViewBehaviourBase_TViewModel_.s,23,0,0,23,aa0d2d44d7acbb12247e9122bf3f7fdda7de651c3e70687950d396e1b3655425,0
9149,TravelTown.Main.dll,Merger.Game.Views.BoardItem.ViewBehaviours,BoardItemViewBehaviourBase,public abstract class BoardItemViewBehaviourBase : BoardItemViewBehaviourBase<ViewModelBase>,物品交互行为,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardItem/ViewBehaviours/BoardItemViewBehaviourBase.cs,metadata_blocks/TravelTown.Main/TypeDef_009149.txt,native_arm64/TravelTown.Main/009149_BoardItemViewBehaviourBase.s,1,1,0,0,aa0d2d44d7acbb12247e9122bf3f7fdda7de651c3e70687950d396e1b3655425,0
9165,TravelTown.Main.dll,Merger.Game.Views.BoardItem.ViewBehaviours,IBoardItemViewBehaviour,public interface IBoardItemViewBehaviour,物品交互行为,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardItem/ViewBehaviours/IBoardItemViewBehaviour.cs,metadata_blocks/TravelTown.Main/TypeDef_009165.txt,,5,0,0,0,4a150f8ec70a54cd6adc81515d22a203e5fdec72c860a9e361ffd8db855d2c06,0
9170,TravelTown.Main.dll,Merger.Game.Views.BoardItem.ViewBehaviours,LockBehaviour,public class LockBehaviour : BoardItemViewBehaviourBase,物品交互行为,generated_csharp/TravelTown.Main/Merger/Game/Views/BoardItem/ViewBehaviours/LockBehaviour.cs,metadata_blocks/TravelTown.Main/TypeDef_009170.txt,native_arm64/TravelTown.Main/009170_LockBehaviour.s,9,9,6,0,b45dafc543a5bf0de63c974e7d89d40fb7caf52762a3cfad797ac915a3e2c4e9,0
9220,TravelTown.Main.dll,Merger.Game.Views.Board,BoardQueueView,"public class BoardQueueView : GameViewBase<BoardQueueViewModel>, IEnterStateHandler, IExitStateHandler",棋盘/库存视图,generated_csharp/TravelTown.Main/Merger/Game/Views/Board/BoardQueueView.cs,metadata_blocks/TravelTown.Main/TypeDef_009220.txt,native_arm64/TravelTown.Main/009220_BoardQueueView.s,27,27,18,0,67468df31e19e5ea316f3ab72c2affab8862770e72a72a05be667d2b49849ed5,0
9221,TravelTown.Main.dll,Merger.Game.Views.Board,BoardQueueView2,"public sealed class BoardQueueView2 : GameViewBase<BoardQueueViewModel>, IEnterStateHandler, IExitStateHandler, IBoardWidgetContainer",棋盘/库存视图,generated_csharp/TravelTown.Main/Merger/Game/Views/Board/BoardQueueView2.cs,metadata_blocks/TravelTown.Main/TypeDef_009221.txt,native_arm64/TravelTown.Main/009221_BoardQueueView2.s,36,36,28,0,9e888b1a0213e7d6e7b4cbb19e8194b7bb217b04a114b279b56d4cdbd43e30e9,0
9327,TravelTown.Main.dll,Merger.Game.Signal,BoardItemCooldownBaseSignal,public class BoardItemCooldownBaseSignal,棋盘交互信号,generated_csharp/TravelTown.Main/Merger/Game/Signal/BoardItemCooldownBaseSignal.cs,metadata_blocks/TravelTown.Main/TypeDef_009327.txt,native_arm64/TravelTown.Main/009327_BoardItemCooldownBaseSignal.s,7,7,1,0,492bf7871b90cb2b82442442ae974a3101bda00482dcaf61c5ce5e8cde108a00,0
9336,TravelTown.Main.dll,Merger.Game.Signal,BoardConfigUpdatedSignal,public class BoardConfigUpdatedSignal,棋盘交互信号,generated_csharp/TravelTown.Main/Merger/Game/Signal/BoardConfigUpdatedSignal.cs,metadata_blocks/TravelTown.Main/TypeDef_009336.txt,native_arm64/TravelTown.Main/009336_BoardConfigUpdatedSignal.s,1,1,0,0,401698ae2785f48bb994338974d909aacdbd52e3b0de2ba7de6b898ef15567cc,0
9337,TravelTown.Main.dll,Merger.Game.Signal,BoardEntityCreatedOnAnotherEntitySignal,public class BoardEntityCreatedOnAnotherEntitySignal,棋盘交互信号,generated_csharp/TravelTown.Main/Merger/Game/Signal/BoardEntityCreatedOnAnotherEntitySignal.cs,metadata_blocks/TravelTown.Main/TypeDef_009337.txt,native_arm64/TravelTown.Main/009337_BoardEntityCreatedOnAnotherEntitySignal.s,1,1,0,0,7cf698fff28e2f9af84f199ce9e0e5908d5b61cb0c6ac1d6013aa49cd78b07a0,0
9340,TravelTown.Main.dll,Merger.Game.Signal,BoardItemCollectedSignal,public class BoardItemCollectedSignal,棋盘交互信号,generated_csharp/TravelTown.Main/Merger/Game/Signal/BoardItemCollectedSignal.cs,metadata_blocks/TravelTown.Main/TypeDef_009340.txt,native_arm64/TravelTown.Main/009340_BoardItemCollectedSignal.s,1,1,0,0,f420ece0fe2de84c661ce7b47ea153b89abdd094141634925dfdeeaf6ddc88d2,0
