caller_rva,caller_type_indices,callee_rva,callee_type_index,callee_namespace,callee_type,callee_signature,callee_selected
0x6A65460,25727,0x5F15D08,33694,,Entities.ExcludeDelegate,"public void .ctor(object object, IntPtr method) { }",True
0x6A65460,25727,0x6A9A2A8,25939,Merger.MergeBoard.Data.TickResultArgs,ChargeableChangedResult,public void .ctor() { },True
0x6A656BC,25728,0x3C1AB40,33695,ContextualizedECS.Query,Entities,"ContextualizedECS.Query.Entities$$With<BoardTilePositionComponent, CollectableComponent, IdComponent, PendingInteractionComponent, InteractionComponent>",True
0x6A656BC,25728,0x3D66404,33699,ContextualizedECS.Query,QueryExtensions,"ContextualizedECS.Query.QueryExtensions$$Query<ValueTuple<object, BoardTilePositionComponent, CollectableComponent, IdComponent, PendingInteractionComponent, InteractionComponent>>",True
0x6A656BC,25728,0x3DC33E4,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$AddArgument<object>,True
0x6A656BC,25728,0x3DC6DE4,33704,ContextualizedECS.Context,TickContextExtensions,"ContextualizedECS.Context.TickContextExtensions$$SaveChanges<BoardTilePositionComponent, CollectableComponent, IdComponent, PendingInteractionComponent, InteractionComponent>",True
0x6A656BC,25728,0x5F15D08,33694,,Entities.ExcludeDelegate,"public void .ctor(object object, IntPtr method) { }",True
0x6A656BC,25728,0x6A98F6C,25912,Merger.MergeBoard.Extensions,MergeBoardEntitiesExtensions,"public static void RemoveEntity(TickContext tickContext, Entity entity) { }",True
0x6A656BC,25728,0x6A9A764,25955,Merger.MergeBoard.Data.TickResultArgs,ItemCollectedResult,public void .ctor() { },True
0x6A656BC,25728,0x6A9A944,25962,Merger.MergeBoard.Data.TickResultArgs,ItemResourceCollectedResult,public void .ctor() { },True
0x6A656BC,25728,0x6A9BD10,25992,Merger.MergeBoard.Components,CollectableComponent,public bool get_IsImmediateReward() { },True
0x6A656BC,25728,0x6A9C2A4,26013,Merger.MergeBoard.Components,PendingInteractionComponent,public PendingInteractionComponent Use() { },True
0x6A659E4,25730,0x3C1A998,33695,ContextualizedECS.Query,Entities,"ContextualizedECS.Query.Entities$$With<ExpendableComponent, BoardTilePositionComponent, IdComponent, InteractionComponent>",True
0x6A659E4,25730,0x3C1AC3C,33695,ContextualizedECS.Query,Entities,"ContextualizedECS.Query.Entities$$With<ExpendableComponent, BoardTilePositionComponent, IdComponent, InteractionComponent, PendingInteractionComponent>",True
0x6A659E4,25730,0x3D66184,33699,ContextualizedECS.Query,QueryExtensions,"ContextualizedECS.Query.QueryExtensions$$Query<ValueTuple<object, ExpendableComponent, BoardTilePositionComponent, IdComponent, InteractionComponent>>",True
0x6A659E4,25730,0x3D665E4,33699,ContextualizedECS.Query,QueryExtensions,"ContextualizedECS.Query.QueryExtensions$$Query<ValueTuple<object, ExpendableComponent, BoardTilePositionComponent, IdComponent, InteractionComponent, PendingInteractionComponent>>",True
0x6A659E4,25730,0x5F15D08,33694,,Entities.ExcludeDelegate,"public void .ctor(object object, IntPtr method) { }",True
0x6A659E4,25730,0x6A65D1C,25730,Merger.MergeBoard.Systems,ExpendableSystem,"private void ProcessExpendableItem(TickContext context, Entity entity, ExpendableComponent expendableComponent, BoardTilePositionComponent positionComponent, IdComponent idComponent, InteractionComponent interactionComponent, Nullable<PendingInteractionComponent> pendingInteraction) { }",True
0x6A65D1C,25730,0x3C1CD5C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$SetComponent<ExpendableComponent>,True
0x6A65D1C,25730,0x3C1D7EC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$SetComponent<PendingInteractionComponent>,True
0x6A65D1C,25730,0x3C1FD24,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeDurationComponent>,True
0x6A65D1C,25730,0x3DC33E4,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$AddArgument<object>,True
0x6A65D1C,25730,0x6A662E8,25730,Merger.MergeBoard.Systems,ExpendableSystem,"private bool HasSpawnedAnItemThisTick(TickContext context, Entity expendableEntity) { }",True
0x6A65D1C,25730,0x6A972F4,25997,Merger.MergeBoard.Components,ExpendableComponent,public bool get_HasTimer() { },True
0x6A65D1C,25730,0x6A9811C,25905,Merger.MergeBoard.Extensions,EntitySpawnerExtension,public static bool IsSpawner(Entity entity) { },True
0x6A65D1C,25730,0x6A98F6C,25912,Merger.MergeBoard.Extensions,MergeBoardEntitiesExtensions,"public static void RemoveEntity(TickContext tickContext, Entity entity) { }",True
0x6A65D1C,25730,0x6A9A374,25943,Merger.MergeBoard.Data.TickResultArgs,ExpendableInteractionResult,public void .ctor() { },True
0x6A65D1C,25730,0x6A9A3AC,25944,Merger.MergeBoard.Data.TickResultArgs,ExpendableItemRemovedResult,public void .ctor() { },True
0x6A65D1C,25730,0x6A9A8D4,25960,Merger.MergeBoard.Data.TickResultArgs,ItemExpiredResult,public void .ctor() { },True
0x6A65D1C,25730,0x6A9ACD8,25972,Merger.MergeBoard.Data.TickResultArgs,SpawnExpendedOnEachInteractionResult,public void .ctor() { },True
0x6A65D1C,25730,0x6A9C2A4,26013,Merger.MergeBoard.Components,PendingInteractionComponent,public PendingInteractionComponent Use() { },True
0x6A662E8,25730,0x3C19CC0,33695,ContextualizedECS.Query,Entities,ContextualizedECS.Query.Entities$$With<BornComponent>,True
0x6A662E8,25730,0x3D64B04,33699,ContextualizedECS.Query,QueryExtensions,"ContextualizedECS.Query.QueryExtensions$$Query<ValueTuple<object, BornComponent>>",True
0x6A662E8,25730,0x5F15D08,33694,,Entities.ExcludeDelegate,"public void .ctor(object object, IntPtr method) { }",True
0x6A6658C,25732,0x3DC46EC,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$ContainsArgType<IntervalTick>,True
0x6A6658C,25732,0x6A66618,25732,Merger.MergeBoard.Systems,ExpendableTimerActivationSystem,private void HandleFirstTimeProduceTrigger(TickContext context) { },True
0x6A6658C,25732,0x6A66964,25732,Merger.MergeBoard.Systems,ExpendableTimerActivationSystem,private void HandleCreatedTrigger(TickContext context) { },True
0x6A66618,25732,0x3C1ADE4,33695,ContextualizedECS.Query,Entities,"ContextualizedECS.Query.Entities$$With<ExpendableComponent, IdComponent, InteractionComponent, PendingInteractionComponent, TimeLimitedActivationComponent, TimeDurationComponent>",True
0x6A66618,25732,0x3D66864,33699,ContextualizedECS.Query,QueryExtensions,"ContextualizedECS.Query.QueryExtensions$$Query<ValueTuple<object, ExpendableComponent, IdComponent, InteractionComponent, PendingInteractionComponent, TimeLimitedActivationComponent, TimeDurationComponent>>",True
0x6A66618,25732,0x3DC33E4,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$AddArgument<object>,True
0x6A66618,25732,0x5F15D08,33694,,Entities.ExcludeDelegate,"public void .ctor(object object, IntPtr method) { }",True
0x6A66618,25732,0x6A66F68,25732,Merger.MergeBoard.Systems,ExpendableTimerActivationSystem,"private void ActivateTimer(Entity entity, TimeDurationComponent timeDurationComponent, TimeLimitedActivationComponent timeLimitedActivationComponent, ExpendableComponent expendableComponent, string triggerReason) { }",True
0x6A66618,25732,0x6A9A45C,25946,Merger.MergeBoard.Data.TickResultArgs,ExpendableTimerActivatedResult,public void .ctor() { },True
0x6A66964,25732,0x3C1A4A8,33695,ContextualizedECS.Query,Entities,"ContextualizedECS.Query.Entities$$With<ExpendableComponent, TimeLimitedActivationComponent, TimeDurationComponent>",True
0x6A66964,25732,0x3D658C4,33699,ContextualizedECS.Query,QueryExtensions,"ContextualizedECS.Query.QueryExtensions$$Query<ValueTuple<object, ExpendableComponent, TimeLimitedActivationComponent, TimeDurationComponent>>",True
0x6A66964,25732,0x3DC33E4,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$AddArgument<object>,True
0x6A66964,25732,0x5F15D08,33694,,Entities.ExcludeDelegate,"public void .ctor(object object, IntPtr method) { }",True
0x6A66964,25732,0x6A66F68,25732,Merger.MergeBoard.Systems,ExpendableTimerActivationSystem,"private void ActivateTimer(Entity entity, TimeDurationComponent timeDurationComponent, TimeLimitedActivationComponent timeLimitedActivationComponent, ExpendableComponent expendableComponent, string triggerReason) { }",True
0x6A66964,25732,0x6A9A45C,25946,Merger.MergeBoard.Data.TickResultArgs,ExpendableTimerActivatedResult,public void .ctor() { },True
0x6A66F68,25732,0x3C1DDA0,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$SetComponent<TimeDurationComponent>,True
0x6A66F68,25732,0x3C1DE74,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$SetComponent<TimeLimitedActivationComponent>,True
0x6A66F68,25732,0x6A664EC,25732,Merger.MergeBoard.Systems,ExpendableTimerActivationSystem,private long get_CurrentServerTimeMS() { },True
0x6A66F68,25732,0x6A67128,25732,Merger.MergeBoard.Systems,ExpendableTimerActivationSystem,"private void SaveAnalyticSessionData(Entity entity, ExpendableComponent expendableComponent, string triggerReason) { }",True
0x6A67128,25732,0x3C1B250,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$GetComponent<IdComponent>,True
0x6A67128,25732,0x6794A24,971,MergeEngine.ECS.Systems.Items,TimeLimitedActivationSystem,"public static ExtraData CreateExtraDataWithTimerItemData(int timeLeft, bool isTimerActivated, string creationReason, string triggerReason, string removeReason) { }",True
0x6A67320,25731,0x6A868E4,25904,Merger.MergeBoard.Extensions,EntityLockExtension,public static bool AnyMovementLock(Entity entity) { },True
0x6A67368,25734,0x3C1A0B4,33695,ContextualizedECS.Query,Entities,"ContextualizedECS.Query.Entities$$With<BornComponent, IdComponent>",True
0x6A67368,25734,0x3C1ECB4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<FeedingCombinationComponent>,True
0x6A67368,25734,0x3D651E4,33699,ContextualizedECS.Query,QueryExtensions,"ContextualizedECS.Query.QueryExtensions$$Query<ValueTuple<object, BornComponent, IdComponent>>",True
0x6A67368,25734,0x3DC89F0,33704,ContextualizedECS.Context,TickContextExtensions,ContextualizedECS.Context.TickContextExtensions$$SaveChanges<FeedingCombinationComponent>,True
0x6A67368,25734,0x5F15D08,33694,,Entities.ExcludeDelegate,"public void .ctor(object object, IntPtr method) { }",True
0x6A67918,25737,0x3C1A4FC,33695,ContextualizedECS.Query,Entities,"ContextualizedECS.Query.Entities$$With<FeedingCombinationComponent, DeadComponent, BoardTilePositionComponent>",True
0x6A67918,25737,0x3D65964,33699,ContextualizedECS.Query,QueryExtensions,"ContextualizedECS.Query.QueryExtensions$$Query<ValueTuple<object, FeedingCombinationComponent, DeadComponent, BoardTilePositionComponent>>",True
0x6A67918,25737,0x3DC5020,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$TryGet<object>,True
0x6A67918,25737,0x6A67CC0,25737,Merger.MergeBoard.Systems,FeedingCombinationExtractSystem,"private void ExtractItemByAction(TickContext context, Entity feedingEntity, string itemId) { }",True
0x6A67918,25737,0x6A67DBC,25737,Merger.MergeBoard.Systems,FeedingCombinationExtractSystem,"private void ExtractItemByTime(TickContext context, Entity feedingEntity, string itemId, int deadPosition = 0) { }",True
0x6A67918,25737,0x6A86B60,25999,Merger.MergeBoard.Components,FeedingCombinationComponent,public List<string> get_ConsumedItemIds() { },True
0x6A67CC0,25737,0x3DC33E4,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$AddArgument<object>,True
0x6A67CC0,25737,0x6A68000,25737,Merger.MergeBoard.Systems,FeedingCombinationExtractSystem,"private void HandleExtract(TickContext context, Entity feedingEntity, string itemId, int emptyPosition) { }",True
0x6A67CC0,25737,0x6A99994,25914,Merger.MergeBoard.Extensions,MergeBoardLayoutExtensions,"public static bool TryGetRandomEmptyPositionFromContext(IMergeBoardLayout layout, TickContext context, out int emptyPosition) { }",True
0x6A67CC0,25737,0x6A9A188,25934,Merger.MergeBoard.Data.TickResultArgs,BoardIsFullResult,public void .ctor(Entity entity) { },True
0x6A67DBC,25737,0x3DC33E4,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$AddArgument<object>,True
0x6A67DBC,25737,0x6A68000,25737,Merger.MergeBoard.Systems,FeedingCombinationExtractSystem,"private void HandleExtract(TickContext context, Entity feedingEntity, string itemId, int emptyPosition) { }",True
0x6A67DBC,25737,0x6A68264,25737,Merger.MergeBoard.Systems,FeedingCombinationExtractSystem,"private FeedingCombinationConsumedItemSnapshot FindConsumedItemSnapshot(Entity feedingEntity, string itemId) { }",True
0x6A67DBC,25737,0x6A99684,25914,Merger.MergeBoard.Extensions,MergeBoardLayoutExtensions,"public static bool TryGetRandomEmptyPositionIncludingDeadPosition(IMergeBoardLayout layout, TickContext context, int deadPosition, out int emptyPosition) { }",True
0x6A67DBC,25737,0x6A9A4F0,25948,Merger.MergeBoard.Data.TickResultArgs,ExtractFailedResult,"public void .ctor(Entity entity, string reason, IMergeItem mergeItem) { }",True
0x6A68000,25737,0x3C1AE90,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$GetComponent<BoardTilePositionComponent>,True
0x6A68000,25737,0x3C1B16C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$GetComponent<FeedingCombinationComponent>,True
0x6A68000,25737,0x3DC33E4,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$AddArgument<object>,True
0x6A68000,25737,0x3DC89F0,33704,ContextualizedECS.Context,TickContextExtensions,ContextualizedECS.Context.TickContextExtensions$$SaveChanges<FeedingCombinationComponent>,True
0x6A68000,25737,0x6A68264,25737,Merger.MergeBoard.Systems,FeedingCombinationExtractSystem,"private FeedingCombinationConsumedItemSnapshot FindConsumedItemSnapshot(Entity feedingEntity, string itemId) { }",True
0x6A68000,25737,0x6A98E60,25912,Merger.MergeBoard.Extensions,MergeBoardEntitiesExtensions,"public static void AddEntity(TickContext tickContext, Entity entity, Entity sourceEntity) { }",True
0x6A68000,25737,0x6A9A5A0,25949,Merger.MergeBoard.Data.TickResultArgs,FeedingCombinationItemExtractedResult,public void .ctor() { },True
0x6A68264,25737,0x3C1B16C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$GetComponent<FeedingCombinationComponent>,True
0x6A6846C,25738,0x3DC47BC,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$ContainsArgType<object>,True
0x6A6846C,25738,0x6A684F4,25738,Merger.MergeBoard.Systems,FeedingCombinationFeedSystem,private void TryFeedItem(TickContext context) { },True
0x6A6846C,25738,0x6A687EC,25738,Merger.MergeBoard.Systems,FeedingCombinationFeedSystem,private void CheckForFedProducers(TickContext context) { },True
0x6A684F4,25738,0x3C1A304,33695,ContextualizedECS.Query,Entities,"ContextualizedECS.Query.Entities$$With<BoardTilePositionComponent, ItemMovedComponent, IdComponent>",True
0x6A684F4,25738,0x3C1AD3C,33695,ContextualizedECS.Query,Entities,"ContextualizedECS.Query.Entities$$With<BoardTilePositionComponent, FeedingCombinationComponent, IdComponent, InteractionComponent, ProducerComponent, TimeCycleComponent>",True
0x6A684F4,25738,0x3D655A4,33699,ContextualizedECS.Query,QueryExtensions,"ContextualizedECS.Query.QueryExtensions$$Query<ValueTuple<object, BoardTilePositionComponent, ItemMovedComponent, IdComponent>>",True
0x6A684F4,25738,0x3D66724,33699,ContextualizedECS.Query,QueryExtensions,"ContextualizedECS.Query.QueryExtensions$$Query<ValueTuple<object, BoardTilePositionComponent, FeedingCombinationComponent, IdComponent, InteractionComponent, ProducerComponent, TimeCycleComponent>>",True
0x6A684F4,25738,0x5F15D08,33694,,Entities.ExcludeDelegate,"public void .ctor(object object, IntPtr method) { }",True
0x6A684F4,25738,0x6A68D3C,25738,Merger.MergeBoard.Systems,FeedingCombinationFeedSystem,"private void FeedItem(ValueTuple<Entity, BoardTilePositionComponent, FeedingCombinationComponent, IdComponent, InteractionComponent, ProducerComponent, TimeCycleComponent> feedingCombinationsEntity, ValueTuple<Entity, BoardTilePositionComponent, ItemMovedComponent, IdComponent> consumedEntity, TickContext context) { }",True
0x6A684F4,25738,0x6A867E0,25854,Merger.MergeBoard.Logic.CombineValidators,FeedingItemCombinerValidator,"public bool CanCombineItems(Entity movedEntity, Entity otherEntity) { }",True
0x6A687EC,25738,0x3C1A89C,33695,ContextualizedECS.Query,Entities,"ContextualizedECS.Query.Entities$$With<BoardTilePositionComponent, ProducerComponent, FeedingCombinationComponent, InteractionComponent>",True
0x6A687EC,25738,0x3C1D988,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$SetComponent<ProducerComponent>,True
0x6A687EC,25738,0x3D65FA4,33699,ContextualizedECS.Query,QueryExtensions,"ContextualizedECS.Query.QueryExtensions$$Query<ValueTuple<object, BoardTilePositionComponent, ProducerComponent, FeedingCombinationComponent, InteractionComponent>>",True
0x6A687EC,25738,0x5F15D08,33694,,Entities.ExcludeDelegate,"public void .ctor(object object, IntPtr method) { }",True
0x6A687EC,25738,0x6A86B60,25999,Merger.MergeBoard.Components,FeedingCombinationComponent,public List<string> get_ConsumedItemIds() { },True
0x6A687EC,25738,0x6A9868C,25911,Merger.MergeBoard.Extensions,InteractionComponentExtensions,"public static List<Combination> FindReadyCombinations(InteractionComponent interactionComponent, List<string> itemsIds) { }",True
0x6A68D3C,25738,0x3DC33E4,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$AddArgument<object>,True
0x6A68D3C,25738,0x3DC74F4,33704,ContextualizedECS.Context,TickContextExtensions,"ContextualizedECS.Context.TickContextExtensions$$SaveChanges<BoardTilePositionComponent, FeedingCombinationComponent, IdComponent, InteractionComponent, ProducerComponent, TimeCycleComponent>",True
0x6A68D3C,25738,0x6A98F6C,25912,Merger.MergeBoard.Extensions,MergeBoardEntitiesExtensions,"public static void RemoveEntity(TickContext tickContext, Entity entity) { }",True
0x6A68D3C,25738,0x6A9A5D8,25950,Merger.MergeBoard.Data.TickResultArgs,FeedingCombinationItemInsertedResult,public void .ctor() { },True
0x6A68F9C,25739,0x3C1A15C,33695,ContextualizedECS.Query,Entities,"ContextualizedECS.Query.Entities$$With<IdComponent, BoardTilePositionComponent>",True
0x6A68F9C,25739,0x3D65324,33699,ContextualizedECS.Query,QueryExtensions,"ContextualizedECS.Query.QueryExtensions$$Query<ValueTuple<object, IdComponent, BoardTilePositionComponent>>",True
0x6A68F9C,25739,0x5F15D08,33694,,Entities.ExcludeDelegate,"public void .ctor(object object, IntPtr method) { }",True
0x6A68F9C,25739,0x6A69568,25739,Merger.MergeBoard.Systems,ImmediateToolsConversionSystem,private bool IsToolOrToolbox(string itemId) { },True
0x6A68F9C,25739,0x6A69640,25739,Merger.MergeBoard.Systems,ImmediateToolsConversionSystem,"private void EnforceImmediateToolBehavior(Entity entity, IdComponent idComponent) { }",True
0x6A68F9C,25739,0x6A698AC,25739,Merger.MergeBoard.Systems,ImmediateToolsConversionSystem,"private void RemoveImmediateToolBehavior(Entity entity, IdComponent idComponent, BoardTilePositionComponent boardTilePositionComponent) { }",True
0x6A69568,25739,0x6A69A94,25739,Merger.MergeBoard.Systems,ImmediateToolsConversionSystem,private bool IsToolbox(IMergeItem mergeItem) { },True
0x6A69640,25739,0x3C1B070,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$GetComponent<ExpendableComponent>,True
0x6A69640,25739,0x3C1B52C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$GetComponent<MergeComponent>,True
0x6A69640,25739,0x3C1BB38,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$HasComponent<ImmediateToolComponent>,True
0x6A69640,25739,0x3C1C258,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$RemoveComponent<CollectableComponent>,True
0x6A69640,25739,0x3C1C3C0,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$RemoveComponent<ExpendableComponent>,True
0x6A69640,25739,0x3C1C528,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$RemoveComponent<ToolSpawningComponent>,True
0x6A69640,25739,0x3C1D0A4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$SetComponent<ImmediateToolComponent>,True
0x6A69640,25739,0x3C1D650,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$SetComponent<MergeComponent>,True
0x6A69640,25739,0x3C20060,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ToolSpawningComponent>,True
0x6A69640,25739,0x6A69BA8,25739,Merger.MergeBoard.Systems,ImmediateToolsConversionSystem,private bool IsTool(IMergeItem mergeItem) { },True
0x6A698AC,25739,0x3C1EB8C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ExpendableComponent>,True
0x6A698AC,25739,0x3C1EEF4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ImmediateToolComponent>,True
0x6A698AC,25739,0x5F14FB4,33678,ContextualizedECS,Entity,public void OverrideComponents(Entity otherEntity) { },True
0x6A69CD4,25741,0x3C1AA40,33695,ContextualizedECS.Query,Entities,"ContextualizedECS.Query.Entities$$With<IdComponent, BoardTilePositionComponent, ImmediateToolComponent, PendingInteractionComponent>",True
0x6A69CD4,25741,0x3D662C4,33699,ContextualizedECS.Query,QueryExtensions,"ContextualizedECS.Query.QueryExtensions$$Query<ValueTuple<object, IdComponent, BoardTilePositionComponent, ImmediateToolComponent, PendingInteractionComponent>>",True
0x6A69CD4,25741,0x5F15D08,33694,,Entities.ExcludeDelegate,"public void .ctor(object object, IntPtr method) { }",True
0x6A69CD4,25741,0x6A69EC0,25741,Merger.MergeBoard.Systems,ImmediateToolsSystem,"private void CollectToolBox(TickContext context, Entity entity, PendingInteractionComponent pendingInteraction, ImmediateToolComponent immediateToolComponent) { }",True
0x6A69CD4,25741,0x6A6A45C,25741,Merger.MergeBoard.Systems,ImmediateToolsSystem,"private void CollectSingleTool(TickContext context, Entity entity, PendingInteractionComponent pendingInteractionComponent, IdComponent idComponent) { }",True
0x6A69CD4,25741,0x6A9BF74,26002,Merger.MergeBoard.Components,ImmediateToolComponent,public bool get_IsToolbox() { },True
0x6A69EC0,25741,0x3C19D68,33695,ContextualizedECS.Query,Entities,ContextualizedECS.Query.Entities$$With<IdComponent>,True
0x6A69EC0,25741,0x3C1AE90,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$GetComponent<BoardTilePositionComponent>,True
0x6A69EC0,25741,0x3C1D7EC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$SetComponent<PendingInteractionComponent>,True
0x6A69EC0,25741,0x3D64C44,33699,ContextualizedECS.Query,QueryExtensions,"ContextualizedECS.Query.QueryExtensions$$Query<ValueTuple<object, IdComponent>>",True
0x6A69EC0,25741,0x3DC33E4,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$AddArgument<object>,True
0x6A69EC0,25741,0x5F15D08,33694,,Entities.ExcludeDelegate,"public void .ctor(object object, IntPtr method) { }",True
0x6A69EC0,25741,0x6A6A610,25741,Merger.MergeBoard.Systems,ImmediateToolsSystem,"private void UpdateToolProgressionData(IMergeItem toolItem, ref Dictionary<PlayerResourceEnum, ToolProgressionData> toolsProgressionData) { }",True
0x6A69EC0,25741,0x6A98F6C,25912,Merger.MergeBoard.Extensions,MergeBoardEntitiesExtensions,"public static void RemoveEntity(TickContext tickContext, Entity entity) { }",True
0x6A69EC0,25741,0x6A9A610,25952,Merger.MergeBoard.Data.TickResultArgs,ImmediateToolBoxCollectedResult,"public void .ctor(Entity entity, int position, IList<IMergeItem> collectedTools) { }",True
0x6A69EC0,25741,0x6A9C2A4,26013,Merger.MergeBoard.Components,PendingInteractionComponent,public PendingInteractionComponent Use() { },True
0x6A6A45C,25741,0x3C1AE90,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$GetComponent<BoardTilePositionComponent>,True
0x6A6A45C,25741,0x3C1D7EC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$SetComponent<PendingInteractionComponent>,True
0x6A6A45C,25741,0x3DC33E4,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$AddArgument<object>,True
0x6A6A45C,25741,0x6A98F6C,25912,Merger.MergeBoard.Extensions,MergeBoardEntitiesExtensions,"public static void RemoveEntity(TickContext tickContext, Entity entity) { }",True
0x6A6A45C,25741,0x6A9A694,25953,Merger.MergeBoard.Data.TickResultArgs,ImmediateToolFragmentCollectedResult,"public void .ctor(Entity entity, int position, IMergeItem collectedTool) { }",True
0x6A6A45C,25741,0x6A9C2A4,26013,Merger.MergeBoard.Components,PendingInteractionComponent,public PendingInteractionComponent Use() { },True
0x6A6A9B8,25740,0x6A868E4,25904,Merger.MergeBoard.Extensions,EntityLockExtension,public static bool AnyMovementLock(Entity entity) { },True
0x6A6A9E0,25743,0x3C1A204,33695,ContextualizedECS.Query,Entities,"ContextualizedECS.Query.Entities$$With<PendingInteractionComponent, InteractionComponent>",True
0x6A6A9E0,25743,0x3D65464,33699,ContextualizedECS.Query,QueryExtensions,"ContextualizedECS.Query.QueryExtensions$$Query<ValueTuple<object, PendingInteractionComponent, InteractionComponent>>",True
0x6A6A9E0,25743,0x3DC5E54,33704,ContextualizedECS.Context,TickContextExtensions,ContextualizedECS.Context.TickContextExtensions$$AddTempComponent<ResourceConsumedComponent>,True
0x6A6A9E0,25743,0x6A6AF00,25743,Merger.MergeBoard.Systems,InteractionCostSystem,"private void ConsumeItems(TickContext context, Entity interactedEntity, PendingInteractionComponent pendingInteractionComponent, InteractionComponent interactionComponent) { }",True
0x6A6AF00,25743,0x3C1AE90,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$GetComponent<BoardTilePositionComponent>,True
0x6A6AF00,25743,0x3C1B250,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$GetComponent<IdComponent>,True
0x6A6AF00,25743,0x3C1D25C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$SetComponent<ItemConsumedComponent>,True
0x6A6AF00,25743,0x3DC33E4,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$AddArgument<object>,True
0x6A6AF00,25743,0x5F16680,33703,ContextualizedECS.Context,TickContext,public IEnumerable<Entity> get_Entities() { },True
0x6A6AF00,25743,0x6A98F6C,25912,Merger.MergeBoard.Extensions,MergeBoardEntitiesExtensions,"public static void RemoveEntity(TickContext tickContext, Entity entity) { }",True
0x6A6AF00,25743,0x6A9A7AC,25956,Merger.MergeBoard.Data.TickResultArgs,ItemConsumedResult,public void .ctor() { },True
0x6A6B180,25742,0x3C1B250,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$GetComponent<IdComponent>,True
0x6A6B1F8,25747,0x3DC47BC,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$ContainsArgType<object>,True
0x6A6B1F8,25747,0x3DC5020,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$TryGet<object>,True
0x6A6B1F8,25747,0x6A6B2BC,25747,Merger.MergeBoard.Systems,InteractionSystem,"private void HandleInteractByTap(TickContext context, TapAction tap) { }",True
0x6A6B1F8,25747,0x6A6B684,25747,Merger.MergeBoard.Systems,InteractionSystem,private void HandleInteractForConsumableItem(TickContext context) { },True
0x6A6B2BC,25747,0x3C1A1B0,33695,ContextualizedECS.Query,Entities,"ContextualizedECS.Query.Entities$$With<InteractionComponent, BoardTilePositionComponent>",True
0x6A6B2BC,25747,0x3D653C4,33699,ContextualizedECS.Query,QueryExtensions,"ContextualizedECS.Query.QueryExtensions$$Query<ValueTuple<object, InteractionComponent, BoardTilePositionComponent>>",True
0x6A6B2BC,25747,0x3DC33E4,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$AddArgument<object>,True
