Caller	CallerRVA	CalleeRVA	Il2CppDumperCalleeName	CalleeSignature	PseudocodeFile
ItemController.InitializeMovableStatusAndUI	188E898	1BAAC8C	MergePuzzle.KiteModelBalanceConfig$$GetBalanceConfig	MergePuzzle_BalanceValues_o* MergePuzzle_KiteModelBalanceConfig__GetBalanceConfig (const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializeItemProgressiveWithData	188EF24	188F950	MergePuzzle.ItemController$$InitializeValidateCurrentTaskIndex	void MergePuzzle_ItemController__InitializeValidateCurrentTaskIndex (MergePuzzle_ItemController_o* __this, MergePuzzle_BoardItemProgressive_o* progressive, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializeItemProgressiveWithData	188EF24	188FAF4	MergePuzzle.ItemController$$ArrangeItemProgressBar	void MergePuzzle_ItemController__ArrangeItemProgressBar (MergePuzzle_ItemController_o* __this, bool isActive, int32_t maxProgress, int32_t currentProgress, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializeItemProgressiveWithData	188EF24	189D950	MergePuzzle.ItemController$$GetDialogue	MergePuzzle_ItemControllerDialogue_o* MergePuzzle_ItemController__GetDialogue (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializeItemProgressiveWithData	188EF24	18C0244	MergePuzzle.ProgressiveAdaptor$$GetGoal	MergePuzzle_ProgressiveItemGoalData_o* MergePuzzle_ProgressiveAdaptor__GetGoal (MergePuzzle_ProgressiveAdaptor_o* __this, int32_t taskIndex, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializeItemProgressiveWithData	188EF24	18CBB0C	MergePuzzle.BoardItemProgressive$$GetConfigAdaptor	MergePuzzle_ProgressiveAdaptor_o* MergePuzzle_BoardItemProgressive__GetConfigAdaptor (MergePuzzle_BoardItemProgressive_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializePerishableWithData	188F0B4	188FAF4	MergePuzzle.ItemController$$ArrangeItemProgressBar	void MergePuzzle_ItemController__ArrangeItemProgressBar (MergePuzzle_ItemController_o* __this, bool isActive, int32_t maxProgress, int32_t currentProgress, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializePerishableWithData	188F0B4	188FD1C	MergePuzzle.ItemController$$GetProgressText	MergePuzzle_ItemControllerProgressText_o* MergePuzzle_ItemController__GetProgressText (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializePerishableWithData	188F0B4	18D0D94	MergePuzzle.ItemControllerModuleBase$$DestroyModule	void MergePuzzle_ItemControllerModuleBase__DestroyModule (MergePuzzle_ItemControllerModuleBase_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializePerishableWithData	188F0B4	18D1310	MergePuzzle.ItemControllerProgressText$$SetProgressTextCanvasProgressTextTransform	void MergePuzzle_ItemControllerProgressText__SetProgressTextCanvasProgressTextTransform (MergePuzzle_ItemControllerProgressText_o* __this, MergePuzzle_BoardItemData_ProgressTextData_o chargeableProgressTextDataValue, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializeChargeableWithData	188F2B0	188FD1C	MergePuzzle.ItemController$$GetProgressText	MergePuzzle_ItemControllerProgressText_o* MergePuzzle_ItemController__GetProgressText (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializeChargeableWithData	188F2B0	18D0D94	MergePuzzle.ItemControllerModuleBase$$DestroyModule	void MergePuzzle_ItemControllerModuleBase__DestroyModule (MergePuzzle_ItemControllerModuleBase_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializeChargeableWithData	188F2B0	18D1310	MergePuzzle.ItemControllerProgressText$$SetProgressTextCanvasProgressTextTransform	void MergePuzzle_ItemControllerProgressText__SetProgressTextCanvasProgressTextTransform (MergePuzzle_ItemControllerProgressText_o* __this, MergePuzzle_BoardItemData_ProgressTextData_o chargeableProgressTextDataValue, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializeValidateCurrentTaskIndex	188F950	18CBB0C	MergePuzzle.BoardItemProgressive$$GetConfigAdaptor	MergePuzzle_ProgressiveAdaptor_o* MergePuzzle_BoardItemProgressive__GetConfigAdaptor (MergePuzzle_BoardItemProgressive_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializeValidateCurrentTaskIndex	188F950	1A5ACA4	MergePuzzle.BoardEntity$$IsTutorialStepCompleted	bool MergePuzzle_BoardEntity__IsTutorialStepCompleted (MergePuzzle_BoardEntity_o* __this, int32_t tutorialIndex, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	1890564	18A98A8	Paxie.DateUtils$$CurrentMillisecond	int64_t Paxie_DateUtils__CurrentMillisecond (const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	1890564	18CF730	MergePuzzle.ItemControllerItemIcon$$SetScale	void MergePuzzle_ItemControllerItemIcon__SetScale (MergePuzzle_ItemControllerItemIcon_o* __this, UnityEngine_Vector3_o scale, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	1890564	1CB5864	MergePuzzle.Item.ItemParticleController$$SetLastItemShin	void MergePuzzle_Item_ItemParticleController__SetLastItemShin (MergePuzzle_Item_ItemParticleController_o* __this, bool enable, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	1890564	23E7C6C	UnityEngine.Component$$GetComponent<object>	Il2CppObject* UnityEngine_Component__GetComponent_object_ (UnityEngine_Component_o* __this, const MethodInfo_23E7C6C* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913D8	188BBE8	MergePuzzle.ItemController$$SetGoalTick	void MergePuzzle_ItemController__SetGoalTick (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913D8	18C0244	MergePuzzle.ProgressiveAdaptor$$GetGoal	MergePuzzle_ProgressiveItemGoalData_o* MergePuzzle_ProgressiveAdaptor__GetGoal (MergePuzzle_ProgressiveAdaptor_o* __this, int32_t taskIndex, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913D8	18CBB0C	MergePuzzle.BoardItemProgressive$$GetConfigAdaptor	MergePuzzle_ProgressiveAdaptor_o* MergePuzzle_BoardItemProgressive__GetConfigAdaptor (MergePuzzle_BoardItemProgressive_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913D8	18CEAF8	MergePuzzle.ItemRuntimeData$$get_IsTick	bool MergePuzzle_ItemRuntimeData__get_IsTick (MergePuzzle_ItemRuntimeData_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913D8	1946D9C	MergePuzzle.BoardTaskItem$$GetGoals	System_Collections_Generic_List_BoardTaskGoal__o* MergePuzzle_BoardTaskItem__GetGoals (MergePuzzle_BoardTaskItem_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913D8	2406988	System.Linq.Enumerable$$Any<object>	bool System_Linq_Enumerable__Any_object_ (System_Collections_Generic_IEnumerable_TSource__o* source, System_Func_TSource__bool__o* predicate, const MethodInfo_2406988* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913D8	2AFAF9C	System.Collections.Generic.List<object>$$get_Item	Il2CppObject* System_Collections_Generic_List_object___get_Item (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFAF9C* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913D8	2AFBF88	System.Collections.Generic.List<object>$$GetEnumerator	System_Collections_Generic_List_Enumerator_T__o System_Collections_Generic_List_object___GetEnumerator (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFBF88* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913D8	31CC694	System.Tuple<int, bool>$$.ctor	void System_Tuple_int__bool____ctor (System_Tuple_int__bool__o* __this, int32_t item1, bool item2, const MethodInfo_31CC694* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913DC	188BBE8	MergePuzzle.ItemController$$SetGoalTick	void MergePuzzle_ItemController__SetGoalTick (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913DC	18C0244	MergePuzzle.ProgressiveAdaptor$$GetGoal	MergePuzzle_ProgressiveItemGoalData_o* MergePuzzle_ProgressiveAdaptor__GetGoal (MergePuzzle_ProgressiveAdaptor_o* __this, int32_t taskIndex, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913DC	18CBB0C	MergePuzzle.BoardItemProgressive$$GetConfigAdaptor	MergePuzzle_ProgressiveAdaptor_o* MergePuzzle_BoardItemProgressive__GetConfigAdaptor (MergePuzzle_BoardItemProgressive_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913DC	18CEAF8	MergePuzzle.ItemRuntimeData$$get_IsTick	bool MergePuzzle_ItemRuntimeData__get_IsTick (MergePuzzle_ItemRuntimeData_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913DC	1946D9C	MergePuzzle.BoardTaskItem$$GetGoals	System_Collections_Generic_List_BoardTaskGoal__o* MergePuzzle_BoardTaskItem__GetGoals (MergePuzzle_BoardTaskItem_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913DC	2406988	System.Linq.Enumerable$$Any<object>	bool System_Linq_Enumerable__Any_object_ (System_Collections_Generic_IEnumerable_TSource__o* source, System_Func_TSource__bool__o* predicate, const MethodInfo_2406988* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913DC	2AFAF9C	System.Collections.Generic.List<object>$$get_Item	Il2CppObject* System_Collections_Generic_List_object___get_Item (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFAF9C* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913DC	2AFBF88	System.Collections.Generic.List<object>$$GetEnumerator	System_Collections_Generic_List_Enumerator_T__o System_Collections_Generic_List_object___GetEnumerator (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFBF88* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913DC	31CC694	System.Tuple<int, bool>$$.ctor	void System_Tuple_int__bool____ctor (System_Tuple_int__bool__o* __this, int32_t item1, bool item2, const MethodInfo_31CC694* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E0	188BBE8	MergePuzzle.ItemController$$SetGoalTick	void MergePuzzle_ItemController__SetGoalTick (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E0	18C0244	MergePuzzle.ProgressiveAdaptor$$GetGoal	MergePuzzle_ProgressiveItemGoalData_o* MergePuzzle_ProgressiveAdaptor__GetGoal (MergePuzzle_ProgressiveAdaptor_o* __this, int32_t taskIndex, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E0	18CBB0C	MergePuzzle.BoardItemProgressive$$GetConfigAdaptor	MergePuzzle_ProgressiveAdaptor_o* MergePuzzle_BoardItemProgressive__GetConfigAdaptor (MergePuzzle_BoardItemProgressive_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E0	18CEAF8	MergePuzzle.ItemRuntimeData$$get_IsTick	bool MergePuzzle_ItemRuntimeData__get_IsTick (MergePuzzle_ItemRuntimeData_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E0	1946D9C	MergePuzzle.BoardTaskItem$$GetGoals	System_Collections_Generic_List_BoardTaskGoal__o* MergePuzzle_BoardTaskItem__GetGoals (MergePuzzle_BoardTaskItem_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E0	2406988	System.Linq.Enumerable$$Any<object>	bool System_Linq_Enumerable__Any_object_ (System_Collections_Generic_IEnumerable_TSource__o* source, System_Func_TSource__bool__o* predicate, const MethodInfo_2406988* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E0	2AFAF9C	System.Collections.Generic.List<object>$$get_Item	Il2CppObject* System_Collections_Generic_List_object___get_Item (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFAF9C* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E0	2AFBF88	System.Collections.Generic.List<object>$$GetEnumerator	System_Collections_Generic_List_Enumerator_T__o System_Collections_Generic_List_object___GetEnumerator (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFBF88* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E0	31CC694	System.Tuple<int, bool>$$.ctor	void System_Tuple_int__bool____ctor (System_Tuple_int__bool__o* __this, int32_t item1, bool item2, const MethodInfo_31CC694* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E4	188BBE8	MergePuzzle.ItemController$$SetGoalTick	void MergePuzzle_ItemController__SetGoalTick (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E4	18C0244	MergePuzzle.ProgressiveAdaptor$$GetGoal	MergePuzzle_ProgressiveItemGoalData_o* MergePuzzle_ProgressiveAdaptor__GetGoal (MergePuzzle_ProgressiveAdaptor_o* __this, int32_t taskIndex, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E4	18CBB0C	MergePuzzle.BoardItemProgressive$$GetConfigAdaptor	MergePuzzle_ProgressiveAdaptor_o* MergePuzzle_BoardItemProgressive__GetConfigAdaptor (MergePuzzle_BoardItemProgressive_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E4	18CEAF8	MergePuzzle.ItemRuntimeData$$get_IsTick	bool MergePuzzle_ItemRuntimeData__get_IsTick (MergePuzzle_ItemRuntimeData_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E4	1946D9C	MergePuzzle.BoardTaskItem$$GetGoals	System_Collections_Generic_List_BoardTaskGoal__o* MergePuzzle_BoardTaskItem__GetGoals (MergePuzzle_BoardTaskItem_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E4	2406988	System.Linq.Enumerable$$Any<object>	bool System_Linq_Enumerable__Any_object_ (System_Collections_Generic_IEnumerable_TSource__o* source, System_Func_TSource__bool__o* predicate, const MethodInfo_2406988* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E4	2AFAF9C	System.Collections.Generic.List<object>$$get_Item	Il2CppObject* System_Collections_Generic_List_object___get_Item (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFAF9C* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E4	2AFBF88	System.Collections.Generic.List<object>$$GetEnumerator	System_Collections_Generic_List_Enumerator_T__o System_Collections_Generic_List_object___GetEnumerator (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFBF88* method);	ghidra_flow_pseudocode.c
ItemController.OnEvent	18913E4	31CC694	System.Tuple<int, bool>$$.ctor	void System_Tuple_int__bool____ctor (System_Tuple_int__bool__o* __this, int32_t item1, bool item2, const MethodInfo_31CC694* method);	ghidra_flow_pseudocode.c
ItemController.ChargeIt	1892764	1738A00	DG.Tweening.DOTweenModuleUI$$DOValue	DG_Tweening_Core_TweenerCore_float__float__FloatOptions__o* DG_Tweening_DOTweenModuleUI__DOValue (UnityEngine_UI_Slider_o* target, float endValue, float duration, bool snapping, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.ChargeIt	1892764	18A054C	Paxie.DoMove$$StartSingle	DG_Tweening_Tween_o* Paxie_DoMove__StartSingle (Paxie_DoMove_o* __this, UnityEngine_Transform_o* transform, UnityEngine_Vector3_o target, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.ChargeIt	1892764	18CD118	MergePuzzle.ItemController.<>c__DisplayClass197_0$$.ctor	void MergePuzzle_ItemController___c__DisplayClass197_0___ctor (MergePuzzle_ItemController___c__DisplayClass197_0_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.ChargeIt	1892764	19FE8B0	Paxie.ProgressBar.Options$$get_DefaultValue	Paxie_ProgressBar_Options_o* Paxie_ProgressBar_Options__get_DefaultValue (const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.ChargeIt	1892764	19FF8C4	Paxie.ProgressBar$$PlayGlowParticle	void Paxie_ProgressBar__PlayGlowParticle (UnityEngine_ParticleSystem_o* glowParticle, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.ChargeIt	1892764	1AD20B4	MergePuzzle.AnimationController$$KillActiveLoops	void MergePuzzle_AnimationController__KillActiveLoops (MergePuzzle_AnimationController_o* __this, DG_Tweening_Sequence_o* exception1, DG_Tweening_Sequence_o* exception2, DG_Tweening_Sequence_o* exception3, DG_Tweening_Sequence_o* exception4, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.ChargeIt	1892764	1BE1F84	MergePuzzle.SoundHapticRaiser$$Raise	void MergePuzzle_SoundHapticRaiser__Raise (int32_t sound, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.ChargeIt	1892764	1BE200C	MergePuzzle.SoundHapticRaiser$$Raise	void MergePuzzle_SoundHapticRaiser__Raise (int32_t haptic, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.ChargeIt	1892764	20667E4	DG.Tweening.TweenCallback$$.ctor	void DG_Tweening_TweenCallback___ctor (DG_Tweening_TweenCallback_o* __this, Il2CppObject* object, intptr_t method, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.ChargeIt	1892764	2078B08	DG.Tweening.ShortcutExtensions$$DOScale	DG_Tweening_Core_TweenerCore_Vector3__Vector3__VectorOptions__o* DG_Tweening_ShortcutExtensions__DOScale (UnityEngine_Transform_o* target, UnityEngine_Vector3_o endValue, float duration, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.ChargeIt	1892764	25CFD3C	DG.Tweening.TweenSettingsExtensions$$OnComplete<object>	Il2CppObject* DG_Tweening_TweenSettingsExtensions__OnComplete_object_ (Il2CppObject* t, DG_Tweening_TweenCallback_o* action, const MethodInfo_25CFD3C* method);	ghidra_flow_pseudocode.c
ItemController.ChargeIt	1892764	25CFE70	DG.Tweening.TweenSettingsExtensions$$OnUpdate<object>	Il2CppObject* DG_Tweening_TweenSettingsExtensions__OnUpdate_object_ (Il2CppObject* t, DG_Tweening_TweenCallback_o* action, const MethodInfo_25CFE70* method);	ghidra_flow_pseudocode.c
ItemController.ChargeIt	1892764	25D037C	DG.Tweening.TweenSettingsExtensions$$SetDelay<object>	Il2CppObject* DG_Tweening_TweenSettingsExtensions__SetDelay_object_ (Il2CppObject* t, float delay, const MethodInfo_25D037C* method);	ghidra_flow_pseudocode.c
ItemController.ChargeIt	1892764	25D05E8	DG.Tweening.TweenSettingsExtensions$$SetEase<object>	Il2CppObject* DG_Tweening_TweenSettingsExtensions__SetEase_object_ (Il2CppObject* t, int32_t ease, const MethodInfo_25D05E8* method);	ghidra_flow_pseudocode.c
ItemController.InitializeBubbleItem	188F5C8	1893BFC	MergePuzzle.ItemController$$GetBubble	MergePuzzle_ItemControllerBubble_o* MergePuzzle_ItemController__GetBubble (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializeBubbleItem	188F5C8	18A98A8	Paxie.DateUtils$$CurrentMillisecond	int64_t Paxie_DateUtils__CurrentMillisecond (const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializeBubbleItem	188F5C8	18CF37C	MergePuzzle.ItemControllerBubble$$DoBubbleAnimation	DG_Tweening_Tween_o* MergePuzzle_ItemControllerBubble__DoBubbleAnimation (MergePuzzle_ItemControllerBubble_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializeBubbleItem	188F5C8	1A5ACA4	MergePuzzle.BoardEntity$$IsTutorialStepCompleted	bool MergePuzzle_BoardEntity__IsTutorialStepCompleted (MergePuzzle_BoardEntity_o* __this, int32_t tutorialIndex, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializeBubbleItem	188F5C8	1BAA4EC	MergePuzzle.BalanceValues$$get_BalanceBubbleConfig	MergePuzzle_BalanceBubbleConfigModel_o* MergePuzzle_BalanceValues__get_BalanceBubbleConfig (MergePuzzle_BalanceValues_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.InitializeBubbleItem	188F5C8	1BAAC8C	MergePuzzle.KiteModelBalanceConfig$$GetBalanceConfig	MergePuzzle_BalanceValues_o* MergePuzzle_KiteModelBalanceConfig__GetBalanceConfig (const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveBubble	18931D4	188A154	MergePuzzle.ItemController$$DestroyItemBubble	void MergePuzzle_ItemController__DestroyItemBubble (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveBubble	18931D4	1893CF8	MergePuzzle.ItemController$$ArrangeSpawnerParticle	void MergePuzzle_ItemController__ArrangeSpawnerParticle (MergePuzzle_ItemController_o* __this, int32_t eSpawnerState, bool animateClockDisappear, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveBubble	18931D4	18A98A8	Paxie.DateUtils$$CurrentMillisecond	int64_t Paxie_DateUtils__CurrentMillisecond (const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveBubble	18931D4	18B9138	Paxie.Movable$$SetStatus	void Paxie_Movable__SetStatus (Paxie_Movable_o* __this, int32_t status, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveBubble	18931D4	18CF730	MergePuzzle.ItemControllerItemIcon$$SetScale	void MergePuzzle_ItemControllerItemIcon__SetScale (MergePuzzle_ItemControllerItemIcon_o* __this, UnityEngine_Vector3_o scale, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveBubble	18931D4	18D02EC	MergePuzzle.ItemControllerItemIcon$$ResetPosition	void MergePuzzle_ItemControllerItemIcon__ResetPosition (MergePuzzle_ItemControllerItemIcon_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveBubble	18931D4	18E154C	MergePuzzle.BoardController$$TrySendBoardItemSpawnFirebaseEvent	void MergePuzzle_BoardController__TrySendBoardItemSpawnFirebaseEvent (MergePuzzle_BoardController_o* __this, bool isNewItem, MergePuzzle_BoardItemData_o* boardItemData, MergePuzzle_Item_Creation_ItemCreationHandler_o* itemCreationHandler, bool onBoardInitialize, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveBubble	18931D4	18F933C	MergePuzzle.BoardController$$CreateBubbleBurst	void MergePuzzle_BoardController__CreateBubbleBurst (MergePuzzle_BoardController_o* __this, MergePuzzle_ItemController_o* itemController, bool bubblePin, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveBubble	18931D4	1A9DC88	MergePuzzle.SceneController$$get_BoardController	MergePuzzle_BoardController_o* MergePuzzle_SceneController__get_BoardController (MergePuzzle_SceneController_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveBubble	18931D4	1BAA4EC	MergePuzzle.BalanceValues$$get_BalanceBubbleConfig	MergePuzzle_BalanceBubbleConfigModel_o* MergePuzzle_BalanceValues__get_BalanceBubbleConfig (MergePuzzle_BalanceValues_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveBubble	18931D4	1BAAC8C	MergePuzzle.KiteModelBalanceConfig$$GetBalanceConfig	MergePuzzle_BalanceValues_o* MergePuzzle_KiteModelBalanceConfig__GetBalanceConfig (const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveBubble	18931D4	1BE1F84	MergePuzzle.SoundHapticRaiser$$Raise	void MergePuzzle_SoundHapticRaiser__Raise (int32_t sound, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveBubble	18931D4	1CB5938	MergePuzzle.Item.Creation.ItemCreationHandler$$GetItemCreationHandler	MergePuzzle_Item_Creation_ItemCreationHandler_o* MergePuzzle_Item_Creation_ItemCreationHandler__GetItemCreationHandler (const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveBubble	18931D4	1CB5994	MergePuzzle.Item.Creation.ItemCreationHandler$$SetBubble	MergePuzzle_Item_Creation_ItemCreationHandler_o* MergePuzzle_Item_Creation_ItemCreationHandler__SetBubble (MergePuzzle_Item_Creation_ItemCreationHandler_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveJelly	1894220	188A988	MergePuzzle.ItemController$$DestroyItemLock	void MergePuzzle_ItemController__DestroyItemLock (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveJelly	1894220	18B9138	Paxie.Movable$$SetStatus	void Paxie_Movable__SetStatus (Paxie_Movable_o* __this, int32_t status, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveJelly	1894220	18CCB18	MergePuzzle.ItemInfoExtension$$ToItemInfo	MergePuzzle_ItemInfo_o MergePuzzle_ItemInfoExtension__ToItemInfo (MergePuzzle_ItemEntity_o* itemEntity, bool convertToSetID, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveJelly	1894220	18CF730	MergePuzzle.ItemControllerItemIcon$$SetScale	void MergePuzzle_ItemControllerItemIcon__SetScale (MergePuzzle_ItemControllerItemIcon_o* __this, UnityEngine_Vector3_o scale, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveJelly	1894220	18E154C	MergePuzzle.BoardController$$TrySendBoardItemSpawnFirebaseEvent	void MergePuzzle_BoardController__TrySendBoardItemSpawnFirebaseEvent (MergePuzzle_BoardController_o* __this, bool isNewItem, MergePuzzle_BoardItemData_o* boardItemData, MergePuzzle_Item_Creation_ItemCreationHandler_o* itemCreationHandler, bool onBoardInitialize, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveJelly	1894220	18E1748	MergePuzzle.BoardController$$AddBoardSlotFullCounter	void MergePuzzle_BoardController__AddBoardSlotFullCounter (MergePuzzle_BoardController_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveJelly	1894220	18E21B8	MergePuzzle.BoardController$$IsSendBoardFullFirebaseEventORemoveJelly	bool MergePuzzle_BoardController__IsSendBoardFullFirebaseEventORemoveJelly (MergePuzzle_BoardController_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveJelly	1894220	18E24E8	MergePuzzle.BoardController$$GetPosition	MergePuzzle_BoardPosition_o* MergePuzzle_BoardController__GetPosition (MergePuzzle_BoardController_o* __this, MergePuzzle_Coordinate_o index, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveJelly	1894220	18EB484	MergePuzzle.BoardController$$IsCreateNewFoundText	bool MergePuzzle_BoardController__IsCreateNewFoundText (MergePuzzle_BoardController_o* __this, MergePuzzle_ItemController_o* item, const MethodInfo* method);	ghidra_flow_pseudocode.c
ItemController.RemoveJelly	1894220	18EB554	MergePuzzle.BoardController$$CreateNewItemText	void MergePuzzle_BoardController__CreateNewItemText (MergePuzzle_BoardController_o* __this, MergePuzzle_ItemController_o* item, bool tutorialActive, const MethodInfo* method);	ghidra_flow_pseudocode.c
