TypeDefIndex	Namespace	Type	Kind	Declaration	AssetRipperFile	ScopeReason	Il2CppDumperBlock	FieldCount	MethodCount
2064		BoardTaskController.	struct	private struct BoardTaskController.<SpawnTask>d__41 : IAsyncStateMachine // TypeDefIndex: 2064	MergePuzzle/BoardTaskController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02064_BoardTaskController..txt	7	2
2065		BoardTaskController.	struct	private struct BoardTaskController.<SpawnTasksAsyncAfterLevelUpDismiss>d__64 : IAsyncStateMachine // TypeDefIndex: 2065	MergePuzzle/BoardTaskController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02065_BoardTaskController..txt	7	2
2066	MergePuzzle	BoardTaskController	class	public class BoardTaskController : ScrollableItem, IEventReceiver<TaskEvent.TaskDoneBoardTaskItemDisappearFinished>, IEventReceiverBase, IEventReceiver<EntityUpdateEvent.LevelUpdateEntity>, IEventReceiver<EntityUpdateEvent.LevelXPUpdate>, IEventReceiver<TaskEvent.LevelUpDismissed>, IEventReceiver<CameraEvent.CameraChangedRequest>, IEventReceiver<BoardEvent.DestroyItemAfterTaskComplete>, IEventReceiver<TaskEvent.TaskDoneProcessStarted>, IEventReceiver<CameraEvent.CameraChangeCompleted>, IEventReceiver<TaskEvent.TaskDoneXPAndRewardAnimationsComplete>, IEventReceiver<TaskEvent.LastBoardTaskMovementFinished>, IEventReceiver<BoardEvent.FillUpcomingTasksAfterXPRollout>, IEventReceiver<SrDebuggerEvent.SpawnDynamicBoardTask>, IEventReceiver<RecurringEvent.ActivateEvent>, IEventReceiver<RecurringEvent.InitializeEvent>, IEventReceiver<RecurringEvent.FinishEventOnUpdateTick>, IEventReceiver<TaskEvent.UpdateTaskUI>, IEventReceiver<TaskEvent.CreateTimeLimitedTask>, IEventReceiver<HotSalesEvents.SlotPurchased>, IEventReceiver<HotSalesEvents.Refresh>, IEventReceiver<HotSalesEvents.Activate>, IEventReceiver<TaskEvent.CheckTaskDiscoveryStatus>, IEventReceiver<MetaEvent.LastMetaAnimatedXPArrived> // TypeDefIndex: 2066	MergePuzzle/BoardTaskController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02066_BoardTaskController.txt	18	81
2067		BoardTaskItemController.CharAnimationStates	struct	public struct BoardTaskItemController.CharAnimationStates // TypeDefIndex: 2067	MergePuzzle/BoardTaskItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02067_BoardTaskItemController.CharAnimationStates.txt	0	0
2068		BoardTaskItemController.	class	private sealed class BoardTaskItemController.<>c // TypeDefIndex: 2068	MergePuzzle/BoardTaskItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02068_BoardTaskItemController..txt	7	8
2069		BoardTaskItemController.	class	private sealed class BoardTaskItemController.<>c__DisplayClass111_0 // TypeDefIndex: 2069	MergePuzzle/BoardTaskItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02069_BoardTaskItemController..txt	1	2
2070		BoardTaskItemController.	class	private sealed class BoardTaskItemController.<>c__DisplayClass113_0 // TypeDefIndex: 2070	MergePuzzle/BoardTaskItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02070_BoardTaskItemController..txt	2	3
2071		BoardTaskItemController.	class	private sealed class BoardTaskItemController.<>c__DisplayClass114_0 // TypeDefIndex: 2071	MergePuzzle/BoardTaskItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02071_BoardTaskItemController..txt	1	2
2072		BoardTaskItemController.	class	private sealed class BoardTaskItemController.<>c__DisplayClass115_0 // TypeDefIndex: 2072	MergePuzzle/BoardTaskItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02072_BoardTaskItemController..txt	1	2
2073		BoardTaskItemController.	class	private sealed class BoardTaskItemController.<>c__DisplayClass126_0 // TypeDefIndex: 2073	MergePuzzle/BoardTaskItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02073_BoardTaskItemController..txt	2	3
2074		BoardTaskItemController.	struct	private struct BoardTaskItemController.<InitializeTaskItem>d__60 : IAsyncStateMachine // TypeDefIndex: 2074	MergePuzzle/BoardTaskItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02074_BoardTaskItemController..txt	13	2
2075		BoardTaskItemController.	struct	private struct BoardTaskItemController.<PerformInitAnimations>d__108 : IAsyncStateMachine // TypeDefIndex: 2075	MergePuzzle/BoardTaskItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02075_BoardTaskItemController..txt	4	2
2076		BoardTaskItemController.	struct	private struct BoardTaskItemController.<ProcessDoneClickBasedOnType>d__89 : IAsyncStateMachine // TypeDefIndex: 2076	MergePuzzle/BoardTaskItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02076_BoardTaskItemController..txt	6	2
2077	MergePuzzle	BoardTaskItemController	class	public class BoardTaskItemController : ScrollableItem, IPerformCameraChangeAnimation, IEventReceiver<EntityUpdateEvent.BoardItemStatusChange>, IEventReceiverBase, IEventReceiver<TaskEvent.TaskLastCoinOut>, IEventReceiver<SrDebuggerEvent.ShowDebugLayers>, IEventReceiver<MetaEvent.ActiveSeasonStatusChange>, IEventReceiver<ItemRewardConvertEvent.UpdateRewardImages>, IEventReceiver<TaskEvent.TaskUpdateRewardUI> // TypeDefIndex: 2077	MergePuzzle/BoardTaskItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02077_BoardTaskItemController.txt	32	97
2097		SellButtonController.ButtonState	enum	private enum SellButtonController.ButtonState // TypeDefIndex: 2097	MergePuzzle/SellButtonController.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02097_SellButtonController.ButtonState.txt	1	0
2098		SellButtonController.	class	private sealed class SellButtonController.<>c__DisplayClass46_0 // TypeDefIndex: 2098	MergePuzzle/SellButtonController.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02098_SellButtonController..txt	2	2
2099		SellButtonController.	struct	private struct SellButtonController.<ArrangeClickable>d__36 : IAsyncStateMachine // TypeDefIndex: 2099	MergePuzzle/SellButtonController.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02099_SellButtonController..txt	4	2
2100	MergePuzzle	SellButtonController	class	public class SellButtonController : BaseSubscriber, IEventReceiver<BoardEvent.SellItemTrial>, IEventReceiverBase, IEventReceiver<BoardEvent.BoardPositionSelection>, IEventReceiver<BoardEvent.InitializeBoard>, IEventReceiver<MetaEvent.TutorialTrigger>, IEventReceiver<CanvasEvent.UndoClicked>, IEventReceiver<BoardEvent.Merge>, IEventReceiver<CanvasEvent.NonUndoClicked>, IEventReceiver<TaskEvent.LevelUpDismissed>, IEventReceiver<BoardEvent.ResetSellButton>, IEventReceiver<BoardEvent.ActiveInfoItemChange>, IEventReceiver<HoverEvent.SellItemHoverIn>, IEventReceiver<HoverEvent.SellItemHoverOut>, IEventReceiver<DragCollisionButtonStays> // TypeDefIndex: 2100	MergePuzzle/SellButtonController.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02100_SellButtonController.txt	17	38
2234		MetaData.	class	private sealed class MetaData.<>c // TypeDefIndex: 2234	MergePuzzle/MetaData.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02234_MetaData..txt	7	8
2235		MetaData.	class	private sealed class MetaData.<>c__DisplayClass11_0 // TypeDefIndex: 2235	MergePuzzle/MetaData.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02235_MetaData..txt	1	2
2236		MetaData.	class	private sealed class MetaData.<>c__DisplayClass12_0 // TypeDefIndex: 2236	MergePuzzle/MetaData.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02236_MetaData..txt	3	3
2237		MetaData.	class	private sealed class MetaData.<>c__DisplayClass14_0 // TypeDefIndex: 2237	MergePuzzle/MetaData.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02237_MetaData..txt	1	2
2238		MetaData.	class	private sealed class MetaData.<>c__DisplayClass15_0 // TypeDefIndex: 2238	MergePuzzle/MetaData.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02238_MetaData..txt	2	2
2239		MetaData.	class	private sealed class MetaData.<>c__DisplayClass16_0 // TypeDefIndex: 2239	MergePuzzle/MetaData.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02239_MetaData..txt	1	2
2240		MetaData.	class	private sealed class MetaData.<>c__DisplayClass17_0 // TypeDefIndex: 2240	MergePuzzle/MetaData.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02240_MetaData..txt	2	2
2241		MetaData.	class	private sealed class MetaData.<>c__DisplayClass18_0 // TypeDefIndex: 2241	MergePuzzle/MetaData.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02241_MetaData..txt	1	2
2242		MetaData.	class	private sealed class MetaData.<>c__DisplayClass20_0 // TypeDefIndex: 2242	MergePuzzle/MetaData.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02242_MetaData..txt	1	2
2243		MetaData.	class	private sealed class MetaData.<>c__DisplayClass21_0 // TypeDefIndex: 2243	MergePuzzle/MetaData.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02243_MetaData..txt	1	2
2244		MetaData.	class	private sealed class MetaData.<>c__DisplayClass22_0 // TypeDefIndex: 2244	MergePuzzle/MetaData.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02244_MetaData..txt	1	2
2245		MetaData.	class	private sealed class MetaData.<>c__DisplayClass23_0 // TypeDefIndex: 2245	MergePuzzle/MetaData.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02245_MetaData..txt	2	5
2246		MetaData.	class	private sealed class MetaData.<>c__DisplayClass23_1 // TypeDefIndex: 2246	MergePuzzle/MetaData.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02246_MetaData..txt	1	2
2247		MetaData.	class	private sealed class MetaData.<>c__DisplayClass23_2 // TypeDefIndex: 2247	MergePuzzle/MetaData.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02247_MetaData..txt	1	2
2248		MetaData.	class	private sealed class MetaData.<>c__DisplayClass9_0 // TypeDefIndex: 2248	MergePuzzle/MetaData.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02248_MetaData..txt	1	3
2249	MergePuzzle	MetaData	class	public class MetaData : ScriptableObject // TypeDefIndex: 2249	MergePuzzle/MetaData.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02249_MetaData.txt	7	17
2526	MergePuzzle	RewardData	class	public class RewardData : IComparable<RewardData> // TypeDefIndex: 2526	MergePuzzle/RewardData.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02526_RewardData.txt	8	6
2528	MergePuzzle	IReward	interface	public interface IReward // TypeDefIndex: 2528	MergePuzzle/IReward.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02528_IReward.txt	0	0
2530	MergePuzzle	GameMainReward	class	public class GameMainReward : IReward // TypeDefIndex: 2530	MergePuzzle/GameMainReward.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02530_GameMainReward.txt	8	2
2533	MergePuzzle	GameItemReward	class	public class GameItemReward : IReward // TypeDefIndex: 2533	MergePuzzle/GameItemReward.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02533_GameItemReward.txt	4	2
2581	MergePuzzle	BubbleItemData	class	public class BubbleItemData // TypeDefIndex: 2581	MergePuzzle/BubbleItemData.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02581_BubbleItemData.txt	4	1
2582	MergePuzzle	CollectableType	enum	public enum CollectableType // TypeDefIndex: 2582	MergePuzzle/CollectableType.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02582_CollectableType.txt	1	0
2595	MergePuzzle	ProgressiveItemGoalData	class	public class ProgressiveItemGoalData // TypeDefIndex: 2595	MergePuzzle/ProgressiveItemGoalData.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02595_ProgressiveItemGoalData.txt	3	1
2609	MergePuzzle	RewardType	enum	public enum RewardType // TypeDefIndex: 2609	MergePuzzle/RewardType.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02609_RewardType.txt	1	0
2658	MergePuzzle	CommonFactoryService	class	public class CommonFactoryService : MonoBehaviour // TypeDefIndex: 2658	MergePuzzle/CommonFactoryService.cs	关键流程的直接依赖	code/Il2CppDumper/type_blocks/02658_CommonFactoryService.txt	25	12
2659		EntityUpdateEvent.CurrencyUpdate	struct	public struct EntityUpdateEvent.CurrencyUpdate : IEvent // TypeDefIndex: 2659	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02659_EntityUpdateEvent.CurrencyUpdate.txt	3	0
2660		EntityUpdateEvent.CalculateEnergyChange	struct	public struct EntityUpdateEvent.CalculateEnergyChange : IEvent // TypeDefIndex: 2660	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02660_EntityUpdateEvent.CalculateEnergyChange.txt	5	0
2661		EntityUpdateEvent.CalculateGemChange	struct	public struct EntityUpdateEvent.CalculateGemChange : IEvent // TypeDefIndex: 2661	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02661_EntityUpdateEvent.CalculateGemChange.txt	3	0
2662		EntityUpdateEvent.CalculateCoinChange	struct	public struct EntityUpdateEvent.CalculateCoinChange : IEvent // TypeDefIndex: 2662	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02662_EntityUpdateEvent.CalculateCoinChange.txt	3	0
2663		EntityUpdateEvent.CalculateXPChange	struct	public struct EntityUpdateEvent.CalculateXPChange : IEvent // TypeDefIndex: 2663	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02663_EntityUpdateEvent.CalculateXPChange.txt	4	0
2664		EntityUpdateEvent.EnergyUpdateUI	struct	public struct EntityUpdateEvent.EnergyUpdateUI : IEvent // TypeDefIndex: 2664	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02664_EntityUpdateEvent.EnergyUpdateUI.txt	6	0
2665		EntityUpdateEvent.EnergyConsume	struct	public struct EntityUpdateEvent.EnergyConsume : IEvent // TypeDefIndex: 2665	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02665_EntityUpdateEvent.EnergyConsume.txt	1	0
2666		EntityUpdateEvent.GemUpdateUI	struct	public struct EntityUpdateEvent.GemUpdateUI : IEvent // TypeDefIndex: 2666	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02666_EntityUpdateEvent.GemUpdateUI.txt	3	0
2667		EntityUpdateEvent.CoinUpdateUI	struct	public struct EntityUpdateEvent.CoinUpdateUI : IEvent // TypeDefIndex: 2667	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02667_EntityUpdateEvent.CoinUpdateUI.txt	3	0
2668		EntityUpdateEvent.XPUpdateUI	struct	public struct EntityUpdateEvent.XPUpdateUI : IEvent // TypeDefIndex: 2668	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02668_EntityUpdateEvent.XPUpdateUI.txt	4	0
2669		EntityUpdateEvent.LevelXPUpdate	struct	public struct EntityUpdateEvent.LevelXPUpdate : IEvent // TypeDefIndex: 2669	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02669_EntityUpdateEvent.LevelXPUpdate.txt	4	0
2670		EntityUpdateEvent.RewardAreaUIUpdate	struct	public struct EntityUpdateEvent.RewardAreaUIUpdate : IEvent // TypeDefIndex: 2670	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02670_EntityUpdateEvent.RewardAreaUIUpdate.txt	0	0
2671		EntityUpdateEvent.RewardAnimationStatusChange	struct	public struct EntityUpdateEvent.RewardAnimationStatusChange : IEvent // TypeDefIndex: 2671	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02671_EntityUpdateEvent.RewardAnimationStatusChange.txt	4	0
2672		EntityUpdateEvent.SeasonPassRewardUpdate	struct	public struct EntityUpdateEvent.SeasonPassRewardUpdate : IEvent // TypeDefIndex: 2672	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02672_EntityUpdateEvent.SeasonPassRewardUpdate.txt	0	0
2673		EntityUpdateEvent.LevelUpdateEntity	struct	public struct EntityUpdateEvent.LevelUpdateEntity : IEvent // TypeDefIndex: 2673	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02673_EntityUpdateEvent.LevelUpdateEntity.txt	8	0
2674		EntityUpdateEvent.InventoryUpdated	struct	public struct EntityUpdateEvent.InventoryUpdated : IEvent // TypeDefIndex: 2674	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02674_EntityUpdateEvent.InventoryUpdated.txt	0	0
2675		EntityUpdateEvent.BoardItemStatusChange	struct	public struct EntityUpdateEvent.BoardItemStatusChange : IEvent // TypeDefIndex: 2675	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02675_EntityUpdateEvent.BoardItemStatusChange.txt	1	0
2676		EntityUpdateEvent.SaveBoard	struct	public struct EntityUpdateEvent.SaveBoard : IEvent // TypeDefIndex: 2676	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02676_EntityUpdateEvent.SaveBoard.txt	2	0
2677		EntityUpdateEvent.SaveDataToCloud	struct	public struct EntityUpdateEvent.SaveDataToCloud : IEvent // TypeDefIndex: 2677	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02677_EntityUpdateEvent.SaveDataToCloud.txt	1	0
2678		EntityUpdateEvent.OnSelectedAvatarImageChanged	struct	public struct EntityUpdateEvent.OnSelectedAvatarImageChanged : IEvent // TypeDefIndex: 2678	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02678_EntityUpdateEvent.OnSelectedAvatarImageChanged.txt	0	0
2679	MergePuzzle	EntityUpdateEvent	class	public class EntityUpdateEvent // TypeDefIndex: 2679	MergePuzzle/EntityUpdateEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02679_EntityUpdateEvent.txt	0	1
2685		BoardEntity.	class	private sealed class BoardEntity.<>c // TypeDefIndex: 2685	MergePuzzle/BoardEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02685_BoardEntity..txt	4	5
2686		BoardEntity.	class	private sealed class BoardEntity.<>c__DisplayClass44_0 // TypeDefIndex: 2686	MergePuzzle/BoardEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02686_BoardEntity..txt	1	2
2687		BoardEntity.	class	private sealed class BoardEntity.<>c__DisplayClass53_0 // TypeDefIndex: 2687	MergePuzzle/BoardEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02687_BoardEntity..txt	1	2
2688		BoardEntity.	class	private sealed class BoardEntity.<>c__DisplayClass80_0 // TypeDefIndex: 2688	MergePuzzle/BoardEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02688_BoardEntity..txt	1	2
2689		BoardEntity.	class	private sealed class BoardEntity.<>c__DisplayClass81_0 // TypeDefIndex: 2689	MergePuzzle/BoardEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02689_BoardEntity..txt	1	2
2690		BoardEntity.	class	private sealed class BoardEntity.<>c__DisplayClass82_0 // TypeDefIndex: 2690	MergePuzzle/BoardEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02690_BoardEntity..txt	1	2
2691	MergePuzzle	BoardEntity	class	public class BoardEntity // TypeDefIndex: 2691	MergePuzzle/BoardEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	38	51
2693	MergePuzzle	PickBoxSelectedEntity	class	public class PickBoxSelectedEntity // TypeDefIndex: 2693	MergePuzzle/PickBoxSelectedEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02693_PickBoxSelectedEntity.txt	1	2
2700		SlotFullCounter.BoardType	enum	public enum SlotFullCounter.BoardType // TypeDefIndex: 2700	MergePuzzle/SlotFullCounter.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02700_SlotFullCounter.BoardType.txt	1	0
2701	MergePuzzle	SlotFullCounter	class	public class SlotFullCounter // TypeDefIndex: 2701	MergePuzzle/SlotFullCounter.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02701_SlotFullCounter.txt	2	4
2702		SlotFull.SlotFullType	enum	public enum SlotFull.SlotFullType // TypeDefIndex: 2702	MergePuzzle/SlotFull.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02702_SlotFull.SlotFullType.txt	1	0
2703	MergePuzzle	SlotFull	class	public class SlotFull // TypeDefIndex: 2703	MergePuzzle/SlotFull.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02703_SlotFull.txt	2	1
2705		UserEntity.VersionEntryLevel	class	public class UserEntity.VersionEntryLevel // TypeDefIndex: 2705	MergePuzzle/UserEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02705_UserEntity.VersionEntryLevel.txt	2	2
2706		UserEntity.LevelUpPopupInfo	struct	public struct UserEntity.LevelUpPopupInfo // TypeDefIndex: 2706	MergePuzzle/UserEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02706_UserEntity.LevelUpPopupInfo.txt	6	0
2707		UserEntity.DailyRewardEntity.DailyChestEntity	class	public class UserEntity.DailyRewardEntity.DailyChestEntity // TypeDefIndex: 2707	MergePuzzle/UserEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02707_UserEntity.DailyRewardEntity.DailyChestEntity.txt	2	2
2708		UserEntity.DailyRewardEntity	class	public class UserEntity.DailyRewardEntity // TypeDefIndex: 2708	MergePuzzle/UserEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02708_UserEntity.DailyRewardEntity.txt	6	4
2709		UserEntity.RewardedAdEntityModel	class	public class UserEntity.RewardedAdEntityModel // TypeDefIndex: 2709	MergePuzzle/UserEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02709_UserEntity.RewardedAdEntityModel.txt	3	5
2710		UserEntity.BalanceTestEntityModel	class	public class UserEntity.BalanceTestEntityModel // TypeDefIndex: 2710	MergePuzzle/UserEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02710_UserEntity.BalanceTestEntityModel.txt	4	2
2711	MergePuzzle	UserEntity	class	public class UserEntity // TypeDefIndex: 2711	MergePuzzle/UserEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02711_UserEntity.txt	41	43
2713	MergePuzzle	LevelData	class	public class LevelData // TypeDefIndex: 2713	MergePuzzle/LevelData.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/02713_LevelData.txt	2	11
2867		SceneController.State	enum	public enum SceneController.State // TypeDefIndex: 2867	MergePuzzle/SceneController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02867_SceneController.State.txt	1	0
2868		SceneController.	class	private sealed class SceneController.<ProcessBackDelayed>d__66 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2868	MergePuzzle/SceneController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02868_SceneController..txt	3	6
2869	MergePuzzle	SceneController	class	public class SceneController : BaseSubscriber, IEventReceiver<EntityUpdateEvent.SaveBoard>, IEventReceiverBase, IEventReceiver<EntityUpdateEvent.InventoryUpdated>, IEventReceiver<BoardEvent.SellItemTrial>, IEventReceiver<BoardEvent.RevertMove>, IEventReceiver<BoardEvent.BoardItemPositionUpdateStart>, IEventReceiver<BoardEvent.RemoveItemViaSellComplete>, IEventReceiver<BoardEvent.BoardItemRemoveFinished>, IEventReceiver<BoardEvent.BubbleDestroyed>, IEventReceiver<BoardEvent.JellyDestroyed> // TypeDefIndex: 2869	MergePuzzle/SceneController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/02869_SceneController.txt	14	51
3324		BalanceBubbleConfigModel.BalanceBubbleGroupModel	class	public class BalanceBubbleConfigModel.BalanceBubbleGroupModel // TypeDefIndex: 3324	MergePuzzle/BalanceBubbleConfigModel.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/03324_BalanceBubbleConfigModel.BalanceBubbleGroupModel.txt	2	1
