TypeDefIndex	Namespace	Type	RVA	Signature	AssetRipperFile	Il2CppDumperBlock	NativePseudocodeFile	Recovery
1682	MergePuzzle	ItemController	1894220	public void RemoveJelly(bool isSelect = True) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	1894690	public bool IsSellable() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	1894E04	private bool CheckSellableForItemSet41() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	18953D4	public bool ProcessSellButtonClick() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189371C	private int GetRewardedCapacity(BoardItemDefaultSpawner spawnerData) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	1893758	private int GetRewardedCapacity(BoardItemAutoSpawner spawnerData) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	1895528	public bool IsSpawner() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	1895648	public bool IsSpawnerPart() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189567C	public bool IsSpawnerParticleAvailable() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	1893794	public void SkipChargingState(bool animateClockDisappear, bool saveBoard = True, bool chargeToFullCapacity = False) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189583C	private int GetSkipCapacity(int smallCapacity, int bigCapacity, SpawnerState skippedState) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	18958B8	public void StartSpawnerHintAnimation() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	1895970	private void StartSpawnerHint() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	1895E3C	private void SpawnerTweenAction(ItemController item, bool onKilled) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	188B748	private void UpdateSpawners(float elapsedTime) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_expanded_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	1895F9C	private void SkipSpawnerUpdate(BoardItemData data) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	1896740	private void SpawnerCharge(BoardItemSpawnerData spawnerData) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_expanded_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	1893CF8	public void ArrangeSpawnerParticle(SpawnerState eSpawnerState, bool animateClockDisappear = False) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	1886F94	private void ArrangeSpawnerState(BoardItemSpawnerData spawnerData, bool isRewardedCapacity = False, bool animateClockDisappear = False) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189698C	private void CheckChargerTutorialState() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	1896CF0	public void TryStartSpawnerHint() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	1888498	public bool UsesEnergy() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	1896FD4	private bool RecurringEventUseEnergy() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	18930B0	public void KillAnimationActiveLoops(Sequence exception1, Sequence exception2, Sequence exception3, Sequence exception4) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	18973FC	private void ProcessTaskMoveCompletedForFirstItem(BoardTaskItem completedTask) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	18974AC	public void AnimateItemToTask(BoardTaskItemController completedTaskItemController, Coordinate position, int goalUIIndex, Action<bool> callback) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	1897750	private void AnimateItemToTask(BoardTaskItemController completedTaskItemController, int goalUIIndex, Action onComplete) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	1897B98	public void AnimateItemToSpecialTask(BoardTaskItemController completedTaskItemController, Coordinate position, int goalUIIndex) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	1897B44	private void PrepareAnimate() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	1897E24	public void ScaleDownWithAnimation() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	1897F3C	private void ArrangeAnimator(bool activate, Animator animatorPrefab, ref Animator currentInstance, bool create = True) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	1889C48	private void _DOKill() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	189814C	private void KillItemRuntimeSequences() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	188A24C	public void KillPanelAnimation(bool completeKill = True) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	1898294	public void KillMergeHintAnimation(bool completeKill = True) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	18898D0	public void ThrowWarning(ItemController.WarningType warningType) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	1898308	private void ThrowDragWarning() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	18984B0	private void ThrowBoosterWarning() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	18986A8	public void DragCollisionEnter(GameObject other) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_expanded_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	18987D4	public void DragCollisionExit(GameObject other) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_expanded_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	18988DC	public void DragStarted() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_expanded_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	1898BC0	public void DragContinues() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_expanded_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	1898CE0	public void DragStopped() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_expanded_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	1899CD8	private bool ProcessDragStopForButtons(Button button) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189A6BC	private void TryToPositionNearestCell(List<CellController> nearestAvailableOtherCells) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189AA4C	public void ProcessItemClick() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_expanded_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189ACA4	private bool ProcessItemClickValidCheck(BoardPosition selectedPosition) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_expanded_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189AD5C	private void ProcessDoubleClick() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189ABCC	private void CommonClickArrangement() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189C5E4	private bool CanClickLoop() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189C618	private void StartClickLoop() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189CE90	private void ClickTweenAction(ItemController item) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189CF28	public bool ProcessNonMovableItemClick() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189D194	private void ProcessNonMovableDoubleClick() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189D260	public void OnBoosterPanelStatusChange(BoardEvent.BoosterPanelStatusChange e) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	189D854	private SpawnerClockController GetSpawnerClock() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	188A6A0	public void DestroySpawnerClock() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	1896848	private void ArrangeSpawnerClockStatus(bool enable, bool disableWithAnimation) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	189D950	private ItemControllerDialogue GetDialogue() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	189DA4C	public GameObject GetDialogueObject() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	188F4D0	public void DestroyItemDialogue() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	189DB34	public bool IsDialogueActive() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	188FBC8	private void OpenProgressiveDialogue() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	188D040	private ItemControllerTick GetItemTick() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	188A5A8	public void DestroyItemTick() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	188CFDC	private bool OpenTick() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	18901B0	private ItemControllerProgressBar GetProgressBar() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	189DC38	public GameObject GetItemProgressBarObject() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	188A2C0	private void DestroyItemProgressBar() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	188FAF4	private void ArrangeItemProgressBar(bool isActive, int maxProgress, int currentProgress) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	1892AE0	public void SetBarFillAmount(int amount) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	189DD20	private ItemControllerMaxBadge GetItemMaxBadge() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	188AA80	private void DestroyItemMaxLevelBadge() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	188F3DC	private void SetMaxLevelBadge(BoardController board, ItemEntity itemEntity) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	189DE1C	private ItemControllerDebug GetDebug() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	188A798	private void DestroyItemDebug() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	188F44C	private void CheckItemDebug() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	189DF10	private ItemControllerBox GetBox() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	1890334	private void DestroyItemBox() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	188ECAC	private void InitBoxImage() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	188F854	private ItemControllerLock GetLock() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	188A988	private void DestroyItemLock() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	18902AC	private void CheckItemLock() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189E00C	private ItemControllerTreasureBoxUnlock GetTreasureBoxUnlock() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	188A4B0	public void DestroyItemTreasureBoxUnlock() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	189E0FC	public void CreateTreasureBoxUnlock(BoardData boardData) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	189689C	private ItemControllerSpawnerEnergy GetSpawnerEnergy() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	188A890	private void DestroyItemSpawnerEnergy() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	189E12C	public void SetSpawnerEnergyParticle(bool enable) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	188FD1C	private ItemControllerProgressText GetProgressText() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	188A3B8	private void DestroyItemProgressText() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	189D748	private ItemControllerTreasureBoxOpenSprite GetTreasureBoxOpenSprite() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	189D650	private void DestroyItemTreasureBoxOpenSprite() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	18879E0	private ItemControllerTreasureBoxOpened GetTreasureBoxOpened() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		pseudocode omitted: peripheral method
1682	MergePuzzle	ItemController	188F75C	private void DestroyItemTreasureBoxOpened() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	1893BFC	private ItemControllerBubble GetBubble() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	188A154	private void DestroyItemBubble() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189E140	public void .ctor() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	189E234	private static void .cctor() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt		signature only
1682	MergePuzzle	ItemController	189EDB4	private bool <ArrangeItemTickImage>b__143_0(BoardTaskGoal goal) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189EE40	private void <StartSpawnerHint>b__215_0() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189EE4C	private void <StartSpawnerHint>b__215_1() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189EE58	private void <ProcessDragStopForButtons>b__246_0() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189F0A4	private void <StartClickLoop>b__253_0() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189F0AC	private void <StartClickLoop>b__253_1() { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1682	MergePuzzle	ItemController	189F0B4	private bool <OnBoosterPanelStatusChange>b__257_0(BoardPositionEntity item) { }	MergePuzzle/ItemController.cs	code/Il2CppDumper/type_blocks/01682_ItemController.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
1683	MergePuzzle	ItemRuntimeData	18CEAE8	public bool get_MergeHintLock() { }	MergePuzzle/ItemRuntimeData.cs	code/Il2CppDumper/type_blocks/01683_ItemRuntimeData.txt		signature only
1683	MergePuzzle	ItemRuntimeData	18CEAF0	public void set_MergeHintLock(bool value) { }	MergePuzzle/ItemRuntimeData.cs	code/Il2CppDumper/type_blocks/01683_ItemRuntimeData.txt		signature only
1683	MergePuzzle	ItemRuntimeData	18CEAF8	public bool get_IsTick() { }	MergePuzzle/ItemRuntimeData.cs	code/Il2CppDumper/type_blocks/01683_ItemRuntimeData.txt		signature only
1683	MergePuzzle	ItemRuntimeData	18CEB64	public IItemEntity get_GetItemEntity() { }	MergePuzzle/ItemRuntimeData.cs	code/Il2CppDumper/type_blocks/01683_ItemRuntimeData.txt		signature only
1683	MergePuzzle	ItemRuntimeData	18CEB6C	public int get_GetUpdateStepMs() { }	MergePuzzle/ItemRuntimeData.cs	code/Il2CppDumper/type_blocks/01683_ItemRuntimeData.txt		signature only
1683	MergePuzzle	ItemRuntimeData	18CEB74	public void SetUpdateStepMs(int updateStepMs) { }	MergePuzzle/ItemRuntimeData.cs	code/Il2CppDumper/type_blocks/01683_ItemRuntimeData.txt	ghidra_data_pseudocode.c	native pseudocode (unverified)
1683	MergePuzzle	ItemRuntimeData	18CEB7C	public void SetTimeRequiredToExitNoCapacity(int time) { }	MergePuzzle/ItemRuntimeData.cs	code/Il2CppDumper/type_blocks/01683_ItemRuntimeData.txt	ghidra_data_pseudocode.c	native pseudocode (unverified)
1683	MergePuzzle	ItemRuntimeData	18CEB84	public void SetNextSpawnerUpdateMs(long spawnerUpdateMs) { }	MergePuzzle/ItemRuntimeData.cs	code/Il2CppDumper/type_blocks/01683_ItemRuntimeData.txt	ghidra_data_pseudocode.c	native pseudocode (unverified)
1683	MergePuzzle	ItemRuntimeData	18CEB94	public void ChangeNextSpawnerUpdateMs(long changedUpdateMs) { }	MergePuzzle/ItemRuntimeData.cs	code/Il2CppDumper/type_blocks/01683_ItemRuntimeData.txt	ghidra_data_pseudocode.c	native pseudocode (unverified)
1683	MergePuzzle	ItemRuntimeData	18CEBAC	public void SetSkipPrice(int skipPrice) { }	MergePuzzle/ItemRuntimeData.cs	code/Il2CppDumper/type_blocks/01683_ItemRuntimeData.txt	ghidra_data_pseudocode.c	native pseudocode (unverified)
1683	MergePuzzle	ItemRuntimeData	18CEBB4	public bool PreventItemSell() { }	MergePuzzle/ItemRuntimeData.cs	code/Il2CppDumper/type_blocks/01683_ItemRuntimeData.txt	ghidra_data_pseudocode.c	native pseudocode (unverified)
1683	MergePuzzle	ItemRuntimeData	18CED10	public void .ctor() { }	MergePuzzle/ItemRuntimeData.cs	code/Il2CppDumper/type_blocks/01683_ItemRuntimeData.txt	ghidra_data_pseudocode.c	native pseudocode (unverified)
1717		ItemChainManager.SpawnerPointsQueryHandler.	190F208	private static void .cctor() { }	MergePuzzle/ItemChainManager.cs	code/Il2CppDumper/type_blocks/01717_ItemChainManager.SpawnerPointsQueryHandler..txt		signature only
1717		ItemChainManager.SpawnerPointsQueryHandler.	190F27C	public void .ctor() { }	MergePuzzle/ItemChainManager.cs	code/Il2CppDumper/type_blocks/01717_ItemChainManager.SpawnerPointsQueryHandler..txt		signature only
1717		ItemChainManager.SpawnerPointsQueryHandler.	190F284	internal int <GetTotalPointsForSetIDQuery>b__4_0(ItemChainManager.SpawnerPointsQuery q) { }	MergePuzzle/ItemChainManager.cs	code/Il2CppDumper/type_blocks/01717_ItemChainManager.SpawnerPointsQueryHandler..txt		signature only
1718		ItemChainManager.SpawnerPointsQueryHandler.	190F1F8	public void .ctor() { }	MergePuzzle/ItemChainManager.cs	code/Il2CppDumper/type_blocks/01718_ItemChainManager.SpawnerPointsQueryHandler..txt		signature only
1718		ItemChainManager.SpawnerPointsQueryHandler.	190F2A0	internal bool <RemoveQuery>b__0(ItemChainManager.SpawnerPointsQuery q) { }	MergePuzzle/ItemChainManager.cs	code/Il2CppDumper/type_blocks/01718_ItemChainManager.SpawnerPointsQueryHandler..txt		signature only
1719		ItemChainManager.SpawnerPointsQueryHandler	190CA84	public int GetTotalPointsForSetIDQuery(int anySetID) { }	MergePuzzle/ItemChainManager.cs	code/Il2CppDumper/type_blocks/01719_ItemChainManager.SpawnerPointsQueryHandler.txt	ghidra_data_pseudocode.c	native pseudocode (unverified)
1719		ItemChainManager.SpawnerPointsQueryHandler	190C3E8	public int GetMaxPointsForSetIDQuery(int anySetID, out int counter) { }	MergePuzzle/ItemChainManager.cs	code/Il2CppDumper/type_blocks/01719_ItemChainManager.SpawnerPointsQueryHandler.txt	ghidra_data_pseudocode.c	native pseudocode (unverified)
1719		ItemChainManager.SpawnerPointsQueryHandler	190E8D0	public void AddToQueryList(int setID, int location, int index, int level, bool skipCheck = False) { }	MergePuzzle/ItemChainManager.cs	code/Il2CppDumper/type_blocks/01719_ItemChainManager.SpawnerPointsQueryHandler.txt	ghidra_data_pseudocode.c	native pseudocode (unverified)
1719		ItemChainManager.SpawnerPointsQueryHandler	190B650	public void RemoveQuery(int setID, int location, int oldIndex) { }	MergePuzzle/ItemChainManager.cs	code/Il2CppDumper/type_blocks/01719_ItemChainManager.SpawnerPointsQueryHandler.txt	ghidra_data_pseudocode.c	native pseudocode (unverified)
