TypeDefIndex	Namespace	Type	RVA	Signature	AssetRipperFile	Il2CppDumperBlock	NativePseudocodeFile	Recovery
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BC554	public override void UpdatePlayingTick(float elapsedTime) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BC56C	private void ChangeGameObjectName() { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BC830	private bool IsPlayingTickUnavailable() { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BC958	public override void UpdatePausedTick(float elapsedTime) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BC9D0	public override void UpdateTutorialTick(float elapsedTime) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BCAF8	public MiniBoardPosition GetPosition() { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BCB48	public MiniBoardCellController GetCell() { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BCBAC	public bool IsColliderEnabled() { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BC324	public void SetColliderState(bool state) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BCBD0	public bool IsItemSpawnerOrCollectable() { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BCD70	public void SetTutorialSortingData(SortingData sortingData) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BCE30	public SortingData GetTutorialSortingData() { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BCECC	public void ArrangeInitializationSortingStatus(bool enableCollisions) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BCFD4	public void StartMergeHintSorting(int offset) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BD09C	public void RestoreMergeHintSorting() { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BD0A4	public void ArrangeSorting(bool moveToFront) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BD1B0	public void ArrangeSorting(int order) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BCD74	private void SetSortingData(SortingData sortingData) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BD250	private UniTaskVoid ChangeModulesSortingData(SortingData sortingData) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BD30C	private void SetCellSortingData(MiniBoardItemEntity itemEntity) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BD358	public void Initialize(BaseMiniBoardController board, BoardItemData boardItemData, MiniBoardItemEntity itemEntity, bool isNewlyCreated, bool onBoardInitialize) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BD9EC	private bool AddToSpawnerHint() { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BD50C	private void InitializeItemRuntimeData(BoardItemData boardItemData, MiniBoardItemEntity itemEntity, bool onBoardInitialize) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BD5D4	private void InitializeStartedDefaultUIElements() { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BD5F8	private void InitializeMovableStatusAndUI(BoardItemData boardItemData, MiniBoardItemEntity itemEntity, MiniBoardData boardData) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BD84C	private void InitializeLockImageAndSorting(MiniBoardItemEntity itemEntity) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BD8AC	private void InitializeLockImageRendererAndPosition(MiniBoardItemEntity itemEntity, MiniBoardData boardData) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BD9B0	private void InitializeItemRewardIcon(MiniBoardItemEntity itemEntity) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BE39C	public void DisableTrigger(bool disabled) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BE45C	public void Unbox(bool withAnimation) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BE948	public bool CanClickAnimation() { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BE97C	public void OnEvent(CanvasEvent.ToggleScreenInputBlocker e) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BE984	public void OnEvent(SrDebuggerEvent.ShowDebugLayers e) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BE988	public void OnEvent(BaseMiniBoardEvent.BoardItemRemoveFinished e) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BE98C	public void OnEvent(BaseMiniBoardEntityUpdateEvent.BoardItemStatusChange e) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BE9B8	public override void OnEvent(CanvasEvent.GameplayStatusUpdate e) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BEA80	public bool PreventMerge() { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
1128	Paxie.MergeStudio.Features.MiniBoard	MiniBoardItemController	17BEAE8	public MiniBoardItemController IsMergeAvailable(bool performMerge) { }	Paxie/MergeStudio/Features/MiniBoard/MiniBoardItemController.cs	code/Il2CppDumper/type_blocks/01128_MiniBoardItemController.txt		signature only
